 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.89285284	0.010438915	0.0070332936	0.006492512	0.0065525756	0.0063885455	0.0063592284	0.006368927	0.0063598165	0.0063676033	0.006368502	0.0063647525	0.00636617	0.0063601686	0.006370543	0.0064722593	0.006483379
ì	0.4895661	0.034011293	0.028264005	0.036142807	0.035703786	0.026182132	0.034506273	0.03599755	0.031500682	0.035457175	0.03462496	0.011334852	0.034378655	0.031926952	0.02975414	0.03627319	0.0343755
n	0.3770626	0.24002554	0.030021416	0.0292806	0.028623777	0.019777726	0.02729072	0.028707916	0.02450934	0.028193569	0.027407508	0.007987886	0.027172484	0.024895003	0.02292462	0.02896314	0.0271561
o	0.67172015	0.13504183	0.013305489	0.015993522	0.0154294465	0.00839061	0.014180469	0.015525184	0.0117875375	0.015026347	0.014286939	0.002747402	0.014071287	0.012100739	0.010561384	0.01577481	0.014056846
ì	0.11617082	0.60564446	0.06760966	0.015720978	0.015091374	0.014976181	0.015009649	0.015007785	0.014990802	0.015005506	0.015002587	0.014785574	0.015001442	0.014991624	0.01498221	0.015008085	0.015001246
t	0.031277202	0.80532956	0.034919996	0.017205141	0.013595698	0.0027101599	0.009390394	0.013884986	0.005233674	0.011929031	0.00965989	0.0011075488	0.00911103	0.005612557	0.004052855	0.015899526	0.009080847
s	0.28288665	0.4007362	0.037166517	0.030629419	0.025700301	0.008011459	0.022100415	0.02798907	0.014496841	0.02560367	0.022450535	0.00237289	0.021648094	0.015345278	0.011728857	0.029525934	0.02160791
e	0.02167977	0.45702422	0.018891744	0.0725375	0.05726887	0.009025672	0.033628605	0.060752805	0.016669275	0.047664575	0.035020888	0.004798158	0.032321528	0.017963527	0.012885809	0.06970485	0.032162208
r	0.0018909053	0.18205243	0.42665118	0.024822455	0.02926272	0.02603827	0.029522339	0.03000577	0.02830276	0.029811202	0.02950842	0.016068863	0.029413974	0.028467197	0.027578238	0.030152274	0.030450916
e	0.008443441	0.6045352	0.09234834	0.054303523	0.03167103	0.005019749	0.017450005	0.036300264	0.008461998	0.026370326	0.018184094	0.002828634	0.016632775	0.009097491	0.006731342	0.045052666	0.016569056
k	0.00051825756	0.066246085	0.7148777	0.030725306	0.01664912	0.014272316	0.014837468	0.0146323545	0.014338039	0.014586859	0.014536977	0.011335693	0.014516247	0.014343889	0.014179189	0.014653688	0.014750727
a	0.0011768517	0.023962414	0.6060734	0.052730005	0.025962336	0.014866469	0.028673096	0.031465977	0.022145092	0.030165674	0.028237997	0.0030327763	0.027877571	0.023088528	0.0193993	0.033201773	0.027940825
s	0.00037427532	0.007238618	0.46379033	0.28596967	0.046926245	0.019260647	0.018306907	0.016088065	0.016003108	0.015957521	0.01595188	0.014300857	0.015893314	0.015773365	0.015727764	0.01605475	0.016382664
ì	0.001527373	0.0047569475	0.36846888	0.27250224	0.022243656	0.024199566	0.035657756	0.030829202	0.02684103	0.030414624	0.029542005	0.0017037729	0.03056289	0.028776461	0.025491	0.035549883	0.030932697
m	0.0011466445	0.008694604	0.031969596	0.7393765	0.09387875	0.0033442117	0.00973358	0.01623594	0.0037927604	0.011609256	0.008015958	0.0013844357	0.0073642405	0.0040476504	0.0031603565	0.048652392	0.0075931423
m	0.0016264222	0.017881058	0.098349854	0.6103256	0.007949733	0.010646559	0.021883272	0.032955874	0.011641392	0.021574583	0.015709946	0.00090707967	0.017316762	0.014878713	0.012160843	0.085851066	0.018341258
e	0.018419998	0.29002938	0.07187084	0.08928441	0.036776163	0.019443747	0.034476995	0.078688376	0.024129715	0.050415356	0.036049474	0.015214923	0.033945594	0.024920443	0.022337876	0.119684845	0.034311842
r	0.0007602283	0.004829912	0.034843978	0.21660298	0.18849947	0.0846174	0.07165317	0.04132863	0.04170798	0.04021543	0.040416062	0.03357134	0.03993845	0.03931319	0.03909698	0.03991005	0.042694744
i	0.00037525586	0.0042975894	0.014120919	0.23531176	0.43312132	0.01922758	0.05852943	0.043476786	0.0129188765	0.03311488	0.024992324	0.0030558184	0.022868231	0.012789309	0.009119628	0.050092198	0.022588158
ì	0.00030748462	0.00037898085	0.0022402743	0.031562667	0.28788677	0.28990352	0.20240997	0.023791382	0.026423827	0.018036917	0.018952696	0.012876569	0.017268376	0.016052915	0.015890565	0.017005121	0.019012079
c	0.0012014852	0.0015454242	0.0021719963	0.1342074	0.4713523	0.0635358	0.12492894	0.034303572	0.008475356	0.017451929	0.012057685	0.002932289	0.010545361	0.006177701	0.0053547104	0.0917714	0.011986638
h	0.0003870983	0.006528832	0.002230692	0.33094648	0.018293684	0.07147501	0.14507811	0.053669363	0.018356077	0.030846948	0.022211734	0.0010810908	0.024772359	0.0210308	0.016398199	0.20790435	0.028789159
e	0.000632974	0.0014777379	0.001980018	0.13566759	0.4092857	0.07830104	0.1801163	0.036444966	0.015428814	0.025524557	0.021624615	0.0022305285	0.019053651	0.011276829	0.008165256	0.035234112	0.017555373
n	0.00034574987	0.0004966553	0.0006835426	0.016869126	0.03562199	0.25997645	0.2774207	0.07219371	0.10072928	0.03816457	0.040151402	0.017956201	0.033906773	0.025367241	0.01957951	0.022715734	0.037821382
a	0.0010100619	0.00028591973	0.00035015904	0.027179223	0.008521441	0.17718692	0.45769504	0.050318588	0.051984403	0.034350403	0.03425629	0.0009147198	0.032891817	0.0264676	0.019925416	0.04677452	0.029887445
k	0.0003625063	0.00022818103	0.00025145855	0.0007383399	0.012256965	0.34701434	0.17742768	0.11939899	0.17019698	0.03240447	0.048115823	0.017126432	0.022540133	0.012171557	0.012221141	0.012242028	0.0153029645
à	0.00044068747	0.00025933364	6.222028e-05	0.004344457	0.001046946	0.08904394	0.5181025	0.07881106	0.07484989	0.03396504	0.035393305	0.00033157953	0.033364695	0.025766285	0.0143415015	0.06386408	0.026012441
m	0.00395294	0.0031286557	0.00024954558	0.0024750791	0.057930924	0.06415228	0.07241796	0.4191336	0.10885256	0.07419158	0.07456249	0.007055656	0.026775222	0.006576824	0.006726971	0.06395289	0.0078647155
i	0.00019742895	0.0008510406	0.00052810524	0.019002391	0.00088864134	0.039880294	0.26577714	0.059008062	0.050076235	0.01579244	0.015448511	0.0018529074	0.02005808	0.034815233	0.014049869	0.43332246	0.028451158
f	0.00019648144	0.00013335183	0.00011778919	0.0002289097	0.0023877474	0.050131395	0.027447889	0.18948594	0.27208704	0.12006663	0.17787509	0.049490146	0.06348628	0.018215127	0.014487427	0.006749823	0.0074129426
r	0.00082368334	0.0001792528	3.766457e-05	0.0037058853	0.00039046587	0.02185182	0.10940698	0.16269107	0.17562556	0.13079289	0.1346685	0.0013139766	0.11625955	0.046747442	0.014543165	0.05450544	0.026456583
ì	0.0014622866	6.6297995e-05	2.2537146e-05	0.00036311246	0.0021086908	0.01753942	0.029367246	0.29127464	0.19087732	0.15803884	0.19294551	0.0070378985	0.058149703	0.011501777	0.008089498	0.021931725	0.009223496
s	0.004445384	0.003049451	8.8046116e-05	0.0010010552	0.0018982701	0.0064643235	0.0060334536	0.21899158	0.0829365	0.20103402	0.13981463	0.070804074	0.13597272	0.0475751	0.034717143	0.034357864	0.01081637
k	0.0016649023	0.001565751	0.00027831018	0.049987655	0.0023020548	0.030568918	0.09214435	0.13336577	0.09470097	0.1563949	0.12558544	0.00628154	0.14044617	0.050632443	0.014134834	0.08379558	0.01615049
o	0.0059352	0.0009038707	0.00016808682	0.004206163	0.0049549267	0.021194236	0.042103324	0.16878226	0.07570142	0.19335148	0.14043878	0.046993937	0.0878786	0.043367658	0.030362256	0.10118696	0.03247084
o	0.00068397005	0.0010854196	0.00027424307	0.0012008812	0.007889438	0.009627785	0.0119941505	0.08241742	0.15219648	0.1784559	0.25934386	0.06942391	0.11711145	0.041055776	0.03397234	0.019928692	0.013338281
t	0.00279284	0.0001551423	8.5155196e-05	0.00067622284	0.0028511724	0.012164405	0.0075886315	0.056986786	0.16965047	0.1278081	0.22768642	0.08102948	0.14135176	0.066201545	0.062994204	0.023010105	0.016967593
s	0.0019082483	0.0002978918	2.741637e-05	0.00045674737	0.00013477466	0.012742372	0.03328233	0.054248225	0.15952781	0.1285901	0.13234703	0.0055727353	0.20288824	0.15647075	0.035774253	0.04612184	0.029609326
ì	0.004031517	0.00015956309	2.9010691e-05	0.0005511319	0.00043837665	0.002605822	0.0032913026	0.05394654	0.07632715	0.19725275	0.28780347	0.009312975	0.14675765	0.053158283	0.043862525	0.09221539	0.02825648
c	0.009883403	0.0006932871	0.0005688962	0.0065250667	0.0011584813	0.0051127435	0.0034136027	0.028457744	0.019372765	0.115687326	0.06760592	0.10837881	0.14696144	0.16832754	0.1479593	0.08286727	0.08702639
h	0.00044021927	0.00035023998	0.00024013768	0.003003269	0.00035831102	0.0032670298	0.0076478566	0.017379811	0.029777436	0.028945956	0.026922913	0.041912284	0.05487777	0.28861833	0.06556787	0.34688747	0.08380314
r	0.0061624446	0.0007800925	5.892958e-05	0.0014199415	0.0018268822	0.0037775515	0.012088184	0.09313773	0.03078317	0.2998006	0.1550597	0.02996734	0.09996595	0.059649736	0.04750819	0.11318271	0.044830844
a	0.0058404063	0.00067079184	0.00025228268	0.015635168	0.001498938	0.0036402922	0.0026678056	0.04400511	0.07674504	0.08402516	0.14083771	0.056494523	0.20806855	0.13456927	0.10397177	0.06011716	0.06096009
c	0.016893914	0.0004966833	0.0001802572	0.00078141486	0.002359564	0.0023985752	0.0022551822	0.019683447	0.059480514	0.079961136	0.12611885	0.10806371	0.09738565	0.10443229	0.20220144	0.06380559	0.11350181
e	0.0018682866	0.0008025881	0.00023121052	0.0073246146	0.00091617316	0.0022974522	0.0022820432	0.031237798	0.055208046	0.07184666	0.18816483	0.008330244	0.15583125	0.12404094	0.14564873	0.12108566	0.08288345
e	0.003069181	0.00019894275	0.00028025583	0.00033855508	0.0007784053	0.0024338695	0.0016105846	0.006241699	0.018315189	0.047164764	0.04025949	0.12959814	0.045396615	0.105097756	0.19552235	0.16586526	0.23782896
n	0.02825677	0.0010982078	0.00017326965	0.00235852	0.0022520474	0.0024284564	0.0024676283	0.01611833	0.037244324	0.077921554	0.15242542	0.03654362	0.12260128	0.1286423	0.19885226	0.079493575	0.11112249
ì	0.0024324139	0.0020746652	0.00011551617	0.00068143074	0.00037255627	0.00084962236	0.00095737877	0.0051107286	0.019283634	0.031470317	0.020543914	0.017987838	0.03688438	0.16282713	0.10829933	0.33397725	0.25613186
s	0.0005952683	0.0003302289	0.00014159022	0.003931054	0.00027976546	0.00059098215	0.00025070162	0.0022392757	0.0012248309	0.0106829535	0.005643762	0.0031605768	0.013774612	0.021206077	0.05320159	0.50332344	0.3794233
o	0.00088979024	0.0030708876	0.0005879744	0.023875967	0.0025062386	0.00054480694	0.0013825678	0.0076269098	0.005173265	0.0060447226	0.010792664	0.012705754	0.041039787	0.15064783	0.04638217	0.4341886	0.25254008
z	0.014060758	0.00069575326	0.00045651762	0.0009711696	0.0010526566	0.0008529865	0.00024783678	0.0013599537	0.0024672898	0.0037352338	0.0081081875	0.015170664	0.012130926	0.037692722	0.11254416	0.14673868	0.6417145
e	0.0039923657	0.0016451101	0.00016147307	0.0049638897	0.00045138845	0.0019496381	0.0041482793	0.011248008	0.043476034	0.027632186	0.087229595	0.004404082	0.18772502	0.23098034	0.16176409	0.079246275	0.14898217
k	0.061418142	0.001610771	0.0013662238	0.0012880467	0.0025119935	0.0029503035	0.00095178897	0.0055974484	0.007938855	0.010293764	0.014964414	0.07211058	0.015397113	0.056012254	0.16590324	0.13552372	0.44416136
à	0.003426933	0.0041663097	0.00022708306	0.0020026523	0.0010419331	0.00011362488	0.00028427277	0.0029009597	0.0017009844	0.0038725135	0.0032824578	0.0052100904	0.0049220393	0.025760518	0.034078132	0.7037316	0.20327789
m	0.00025087476	0.00018086932	0.00012460764	0.0011492977	5.2975018e-05	0.00020580077	5.3984426e-05	0.00052578683	0.00033386002	0.0016168406	0.0011804233	0.000833893	0.0044197077	0.008831334	0.02651958	0.4748038	0.47891635
i	0.0019432704	0.00066049263	0.00029038946	0.0019292439	0.002163616	0.0011795763	0.0011781311	0.010868279	0.0060924166	0.0035905982	0.0031895856	0.006707074	0.014107462	0.14543398	0.12639791	0.2999829	0.37428507
o	0.025135256	0.00088045135	0.0009755997	0.00082972925	0.0004172294	0.0010245172	0.0002106595	0.0024831938	0.0025074692	0.0038794521	0.0041900743	0.0035986449	0.005443755	0.024463834	0.07622821	0.15903609	0.68869585
b	0.010721692	0.002998154	0.0008368303	0.003976174	0.00051407865	0.000734193	0.00042772142	0.0050241384	0.004710009	0.0103948405	0.01849648	0.0022781948	0.028255943	0.1014864	0.17728001	0.167982	0.46388316
à	0.00060321036	0.0008091165	9.2576745e-05	0.0017994895	0.00042964864	0.00016093557	0.0004058934	0.0030202717	0.0019135756	0.0026141463	0.0027028343	0.0023082776	0.00527847	0.02200974	0.050937593	0.7573007	0.14761347
