 	il	lenzuolo	vuole	lavato	</S>
o	0.91308445	0.01885424	0.015123344	0.04424946	0.008688454
p	0.5638372	0.29292378	0.049299985	0.04635127	0.047587816
l	0.42588162	0.20636629	0.13148305	0.08923743	0.14703158
a	0.45668662	0.21650334	0.13333516	0.05153601	0.14193891
ù	0.19891024	0.5047022	0.1306691	0.082255065	0.083463356
n	0.06848776	0.695581	0.18785347	0.009874377	0.038203366
a	0.03911411	0.43488201	0.41789907	0.022379132	0.08572564
t	0.013925824	0.19756553	0.65316707	0.085071556	0.05027001
è	0.001340258	0.011352435	0.8456281	0.090215914	0.0514633
l	0.008874294	0.15327749	0.7639524	0.029650554	0.044245288
i	0.0005912619	0.018123226	0.89015824	0.041139077	0.04998826
p	0.0015964502	0.00402104	0.098358035	0.8012691	0.09475536
l	0.00041301915	0.0044812225	0.012378767	0.64829326	0.3344337
i	0.00286591	0.019653775	0.14935587	0.4838387	0.34428567
m	0.0045302394	0.0030250368	0.021131376	0.14224447	0.82906884
è	8.7443674e-05	0.0011227358	0.0018593081	0.0960171	0.90091336
n	0.0013974619	0.01903655	0.12884371	0.55055004	0.30017227
o	0.00022063308	0.0010551892	0.0027774284	0.7319399	0.26400688
</S>	0.00025431265	0.0013199355	0.0073904716	0.10780932	0.8832259
