 	è	che	stanno	ancora	alzati	</S>
è	0.8562067	0.06237659	0.015867092	0.005873529	0.05170291	0.007973218
n	0.67893595	0.2597829	0.031295653	0.003384944	0.0027431962	0.023857288
a	0.2680129	0.6511085	0.04211825	0.007999573	0.00566551	0.025095182
s	0.079712324	0.7578166	0.09111915	0.029371925	0.020804249	0.02117574
t	0.031347577	0.784107	0.11713753	0.0261158	0.01574302	0.02554906
a	0.060267754	0.6807443	0.13710281	0.017857434	0.012363035	0.091664694
s	0.017854402	0.18088561	0.61119	0.13225813	0.026096657	0.031715136
ù	0.003039762	0.15926737	0.7619096	0.028512917	0.0057449215	0.041525394
n	0.032019228	0.056455605	0.7841165	0.08512987	0.0058324155	0.03644647
e	0.008110801	0.08212042	0.8287381	0.059698526	0.0021859778	0.019146137
a	0.0060030464	0.022736857	0.15444039	0.74131656	0.04790061	0.027602462
n	0.0013406203	0.0021672933	0.013798054	0.76117843	0.13632098	0.0851946
k	0.00015672248	0.00022924962	0.0077564805	0.84189016	0.12642896	0.023538437
ò	0.0017031722	0.006026887	0.06757894	0.37405095	0.13057213	0.42006797
r	0.020219868	0.078691706	0.38282764	0.15724976	0.24429691	0.11671418
a	0.00015173206	0.0006770286	0.02273727	0.8948198	0.05941475	0.022199327
o	0.0028334884	0.010444668	0.023557797	0.11586342	0.77473205	0.07256865
r	0.0013706329	0.0015195255	0.003338469	0.017129142	0.4180748	0.5585674
t	0.0007629374	0.00018055017	0.00037301582	0.0026744269	0.92912596	0.06688317
ì	0.006829085	0.005189018	0.06055845	0.024924204	0.19221704	0.7102822
</S>	0.00046818078	0.0013627151	0.015744703	0.024763433	0.6211155	0.33654544
