 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.9182633	0.027950043	0.008657297	0.010522455	0.0075839018	0.010940969	0.0085831825	0.0074988105
è	0.7851365	0.07611604	0.02267006	0.023304088	0.023785787	0.020900952	0.02409686	0.023989722
l	0.67445606	0.21733576	0.0235226	0.01658752	0.019425385	0.007193597	0.02154406	0.019934995
o	0.5295852	0.3568462	0.028509488	0.015328916	0.019892555	0.0050820126	0.02387383	0.020881766
k	0.17980567	0.7164937	0.03920922	0.014342702	0.012647594	0.012482489	0.012516983	0.012501652
a	0.03685043	0.77878356	0.026941814	0.03255276	0.033354577	0.022125198	0.035116043	0.034275636
i	0.023486037	0.23258425	0.5627643	0.06202567	0.031829737	0.030342145	0.029590521	0.027377363
M	0.0020309144	0.12896198	0.5659525	0.14283147	0.04383772	0.038397074	0.039109737	0.038878568
a	0.003588853	0.039303306	0.15704668	0.16765016	0.14475197	0.078152634	0.18662213	0.22288425
r	0.017708974	0.15790355	0.22622584	0.18940236	0.11067879	0.10224202	0.09805203	0.09778641
ì	0.0019312827	0.012269044	0.47334486	0.15067537	0.07998778	0.0069822595	0.15738788	0.117421485
a	0.008129587	0.023104258	0.39557055	0.40847388	0.09057661	0.0078727165	0.045528438	0.020743959
è	0.00036806913	0.0018478112	0.01913412	0.72362334	0.1722266	0.049239915	0.017569125	0.01599099
n	0.0017810636	0.000344353	0.026459223	0.40967727	0.33904824	0.027307857	0.16957189	0.025810165
a	0.0013340157	0.0005449827	0.007008195	0.40334344	0.42841792	0.021503324	0.10194797	0.03590009
r	0.00027782575	0.0003449543	0.00030953088	0.041553907	0.45764545	0.47483113	0.01655975	0.008477507
t	0.002203564	0.00048076606	0.0022599024	0.083087385	0.30904087	0.41172844	0.1316955	0.059503645
i	0.044752378	0.0060783257	0.012003873	0.053452216	0.27415085	0.19267666	0.21869148	0.19819425
à	0.00086117594	0.0011542698	0.001040969	0.01103821	0.15639092	0.66906697	0.054353833	0.106093615
v	0.003658531	0.00025758368	0.004318117	0.0054897126	0.14892328	0.25619265	0.44631773	0.1348423
v	0.00029456976	0.00011871648	0.0072621894	0.0006624818	0.007959294	0.008555954	0.839481	0.13566583
r	0.0035583575	0.0005616943	0.0048133	0.029696435	0.14810683	0.18894042	0.3094125	0.31491044
i	0.0013670048	0.0004096045	0.0006521248	0.0017866883	0.013760986	0.28874084	0.2507835	0.44249925
</S>	0.0049526095	0.001001717	0.0013542082	0.0009109786	0.00472093	0.08681142	0.16830654	0.73194164
