 	non	ho	cosa	è	da	mangiare	</S>
e	0.8776034	0.060967993	0.010076051	0.0075909793	0.006275224	0.024176499	0.013309834
n	0.45809343	0.32682112	0.11337985	0.027531069	0.024815137	0.024571082	0.024788309
è	0.033204384	0.5549547	0.21663845	0.025178386	0.051977683	0.06732212	0.050724257
c	0.011797623	0.4596782	0.38790366	0.05354653	0.032416344	0.0324314	0.022226233
h	0.0087704295	0.29027483	0.25491625	0.037738144	0.1615065	0.16056846	0.08622536
o	0.004046579	0.2758294	0.5728164	0.06853204	0.030819345	0.025203506	0.022752723
t	0.012029634	0.020427322	0.38568762	0.4657933	0.08474682	0.017400006	0.013915243
i	0.000772277	0.007978719	0.32040888	0.3275995	0.20517069	0.078654625	0.05941533
è	0.007819882	0.014362639	0.10535374	0.43158397	0.28250152	0.096349835	0.062028393
n	1.4559857e-05	0.0020767108	0.0117398435	0.17104812	0.53589475	0.25269815	0.02652784
a	0.000105203624	0.0004173657	0.0024531288	0.026088966	0.5741114	0.38059798	0.016226
f	0.0010821072	0.0026519003	0.011614458	0.038054783	0.13940543	0.63345987	0.17373145
à	5.919112e-05	0.0001844731	0.00034523488	0.0016539831	0.031962186	0.83206856	0.1337264
o	3.030917e-05	0.00155572	0.001793617	0.00839262	0.048752427	0.82752126	0.11195403
</S>	1.4298469e-05	0.000289221	0.00035465273	0.0006450387	0.009789022	0.19769605	0.79121166
