 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.83950514	0.020833448	0.017442405	0.017907191	0.017150316	0.018217867	0.017128697	0.017118478	0.01734549	0.017350966
d	0.78621906	0.031379852	0.023993623	0.022674348	0.022515452	0.022497594	0.02258813	0.02247692	0.022429213	0.023225695
r	0.7917335	0.03796165	0.02390111	0.021646501	0.0203819	0.020697	0.021711338	0.020594276	0.020064132	0.021308588
e	0.5656563	0.11098866	0.05725491	0.04424368	0.03611196	0.034932666	0.048156302	0.031883504	0.028197158	0.042574916
f	0.35355937	0.30500218	0.06263105	0.041246552	0.039686162	0.03957034	0.03966312	0.03951872	0.039466877	0.039655667
f	0.29321295	0.30370814	0.078559615	0.052469816	0.042218216	0.044370584	0.05272924	0.043612003	0.039919272	0.049200173
ì	0.06748535	0.45700508	0.18837751	0.052612767	0.027709018	0.026196659	0.08458621	0.022488046	0.019212082	0.054327246
m	0.0031344802	0.81297153	0.13701856	0.009817789	0.0046180463	0.00427819	0.013862558	0.0037134301	0.003371676	0.007213751
m	0.044008087	0.6976789	0.17704935	0.015748965	0.006365808	0.007869012	0.023858055	0.008106136	0.007308565	0.012007148
u	0.17077802	0.051391184	0.30827418	0.072989106	0.051474214	0.04980205	0.13340482	0.045914393	0.044086013	0.07188595
f	0.023454778	0.079739444	0.3794441	0.09833204	0.071359485	0.069277816	0.06959552	0.068957865	0.06871084	0.071128145
ù	0.0048236293	0.0447649	0.7004599	0.073438145	0.030149288	0.027503774	0.03866933	0.024751773	0.021735027	0.033704266
e	0.0011517131	0.06941072	0.7662901	0.12246247	0.008413133	0.005270516	0.011716603	0.004097126	0.0033655243	0.007822075
p	0.00060471834	0.0075165955	0.23444998	0.585198	0.06765993	0.024673054	0.02172846	0.019116286	0.018590536	0.02046248
p	0.00028935136	0.0120424265	0.13098976	0.61217904	0.041198008	0.035386313	0.059894964	0.03432318	0.027595788	0.046101127
ò	0.00028330865	0.07331214	0.21552931	0.2359806	0.07013519	0.05846687	0.1413135	0.05503279	0.044026934	0.1059194
r	0.00049839803	0.008504176	0.12232587	0.5408216	0.2328137	0.034166455	0.02723371	0.012224499	0.008815834	0.012595833
k	0.000119719	0.01488931	0.2660637	0.48988527	0.1651681	0.022403782	0.02394814	0.004688968	0.0037408175	0.009092201
e	0.0009490425	0.03318499	0.25907528	0.3275518	0.1797392	0.043812897	0.09298947	0.025212556	0.01413804	0.023346713
t	0.0004575345	0.0019089563	0.003497538	0.1030746	0.53822744	0.22120717	0.04415337	0.030255718	0.022866873	0.03435079
e	0.0003897383	0.00585232	0.010722336	0.12916219	0.57961214	0.129901	0.05190013	0.030913992	0.028318653	0.03322748
e	0.00022042175	0.000893438	0.0010664039	0.047300622	0.51416165	0.27320132	0.092014305	0.029619204	0.016360328	0.025162358
t	0.00011528101	0.0011135278	0.00050503184	0.012757875	0.2945276	0.44513217	0.15404873	0.033912394	0.021528289	0.036359083
