 	da	da	un	famoso	poeta	</S>
p	0.91654617	0.019615153	0.005853123	0.0122823	0.033438575	0.012264689
u	0.6635253	0.17267472	0.04273494	0.040776625	0.040318437	0.03997003
s	0.26284525	0.43759176	0.11873411	0.0450301	0.06670401	0.069094755
s	0.1410642	0.6448942	0.102482826	0.040319033	0.0362786	0.034961134
è	0.17065686	0.5445478	0.11293438	0.054779734	0.06137275	0.055708453
n	0.060082056	0.19247046	0.5928846	0.044926368	0.06190452	0.04773201
a	0.07645995	0.4727117	0.39062253	0.0337624	0.014613331	0.011829991
f	0.064248614	0.123241976	0.62881273	0.07637641	0.045785233	0.06153506
a	0.0018014826	0.043281462	0.69116926	0.12771085	0.07528697	0.06074995
m	0.034278784	0.099037275	0.3221715	0.29225403	0.13456367	0.11769465
ò	0.00088737445	0.0069236327	0.10575759	0.29587194	0.31894767	0.27161175
s	0.033670213	0.10389367	0.1986308	0.2830262	0.32425612	0.05652298
o	0.0005676452	0.010668144	0.10676857	0.40135887	0.43108663	0.04955023
p	0.0015428858	0.0034466134	0.010179245	0.015504999	0.81911343	0.15021287
o	0.000496244	0.00078076805	0.004031393	0.036332194	0.40739396	0.5509654
è	0.001653001	0.0027265933	0.005101434	0.009007026	0.5775615	0.40395042
t	0.00039438845	0.00028033298	0.0007633024	0.05128319	0.5859426	0.3613361
a	0.00021345017	8.3239865e-05	0.00036349255	0.03622871	0.8555659	0.10754528
</S>	0.0016052079	0.0006352714	0.0008056934	0.0039025955	0.13655816	0.85649306
