 	voglio	che	Maria	che	venga	domani	</S>
i	0.91425174	0.034382366	0.010372656	0.01237498	0.008954094	0.011140797	0.008523437
t	0.55158114	0.31729615	0.027726706	0.025702493	0.025607197	0.025809059	0.026277147
è	0.22895822	0.42222467	0.031820677	0.05660549	0.08036788	0.08824673	0.09177622
l	0.36392167	0.46524101	0.0451913	0.024349647	0.024908625	0.039912906	0.03647481
o	0.23945953	0.58716685	0.06320338	0.017458854	0.017951608	0.04021576	0.03454411
k	0.07133029	0.7096054	0.1458768	0.021418313	0.017452175	0.017189749	0.017127225
a	0.012200352	0.5391218	0.13049163	0.0772346	0.07343533	0.085992604	0.08152368
i	0.009342268	0.090476856	0.72997266	0.08435843	0.032796152	0.029233474	0.023820002
M	0.0010771514	0.024270397	0.50504017	0.30708942	0.060312193	0.053640984	0.04856969
a	0.0023056853	0.008399807	0.07434395	0.26190054	0.20820647	0.20979732	0.23504621
r	0.017791085	0.101608515	0.2902935	0.19895215	0.13597645	0.12816253	0.12721573
ì	0.0010951514	0.00250588	0.14526743	0.19911411	0.06342952	0.41675028	0.1718376
a	0.0034354774	0.019328764	0.33735475	0.37038213	0.10352072	0.13759798	0.028380191
n	0.00039472588	0.0010434493	0.0067576705	0.61641	0.32129723	0.031536415	0.022560464
a	0.00047025795	0.00016413035	0.00176516	0.3762833	0.4046517	0.1522768	0.06438855
r	0.0009260612	0.0008855067	0.0009818538	0.1532248	0.7740524	0.0419187	0.028010717
t	0.0011845639	0.00031565962	0.001090099	0.110040225	0.7049693	0.11069213	0.07170802
i	0.00831358	0.00203333	0.01700158	0.110607006	0.22508751	0.18653063	0.4504264
à	0.0006516527	0.0011254444	0.0023816333	0.029721888	0.24060738	0.11561066	0.60990137
v	0.0025288756	0.00028131437	0.0031988688	0.009219149	0.13012442	0.603475	0.2511724
v	0.00025730953	0.00014660545	0.0039428533	0.001555911	0.013653802	0.615016	0.36542752
r	0.0023725857	0.00028117522	0.005542723	0.049213942	0.27339166	0.42403916	0.24515878
i	0.0036043986	0.0003511401	0.0008260234	0.0021473488	0.014767664	0.11996333	0.85834014
</S>	0.013910707	0.0026334943	0.003559095	0.0032106787	0.011589846	0.20192634	0.7631698
