 	il	morto	vuole	pianto	</S>
t	0.95151913	0.010632251	0.009223394	0.017777268	0.01084786
o	0.78467834	0.17188637	0.017467504	0.008057666	0.017910102
n	0.25630695	0.6406957	0.034951907	0.033358343	0.034687188
a	0.11849734	0.6955127	0.08063902	0.011958823	0.0933921
p	0.26661095	0.43278497	0.10431319	0.09690603	0.09938482
e	0.07891653	0.6037853	0.08312522	0.018484132	0.2156888
s	0.23750637	0.29055688	0.16906051	0.15225914	0.15061711
a	0.09213243	0.41922787	0.13940229	0.03782759	0.31140977
m	0.14594975	0.2549623	0.2631993	0.17682521	0.15906346
m	0.0100370515	0.110500164	0.12308517	0.10827222	0.6481054
è	0.07183456	0.08792168	0.11828061	0.05227922	0.66968393
n	0.16855913	0.05686389	0.31811738	0.035544585	0.42091504
o	0.13057281	0.2068437	0.3471988	0.025949953	0.28943467
t	0.022296764	0.056048885	0.6591785	0.23587416	0.026601715
è	0.00062680506	0.009548362	0.71233153	0.11674469	0.1607485
l	0.018055694	0.012000016	0.8837366	0.042370938	0.043836724
i	0.0004152036	0.0018918673	0.8058076	0.0848684	0.10701693
g	0.00089848466	0.0058231996	0.22341129	0.6623703	0.10749669
l	0.00048650225	0.0016603171	0.054310724	0.56415236	0.37939006
e	0.0028651466	0.015236835	0.18161792	0.23464088	0.56563926
m	0.003836588	0.013523825	0.04012414	0.09170078	0.85081464
m	6.7311856e-05	0.00018377723	0.0019478773	0.19571288	0.8020881
è	0.0025353725	0.011053151	0.06765191	0.38474968	0.53400993
n	0.0005450613	0.0018624552	0.0018129378	0.37622145	0.61955804
o	0.00041335367	0.0010809859	0.014623564	0.5849626	0.3989195
</S>	0.00077692035	0.00047428184	0.02179233	0.19570366	0.7812528
