 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.8343475	0.049137257	0.012256548	0.011671358	0.011578057	0.011578162	0.011531054	0.011573851	0.011546306	0.011541902	0.011610681	0.011627347
a	0.6756429	0.18334047	0.011447396	0.014763897	0.01466477	0.014518806	0.012996399	0.0147202965	0.01473776	0.013912112	0.014617955	0.014637228
p	0.20022216	0.56711835	0.032327432	0.024940468	0.021986006	0.021930052	0.021814728	0.021937536	0.02193708	0.02186897	0.021937147	0.021980105
e	0.15208666	0.440671	0.004712115	0.048439138	0.053158626	0.045659628	0.016764378	0.052870672	0.05805202	0.026998341	0.049748782	0.05083866
d	0.18375294	0.3483751	0.13093498	0.057919167	0.03519188	0.03488669	0.034621723	0.034793384	0.034798518	0.03480859	0.034848697	0.035068404
ì	0.0760744	0.28174493	0.016639171	0.06751272	0.08907679	0.077336065	0.02012619	0.054550245	0.09726063	0.047354814	0.086322	0.08600207
a	0.036871783	0.2983259	0.12511377	0.28648698	0.031847075	0.02221439	0.04506392	0.041039906	0.03573648	0.010857376	0.039455768	0.026986623
e	0.013470698	0.011162839	0.57254004	0.29089704	0.017590027	0.014214758	0.011083585	0.013353536	0.0134003805	0.01272353	0.015877025	0.013686538
s	0.0015520881	0.00059931935	0.60530293	0.14907962	0.050177965	0.030661624	0.0058008996	0.017777769	0.024497949	0.034275785	0.04065434	0.039619714
ò	0.0047026672	0.0022286854	0.10520902	0.46961153	0.105722226	0.0661625	0.010776214	0.013037908	0.053319354	0.050470535	0.066311195	0.05244819
z	0.01264366	0.0041179312	0.02411487	0.6231875	0.07113077	0.019160198	0.08117251	0.04891938	0.03327753	0.012432725	0.046095397	0.023747632
u	0.0001417727	0.003281574	0.01252881	0.6837692	0.051642843	0.02029795	0.02819938	0.080704466	0.052982166	0.009265833	0.035761002	0.021425076
n	0.0012253202	0.00013405223	0.24180357	0.069800116	0.43912163	0.13286296	0.011383673	0.01808297	0.01962684	0.021058608	0.022031905	0.022868372
e	2.501847e-05	0.00019531668	0.015941117	0.013109738	0.5528919	0.18553713	0.010557982	0.009015351	0.043498393	0.042790838	0.083600156	0.042836994
f	0.00021474344	9.4159455e-05	0.026658121	0.0009363373	0.40354759	0.3567812	0.010884207	0.013934472	0.02083546	0.051195636	0.06412949	0.05078852
à	1.7359573e-05	0.00028107146	0.0063592447	0.006002496	0.33604115	0.3305997	0.019003874	0.011481698	0.051310025	0.05482133	0.12143451	0.062647566
i	0.00030148044	0.00020745894	0.0023984562	0.005549374	0.28109193	0.26305372	0.16342059	0.08337395	0.0536016	0.025334148	0.057241984	0.06442534
t	4.625086e-05	8.04127e-05	0.00055066973	0.00014907739	0.21337953	0.51111966	0.022235658	0.0013409398	0.019047592	0.07073277	0.10513225	0.056185164
o	1.0300164e-05	0.00013545762	0.0006105501	0.0010340301	0.22278914	0.55765337	0.028145669	0.0024173602	0.030581657	0.03984185	0.07902041	0.03776018
g	0.00019539669	0.00021284	0.0027342374	0.00015093155	0.11206554	0.32775962	0.03441011	0.0023393896	0.06309881	0.15001574	0.21353655	0.093480885
