 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.9271633	0.02072781	0.0066999197	0.0061092163	0.0055817435	0.0058769016	0.0054974896	0.005482733	0.005635273	0.005600844	0.005624897
t	0.68177503	0.18881974	0.024312735	0.016579695	0.017508125	0.018186234	0.010913707	0.008621342	0.0043136417	0.016739653	0.012230112
e	0.46785378	0.27356178	0.047853727	0.030909704	0.031326678	0.03191059	0.02473873	0.021640213	0.013190042	0.030683177	0.026331592
l	0.08067153	0.59318995	0.13272281	0.026406925	0.024173597	0.0238613	0.023819836	0.02379162	0.023677992	0.023846451	0.023837872
a	0.012722483	0.6033251	0.15175663	0.033525374	0.03045004	0.030204773	0.028352212	0.027375324	0.023468435	0.029965093	0.028854448
è	0.013112217	0.24698727	0.5915502	0.03464055	0.018032342	0.016041925	0.015973466	0.015917303	0.01578864	0.015968645	0.015987463
n	0.0023900177	0.32077247	0.5029674	0.08048196	0.025572112	0.020369362	0.008852297	0.006415155	0.0035371743	0.018108081	0.010533961
a	0.001085424	0.21456762	0.49128357	0.12982172	0.039784774	0.031766694	0.018721605	0.014809458	0.0077270702	0.029246708	0.02118536
b	0.0004805423	0.02843921	0.4603606	0.34777504	0.06295165	0.017518364	0.017036702	0.016406504	0.015936708	0.016430257	0.016664408
a	0.0013074301	0.005882454	0.124960974	0.37739876	0.10290671	0.07175732	0.06616289	0.06034178	0.042896856	0.0768308	0.06955402
r	0.00087225554	0.018446833	0.11456889	0.42028767	0.23638724	0.03701249	0.036572013	0.034021936	0.03271931	0.0337247	0.03538669
m	4.523787e-05	0.0017439807	0.018672058	0.643814	0.23894936	0.027412128	0.015187632	0.010943308	0.0061589843	0.021521738	0.015551612
è	0.002398432	0.008237695	0.018166458	0.39106125	0.11657419	0.1319701	0.04505613	0.033666614	0.022414234	0.15975992	0.07069496
n	0.0010042692	0.03225201	0.04495202	0.16425219	0.6202508	0.05653712	0.021394404	0.010877499	0.004808752	0.027404753	0.016266242
a	0.00026739066	0.0017097252	0.007445103	0.3972225	0.52573854	0.03398286	0.009094755	0.004024445	0.0019260925	0.012305855	0.006282792
f	0.00012096587	0.0010787258	0.006704395	0.049412526	0.35562938	0.28311604	0.18370175	0.04322751	0.025265845	0.026215764	0.025527092
ù	0.0001252078	0.0005746282	0.0016031399	0.04808609	0.353845	0.17289966	0.18950117	0.066403665	0.04158399	0.06536846	0.06000893
r	0.0011204825	0.0023318054	0.0026444749	0.037583694	0.138944	0.5987667	0.11380132	0.017212074	0.009965948	0.064313665	0.013315925
n	0.00048616613	0.00071381725	0.00061174424	0.08170923	0.40866372	0.38278592	0.080718234	0.009575103	0.0068865255	0.020855898	0.0069937054
o	0.0004593762	0.0001928116	0.00042017907	0.018794505	0.0933992	0.7137433	0.070560575	0.022311546	0.010431631	0.06104171	0.008645173
n	0.00026901535	0.00057437795	0.0005388407	0.0031738982	0.03463012	0.17929088	0.4231334	0.23160852	0.032381106	0.022693925	0.07170586
a	0.0006146944	0.0005532841	0.00040096088	0.004646714	0.01941338	0.06779993	0.53578335	0.20262788	0.04164606	0.042973474	0.08354024
k	0.0002296891	0.00014635069	0.00012092976	0.0009945638	0.0021228897	0.0299682	0.26890072	0.50082934	0.14102244	0.030293182	0.025371742
à	0.00034859256	0.00013055452	8.275209e-05	0.00085541315	0.0022592656	0.045599975	0.35498416	0.35510883	0.066796005	0.07987753	0.09395699
n	0.0050873375	0.0013513268	0.000259465	0.009690856	0.017506497	0.27264723	0.10907756	0.22192205	0.15141769	0.18441668	0.026623249
i	0.0015399004	0.0008632315	0.00013436221	0.0074204607	0.015093685	0.07575225	0.28835437	0.31053287	0.17826524	0.08493419	0.037109435
k	0.00093312876	0.00049525115	0.00015613416	0.00082069135	0.0007207975	0.0035458922	0.04822695	0.40001106	0.40699148	0.07927556	0.05882309
a	0.00087468204	0.00022817335	7.970118e-05	0.0008074884	0.00064629235	0.026915288	0.11153934	0.44769204	0.15381764	0.15389429	0.10350503
l	0.0012279156	0.0006573659	0.00022739026	0.0010834349	0.0007418062	0.004616842	0.023033176	0.20185831	0.536691	0.11128988	0.118572876
ò	0.006880286	0.0015704309	5.385023e-05	0.0006974882	0.00025042827	0.020025758	0.02351977	0.15482208	0.14443395	0.48513472	0.16261126
r	0.004155852	0.0010671548	0.00021532043	0.0048651467	0.0014257411	0.014162723	0.009829869	0.035419848	0.19921	0.52932036	0.20032795
ù	0.001911493	0.00087894726	2.8850682e-05	0.0018531235	0.0010721998	0.1101675	0.017550653	0.033295535	0.26841372	0.40480128	0.16002667
s	0.0047964477	0.0031430235	0.00030802833	0.009507386	0.0018391705	0.014071241	0.0076395646	0.046979625	0.16702302	0.2618771	0.48281536
t	0.0015263094	0.00066925783	3.0648735e-05	0.0013549888	0.0007190144	0.112095654	0.006837715	0.0148983225	0.1244578	0.50172853	0.23568171
i	0.0013028859	0.0006786389	0.00012462455	0.00245377	0.0029909776	0.00967643	0.016376296	0.04435329	0.23881288	0.22394596	0.45928428
k	0.012986077	0.008354252	0.00072474097	0.0132925715	0.019048644	0.12202145	0.015446969	0.037430495	0.034573242	0.5017076	0.23441398
u	0.0024711036	0.0009484491	5.5181696e-05	0.0012923465	0.00089732895	0.015769627	0.0025708438	0.0072949063	0.026292678	0.6268268	0.31558067
</S>	0.0023199127	0.0026069554	0.0010198368	0.0012857136	0.0005253561	0.0036345422	0.004366755	0.016799299	0.08083203	0.1084111	0.77819854
