 	mio	padre	ha	lavorato	sempre	</S>
o	0.9393691	0.027477995	0.012269893	0.0069063255	0.007773303	0.006203295
c	0.5154952	0.38242733	0.026365973	0.024860881	0.024866669	0.025983974
i	0.50418645	0.31054503	0.0526389	0.045105346	0.040493235	0.047030944
ù	0.2073998	0.5887698	0.059682496	0.048302855	0.047834586	0.048010446
r	0.09838803	0.4047306	0.26251715	0.08154238	0.06150774	0.09131412
i	0.3043073	0.45923024	0.16019222	0.026540915	0.016778493	0.032950837
m	0.050922826	0.36244798	0.45996833	0.04729697	0.03923443	0.040129546
m	0.020858223	0.07637515	0.43013	0.17640655	0.13337933	0.1628508
u	0.04368665	0.12306701	0.16758108	0.23087572	0.1544307	0.28035885
è	0.013344085	0.1190828	0.5660058	0.13199654	0.08338094	0.08618989
p	0.00046434152	0.0077351807	0.8944094	0.06704305	0.012152042	0.01819595
o	0.00080272456	0.005526498	0.9216608	0.050730564	0.008532326	0.012747144
l	0.005458356	0.032728445	0.17167921	0.70137596	0.049304433	0.039453547
e	0.0004489611	0.00151101	0.16255732	0.7399069	0.054060966	0.041514784
m	0.0020081573	0.00262244	0.026471104	0.8389076	0.0923137	0.03767693
i	0.00022222397	0.0009719799	0.034969337	0.82056427	0.06434775	0.07892446
m	0.0035265442	0.008865033	0.038322784	0.533766	0.3026464	0.11287332
m	0.00021665233	0.0013321424	0.021410653	0.7766203	0.10700716	0.09341306
è	0.00023352055	0.0014262245	0.04820628	0.3296446	0.20037761	0.42011178
n	0.00087096717	0.004065998	0.23152333	0.39589763	0.2698845	0.097757496
a	8.4894695e-05	0.00046614383	0.024905717	0.4024333	0.44328704	0.12882291
p	0.0014377335	0.0012894295	0.0041575227	0.08675332	0.59987634	0.30648565
à	0.00015161102	0.0005936936	0.008694913	0.11831507	0.3925781	0.4796666
n	0.0028091795	0.0003633361	0.016389614	0.040462673	0.6075689	0.33240628
t	0.00048429298	0.0005501907	0.024638556	0.038686506	0.3211658	0.61447465
a	0.0016576694	0.00043800485	0.008130141	0.019610623	0.68837106	0.28179252
</S>	0.0013050312	0.00081782433	0.0112275435	0.013368374	0.34137034	0.63191086
