 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.8799867	0.009228617	0.008224471	0.008329171	0.007969909	0.007955937	0.008008554	0.007954093	0.007969864	0.008060965	0.008420817	0.017831396	0.02005948
ò	0.04098373	0.06464944	0.08809576	0.08659231	0.083163865	0.086633824	0.0767427	0.08718991	0.070806764	0.08692033	0.07482279	0.07845763	0.074940965
t	0.777241	0.039051972	0.021691855	0.019594057	0.017300958	0.019451909	0.01392644	0.019819573	0.011443397	0.01963434	0.013039837	0.014728164	0.013076544
t	0.49257475	0.08735968	0.054447237	0.04787427	0.03940377	0.04763682	0.028469214	0.049147744	0.021717286	0.04838767	0.02599148	0.03089297	0.026097115
e	0.25967643	0.11706766	0.10668502	0.08173667	0.05044215	0.082155675	0.027483866	0.09020836	0.018962909	0.086096175	0.02397271	0.03140096	0.024111403
j	0.14948884	0.28006193	0.067136	0.052832454	0.050754473	0.050702434	0.04973996	0.05065734	0.04910716	0.05062634	0.04950355	0.04987545	0.04951406
è	0.20307451	0.08343741	0.098066926	0.08337636	0.0662275	0.0827847	0.045711976	0.085942745	0.033982437	0.084358126	0.04134616	0.05013991	0.041551206
n	0.3293061	0.5038907	0.046127282	0.02007192	0.012546479	0.017737431	0.007252922	0.018838534	0.005054112	0.018220799	0.0063722017	0.008175938	0.006405603
o	0.11346964	0.6260746	0.07986729	0.03215624	0.01705679	0.02879369	0.0088231	0.03190726	0.0061089164	0.03021439	0.0076946532	0.010096448	0.00773696
m	0.010991056	0.53283745	0.29785168	0.041402563	0.016948033	0.01339224	0.012536276	0.012525187	0.012287842	0.012437992	0.012240739	0.012334321	0.012214548
e	0.014495808	0.2467014	0.27972597	0.07289804	0.04939614	0.049876146	0.039039668	0.04958536	0.03373088	0.04927708	0.0372023	0.040645473	0.037425768
v	0.0013195858	0.084609434	0.6089612	0.12817055	0.032865163	0.020899614	0.018659107	0.01828872	0.018069053	0.018014623	0.01625316	0.017669862	0.01621996
è	0.00094411167	0.06762599	0.651709	0.10530984	0.030699208	0.026466763	0.014841902	0.02440147	0.011207441	0.024296252	0.01335359	0.015802851	0.013341454
k	0.0011675793	0.07713249	0.54799014	0.2830275	0.03244118	0.017619202	0.004517669	0.012632258	0.0028239754	0.011498211	0.0023793802	0.0043689976	0.0024014048
k	0.0015694258	0.09081369	0.6707312	0.17893322	0.017522361	0.012506054	0.002229165	0.009694564	0.0014684286	0.0085719405	0.0018102782	0.0023311651	0.0018185597
i	0.0028022004	0.06099504	0.6006933	0.20625506	0.017989226	0.027277881	0.0071469056	0.03240538	0.005369219	0.028658682	0.002329215	0.0057615787	0.0023162575
o	0.00034996096	0.0011465037	0.118118264	0.59631425	0.15530671	0.0424727	0.021928353	0.01643951	0.01548953	0.0140539035	0.0043822895	0.009252844	0.004745206
p	0.000250348	0.0012216485	0.08643563	0.46121293	0.2752273	0.07544565	0.025062812	0.017136125	0.014421283	0.01435837	0.008065673	0.012082066	0.009080132
u	0.00051408674	0.00059565954	0.06820083	0.42982608	0.2931034	0.08514678	0.02140131	0.022718642	0.01176669	0.02500083	0.013374966	0.015212423	0.013138276
l	0.0004306814	0.0017007653	0.020470085	0.41121998	0.2860642	0.155905	0.05852411	0.022690212	0.018426599	0.010457821	0.004231368	0.0063091256	0.0035700486
ò	0.0013564171	0.00013464833	0.04093614	0.1659725	0.37698436	0.27407712	0.049590655	0.01912596	0.009849307	0.014632501	0.013162118	0.017032687	0.017145604
t	0.0071455366	0.0019999628	0.037969094	0.41921923	0.14710446	0.2599463	0.038292732	0.055827867	0.0052159363	0.013306138	0.0016551033	0.009480492	0.0028371825
o	0.009705614	0.001038821	0.08325794	0.22020872	0.21054025	0.3411945	0.023071956	0.053886075	0.0036763009	0.016448233	0.00624117	0.017368883	0.013361607
s	0.00132271	0.0009717614	0.0055051134	0.14004372	0.25331107	0.2709317	0.19937548	0.06552976	0.030264238	0.012244084	0.0075340145	0.0074664247	0.0054999506
p	0.0013036019	0.000100097386	0.0061257742	0.11777244	0.28667003	0.3250477	0.12220706	0.06202518	0.013586445	0.015278925	0.015758984	0.018047737	0.016076077
ì	0.0014301353	0.00062890974	0.013500944	0.069521025	0.12023901	0.5183998	0.10698556	0.078561746	0.019406682	0.05030289	0.0058481577	0.008183289	0.0069918362
t	0.0019168423	0.002006759	0.01763825	0.12335106	0.1194489	0.35729036	0.1097295	0.21781713	0.01531605	0.025929116	0.0046966095	0.0033217794	0.0015375566
i	0.015317181	0.0022456266	0.009155385	0.08077152	0.17244576	0.37968588	0.09123437	0.16568576	0.012985497	0.025098043	0.019727279	0.0118430285	0.013804641
m	0.0010550824	0.00035464388	0.0019314375	0.023800816	0.10474222	0.17422393	0.31299528	0.15258972	0.12893775	0.027706763	0.03866973	0.014718346	0.018274194
u	0.0030090974	0.0016611263	0.0044591385	0.005324374	0.15074864	0.4425224	0.146146	0.13627544	0.029266402	0.039027322	0.02096102	0.0070385262	0.013560482
