 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.95139754	0.025710506	0.0040971087	0.003345583	0.003546195	0.0036779346	0.0048500053	0.0033752269
à	0.2855084	0.5502865	0.059044905	0.020700833	0.020528091	0.020517718	0.020551244	0.02286234
b	0.03821174	0.025567912	0.8391745	0.008185986	0.02233094	0.021087473	0.024651734	0.020789737
b	0.030853972	0.012301171	0.66483593	0.00861841	0.0731235	0.06499973	0.08830098	0.05696632
e	0.17308141	0.09072084	0.19512041	0.023708543	0.1403063	0.11360216	0.16226707	0.101193294
t	0.08278339	0.1841688	0.5880278	0.047881182	0.024454348	0.024231471	0.02422223	0.024230761
o	0.020437736	0.051730774	0.7379635	0.027503474	0.040844854	0.03990109	0.042655647	0.038962957
u	0.028562538	0.16060233	0.36029744	0.3551226	0.025690828	0.023440927	0.023039866	0.023243519
k	0.0011395022	0.034754105	0.033698104	0.8253657	0.031515744	0.023545561	0.022638854	0.027342347
o	0.0003270116	0.0031262538	0.03600076	0.771944	0.017840255	0.055470444	0.060853682	0.05443765
r	0.0038455524	0.026461413	0.01820121	0.76211077	0.076420724	0.041119926	0.025540018	0.046300404
a	0.00022558784	0.0005350182	0.018841533	0.75357515	0.041510638	0.058986682	0.06760081	0.05872463
s	0.0013276614	0.00792454	0.0025523938	0.5887772	0.26498452	0.0523825	0.024599252	0.057451967
ì	0.0003839387	0.0002179332	0.010679182	0.42097563	0.15782335	0.12152792	0.17635661	0.11203531
u	0.0016692291	0.0025685404	0.006149304	0.06500728	0.7302427	0.103351206	0.05954603	0.031465758
è	0.0005274543	0.0010528779	0.0010711175	0.10589876	0.68834555	0.111493625	0.03696498	0.054645553
n	0.00015170436	4.2742744e-05	0.00022115458	0.012860183	0.80756825	0.09677637	0.041511223	0.04086832
a	0.00018317591	2.1709042e-05	0.00045619532	0.015563468	0.60980344	0.18584473	0.15012537	0.038001847
n	0.000765898	0.0010486449	0.0006130018	0.016141929	0.45513046	0.35611722	0.07232447	0.0978584
e	0.00086307735	0.00011212139	0.0009831442	0.028750466	0.13679734	0.48737165	0.13460307	0.21051906
à	0.0021552194	0.0014146444	0.0009110134	0.010740948	0.05917159	0.33963776	0.25258857	0.33338025
s	0.0009806602	5.5382603e-05	0.00044590942	0.0014067747	0.07098513	0.41273052	0.29494873	0.21844691
p	0.0004560324	2.1418105e-05	0.0007562757	0.00031639528	0.01142127	0.23509635	0.6307692	0.12116306
r	0.00046798502	3.4746066e-05	0.0028336502	0.0020120481	0.07938854	0.2866443	0.30556878	0.32305
o	0.0018779495	0.00010797921	0.00054410845	0.0011769129	0.004123813	0.050818752	0.2290134	0.7123371
</S>	0.004330376	0.00057074573	0.0016588508	0.00093659083	0.0017794588	0.03313549	0.5139736	0.44361496
