 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.9674346	0.0077503524	0.0047273464	0.0037508486	0.0040538227	0.0063726823	0.0059103104
g	0.6309215	0.26084283	0.026504915	0.024832727	0.0080068065	0.024241384	0.024649821
e	0.22771072	0.4411384	0.023910847	0.073768415	0.007977847	0.10310096	0.122392826
n	0.29603466	0.46924782	0.0676532	0.058853503	0.028292065	0.039906476	0.04001231
i	0.042404056	0.313881	0.028767385	0.13333532	0.020566918	0.1878663	0.27317902
t	0.14061801	0.44041225	0.19266774	0.11033822	0.026909739	0.04454723	0.044506717
ò	0.045399018	0.09695694	0.10157234	0.22857937	0.057243053	0.121678546	0.34857076
r	0.08271468	0.5215944	0.18793093	0.05735841	0.010257485	0.06299487	0.077149235
u	0.03158409	0.397815	0.09651909	0.27688232	0.06960674	0.050916914	0.07667589
e	0.0141854705	0.11463829	0.5797484	0.22612233	0.035005037	0.015594217	0.014706225
n	0.00070516695	0.037281208	0.5668462	0.20384496	0.12512206	0.039163344	0.027037077
è	0.0016764045	0.0057937447	0.14006712	0.35032275	0.27770242	0.12259898	0.10183854
n	0.046194505	0.1811488	0.11917728	0.1334327	0.14609294	0.21144392	0.16250989
u	0.00012497854	0.0022689523	0.021225862	0.3805258	0.45179918	0.07174438	0.07231091
s	0.005135313	0.020712402	0.15516162	0.29356867	0.07656862	0.36260355	0.08624981
s	0.00012310535	0.00030068436	0.025656018	0.08725161	0.11736668	0.6272095	0.14209233
c	0.0004135049	0.014920549	0.033172585	0.114046834	0.10465747	0.38688827	0.3459008
e	0.00010372094	0.00026082093	0.0012079674	0.0038548766	0.06738488	0.48825315	0.43893456
r	0.0020697007	0.006125383	0.03837985	0.055180315	0.090053536	0.6417318	0.16645941
r	0.0001299701	2.0436279e-05	0.00015765156	0.0006380926	0.014915212	0.6079981	0.37614056
è	4.3052623e-05	8.590368e-05	0.00036911655	0.0017184841	0.0059858817	0.8334262	0.1583714
t	2.6678523e-05	3.6033389e-06	6.871619e-05	0.00026193683	0.0024108405	0.9034555	0.09377267
s	0.00048721855	9.064061e-05	0.0010753892	0.0005614417	0.013842789	0.47837064	0.50557184
u	7.961109e-05	3.8940652e-05	0.00034148555	0.007350127	0.04116583	0.89080054	0.060223423
m	0.001100148	0.00033342137	0.00024788693	0.0013467801	0.0021987227	0.8680598	0.12671326
e	0.0003759017	0.00087102794	0.0008491547	0.0007709149	0.017480869	0.62358475	0.35606736
m	0.00040393285	0.00023755738	0.0011824946	0.00356208	0.009266578	0.5109351	0.4744122
à	0.0007577874	0.0013170763	0.0012085998	0.00056811183	0.12744348	0.08661887	0.7820861
i	0.00013634421	2.2973574e-05	0.00017950777	0.0006566507	0.00810906	0.44787195	0.5430235
</S>	0.007887156	0.00097612635	0.0006088752	0.0005752646	0.0059932	0.19355366	0.7904057
