 	lo	posso	finire	di	scrivere	</S>
o	0.97317356	0.013197983	0.0029889657	0.0036457793	0.0035964642	0.0033972193
s	0.49772704	0.40789634	0.024038536	0.022597654	0.022658784	0.025081687
ò	0.054567765	0.81406635	0.035925046	0.032935	0.028126627	0.034379162
z	0.014777185	0.9297147	0.0058760443	0.020819595	0.005269382	0.023543185
o	0.0066901683	0.92756987	0.006712162	0.023743821	0.00526604	0.030018022
s	0.14315058	0.5399025	0.19525817	0.041040752	0.04006758	0.040580463
p	0.023925869	0.510499	0.2936692	0.061541867	0.047943987	0.062420048
i	0.035346955	0.34278443	0.090106845	0.21598919	0.05544242	0.26033026
c	0.049230143	0.09422075	0.7109198	0.05218905	0.0464239	0.04701639
c	0.0005179439	0.021848055	0.6915478	0.113539554	0.026467815	0.14607869
è	0.0037285946	0.072968	0.15023452	0.21765915	0.107031725	0.44837794
t	0.015090955	0.36605343	0.28694397	0.18636364	0.034053057	0.11149486
s	0.007810093	0.043161552	0.70999455	0.1421143	0.0136884665	0.083230965
i	0.023292923	0.251663	0.25595745	0.17819196	0.042799048	0.24809556
à	0.005300057	0.004791832	0.16760729	0.49129888	0.16317211	0.16782984
t	0.00028328976	0.0044302037	0.023739273	0.8982352	0.015295079	0.058016866
s	0.00014562694	0.0035734675	0.36850893	0.55627966	0.013844238	0.05764803
e	0.0013375913	0.009654268	0.10271684	0.44882604	0.08214856	0.35531673
g	0.00065302086	0.0023035973	0.014024029	0.2093972	0.470474	0.30314812
r	2.9111137e-05	0.002298614	0.017858664	0.16842042	0.17386733	0.63752586
à	0.00016716891	0.00036725763	0.0306467	0.20642364	0.66937596	0.093019255
t	0.0007980698	0.001967766	0.011108378	0.1166195	0.7178637	0.15164268
s	0.0010723029	0.008082936	0.007081423	0.22020404	0.30966288	0.45389643
i	0.00026718286	0.0014059723	0.044696815	0.24752267	0.4322936	0.27381378
</S>	0.0020427469	0.07741914	0.07736081	0.2925873	0.16204236	0.38854763
