 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.9650424	0.013968879	0.0045960736	0.003739134	0.0036242486	0.0049121385	0.0041171387
ì	0.6830814	0.07053914	0.0152289895	0.060137667	0.054956358	0.05843854	0.05761794
s	0.32021704	0.50273836	0.012257226	0.044331644	0.03780632	0.041829996	0.04081939
i	0.5440816	0.3726101	0.004068952	0.02260128	0.017033756	0.02022391	0.019380318
f	0.15865311	0.7261728	0.04303765	0.01898763	0.017762596	0.01769987	0.017686425
a	0.078998655	0.79470724	0.016713807	0.029113378	0.026212186	0.02731566	0.026939105
m	0.025715865	0.5857525	0.27344745	0.03462466	0.026314348	0.027154483	0.02699073
ì	0.017587693	0.4360272	0.009049169	0.15359378	0.11653075	0.13689783	0.13031359
g	0.023613628	0.5670243	0.15148863	0.10895421	0.04203134	0.056042697	0.050845258
l	0.014054456	0.6663846	0.0818789	0.12251147	0.030064275	0.045612276	0.039494064
i	0.007876819	0.55883545	0.11480243	0.126028	0.05240454	0.07325673	0.06679603
a	0.0004234564	0.004740999	0.67304736	0.24750207	0.034021087	0.020030048	0.020234985
e	0.0003688078	0.003317079	0.40426376	0.47756103	0.07120133	0.021478763	0.021809172
n	0.00086966594	0.0022658247	0.07100873	0.4758887	0.27369323	0.090978265	0.08529573
è	0.0013916473	0.0036769265	0.024319641	0.32213014	0.4282992	0.16518179	0.055000618
c	0.0028602371	0.048323616	0.015260479	0.285391	0.3321756	0.2731612	0.042827856
h	0.0010189025	0.0131929815	0.014152809	0.30420405	0.47071138	0.15533678	0.041383136
i	0.0011735879	0.010454236	0.0031548215	0.29950824	0.4906072	0.1444282	0.050673738
n	0.0015838736	0.002488158	0.0037144884	0.013468114	0.24050002	0.4132002	0.32504514
a	0.0010642328	0.00061088515	0.00019476579	0.004968515	0.33251086	0.495369	0.16528177
f	0.005363078	0.0024315063	0.0036031387	0.00396735	0.07089397	0.7091159	0.20462503
à	0.0014305896	0.0016251483	0.00023573337	0.0010663107	0.028645083	0.784358	0.1826391
i	0.0021901086	0.004723872	0.00021991752	0.006709137	0.031530704	0.7275255	0.22710079
</S>	0.0034451794	0.0008271699	1.7532568e-05	0.0013328551	0.0156964	0.324285	0.6543959
