 	avete	cucinato	le	verdure	</S>
m	0.72756875	0.148674	0.021733519	0.062058497	0.039965264
a	0.86784124	0.040731087	0.045338713	0.0050723515	0.041016646
r	0.18873067	0.5706825	0.05872391	0.08505249	0.09681039
è	0.3594915	0.5580352	0.05168927	0.003761667	0.027022308
t	0.03107799	0.9226787	0.031076726	0.0052976287	0.00986896
s	0.39827925	0.55402774	0.03991241	0.0030812973	0.004699347
a	0.049545877	0.85806197	0.05460952	0.017250309	0.020532254
t	0.008428857	0.24218626	0.6170655	0.022818374	0.10950104
o	0.017065741	0.14918794	0.64649653	0.03864456	0.1486052
t	0.01603597	0.053029113	0.68819374	0.11023396	0.13250723
a	0.0012947748	0.0044739665	0.93158066	0.05480813	0.007842433
l	0.005998044	0.014959142	0.25248915	0.37835723	0.34819648
à	0.00095225655	0.0037407805	0.8264517	0.15614693	0.0127083
c	0.00048322487	0.003779139	0.21549693	0.74799776	0.03224288
h	0.00014233608	0.002073111	0.2693758	0.71665883	0.011749847
a	0.0026514758	0.063386515	0.63424397	0.22908388	0.07063409
n	0.08469046	0.019106042	0.13788164	0.2389104	0.51941144
a	0.0009617569	0.001297412	0.12565579	0.84635186	0.025733147
</S>	0.022396281	0.02706126	0.05378088	0.15569927	0.74106234
