 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.892707	0.06400309	0.0061439457	0.019095045	0.0036088992	0.0037700138	0.0035544243	0.0035676672	0.0035499525
c	0.4392315	0.41577798	0.03535421	0.018494252	0.017898306	0.017840084	0.017813042	0.017914722	0.019675909
h	0.02263008	0.70368016	0.0396633	0.025071109	0.03613378	0.043493275	0.04147003	0.045562785	0.042295463
r	0.0561537	0.70463717	0.043397814	0.024997927	0.037516672	0.033973347	0.031364437	0.03616072	0.031798285
ò	0.033620052	0.7242474	0.072386034	0.012450597	0.050440587	0.02787113	0.020283956	0.037726015	0.020974303
n	0.016890826	0.40795884	0.4355351	0.0326958	0.024679601	0.021109069	0.019360194	0.022244098	0.019526463
o	0.018120134	0.5933571	0.2985179	0.02113778	0.016302103	0.013555614	0.012209607	0.0144641865	0.012335599
k	0.030589087	0.11017899	0.6607021	0.119276814	0.01908892	0.015502357	0.014871617	0.0148795685	0.014910586
a	0.0028593808	0.017355073	0.7333805	0.1182858	0.02769644	0.025668269	0.024560666	0.025650552	0.02454332
m	0.011020286	0.0093372455	0.35780862	0.49474433	0.050933164	0.021749707	0.017662607	0.017867051	0.018877005
b	0.00041476995	0.008530093	0.15328483	0.26075003	0.059252784	0.13337104	0.123515725	0.13713633	0.123744406
è	0.0024638716	0.03145001	0.120080136	0.030511262	0.018416576	0.15102883	0.16917892	0.19014537	0.286725
n	0.005532368	0.11011395	0.20164295	0.2568876	0.2602372	0.0635852	0.033011135	0.036910992	0.03207856
n	0.0014306912	0.0063225734	0.15054728	0.41288993	0.33317378	0.04646938	0.015477157	0.01904215	0.014647075
i	0.0026060326	0.011777524	0.1322763	0.28109345	0.32103577	0.08438254	0.047860663	0.06858996	0.050377723
è	0.00072893087	0.00106422	0.018133761	0.11031738	0.4853537	0.27259037	0.04118722	0.028196212	0.04242819
n	5.459777e-05	0.0005022281	0.006317678	0.05441017	0.67061436	0.2117829	0.01365348	0.032956045	0.009708478
a	4.3457916e-05	0.0028336446	0.0018564435	0.025772402	0.4338028	0.4053247	0.03864097	0.06559967	0.026125997
f	0.0004522649	0.0005129764	0.0012338609	0.015927652	0.26443365	0.58969766	0.05862864	0.027684934	0.041428413
à	5.5408447e-05	0.0005167392	0.0006176919	0.003567104	0.027578125	0.71887434	0.12125688	0.06398838	0.06354531
o	0.00029031633	0.0009423619	0.002292928	0.062149446	0.37397966	0.35379004	0.06908285	0.111852735	0.02561969
p	0.00020240498	0.0006807457	0.0018221304	0.0067396103	0.038413443	0.4151	0.3755208	0.06659286	0.09492798
o	8.516534e-05	0.002213747	0.00026761382	0.0014822168	0.0060201227	0.17826246	0.3542982	0.13766216	0.31970835
d	0.0023229797	0.0010361096	0.0011939545	0.011152653	0.0052552647	0.09105605	0.5021086	0.27165073	0.11422377
d	4.7987294e-05	0.00039179125	5.4592412e-05	0.00015434703	0.0010667937	0.022427782	0.695972	0.12643254	0.15345216
h	9.782397e-06	0.0004653572	9.6733034e-05	0.0007481019	0.018428864	0.043918695	0.5285844	0.27469695	0.13305113
à	0.0001366277	0.0013526072	3.7702663e-05	0.00012238203	0.009825669	0.009617208	0.4291763	0.3877818	0.1619497
g	0.000449771	0.0018274311	0.00019759146	0.0027014378	0.0062653483	0.034781232	0.13338505	0.68873894	0.13165312
l	0.00012894765	0.00017148702	0.000113150505	0.00039015635	0.0006169557	0.0031520315	0.72353375	0.16638342	0.10551008
i	0.00011471504	0.0005034009	2.6589367e-05	0.00045468815	0.010225665	0.024477452	0.100625314	0.78791094	0.07566134
c	0.00089433586	0.026483422	0.0013306751	0.0018497752	0.0039768564	0.010274869	0.1644034	0.5448928	0.24589388
è	8.664073e-05	0.0006183363	0.00010316313	0.00010299169	0.0010529952	0.0025452294	0.16397573	0.6229379	0.20857702
a	0.0001365946	0.0016335665	4.247959e-05	0.00020768664	0.00064207305	0.0067337435	0.029381847	0.82769847	0.13352351
</S>	0.0014961341	0.021611093	0.00076920213	0.0007015832	0.0006782254	0.0034711298	0.10619115	0.25971746	0.605364
