 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.707229	0.1520928	0.048379786	0.016331663	0.02108841	0.0118849855	0.011674315	0.01903387	0.012285133
e	0.3067093	0.47316843	0.04186613	0.030291244	0.03014156	0.027950834	0.030083572	0.029773984	0.030014887
t	0.13262756	0.5637421	0.16595481	0.025742598	0.022611547	0.022227608	0.022365956	0.022343682	0.022384103
i	0.0043379515	0.4880997	0.19290547	0.02526282	0.05520818	0.0393899	0.06496246	0.06512263	0.06471083
p	0.045888197	0.24644944	0.55090696	0.038790233	0.024402516	0.023443162	0.023364287	0.02336003	0.02339514
à	0.0010091573	0.120399356	0.5032888	0.03935388	0.03957352	0.0294932	0.09625086	0.07811248	0.09251883
s	0.0018706087	0.07854916	0.7202289	0.119292706	0.024005983	0.005927352	0.018500837	0.014367985	0.017256465
t	0.0035247742	0.19308038	0.51720285	0.2277038	0.022158206	0.0029757374	0.013156371	0.0084826965	0.011715119
a	0.0011834715	0.024642535	0.6504453	0.1794332	0.051169936	0.006945633	0.039118316	0.017279565	0.02978197
ì	0.0028921065	0.007887823	0.07899325	0.6155208	0.15659988	0.04878488	0.029795276	0.029576417	0.029949658
t	0.00036693405	0.0034494027	0.08724349	0.7693422	0.11358135	0.0036371176	0.009787727	0.005006422	0.007585296
e	7.99151e-05	0.0019562498	0.018038873	0.6791777	0.21125548	0.008702548	0.034271844	0.018966565	0.02755089
l	0.0013385076	0.0016698643	0.0009651184	0.10141959	0.63876396	0.19612472	0.020344213	0.020020708	0.01935333
e	6.532928e-06	0.0008608158	0.0025427935	0.03530241	0.49894735	0.2366587	0.075351484	0.07519138	0.075138554
à	0.00041084216	0.000373872	0.00014380954	0.0036180513	0.3727819	0.5594892	0.022742607	0.021452628	0.018987134
l	6.8167383e-06	0.00015586008	0.0005542625	0.0075281556	0.68135774	0.17550804	0.061708342	0.038651854	0.034528878
a	5.634262e-06	0.00020015372	0.0020291868	0.008423392	0.5300758	0.27373955	0.06810013	0.07006305	0.047363173
t	0.00021140615	0.00024213623	0.00016058977	0.00032122043	0.035431102	0.7844201	0.07003417	0.069232404	0.039946955
o	3.8590747e-06	0.00024343477	0.0008780844	0.0010181459	0.020659927	0.7821808	0.038378585	0.08599774	0.07063946
n	2.6461044e-05	0.00031561754	0.00035912517	0.00042878216	0.0114195645	0.4645919	0.14539969	0.24893855	0.12852032
ì	5.7991827e-05	0.00020325564	0.0023361784	0.001223781	0.06813	0.09898723	0.07246262	0.5506104	0.20598854
c	2.0082978e-05	0.00011615529	0.0015261017	0.0030922047	0.030841636	0.011948381	0.5513255	0.37166855	0.029461348
h	0.00031332325	0.0007431218	0.00951312	0.012996928	0.021137191	0.058516122	0.033782855	0.5625729	0.30042446
a	6.095271e-06	0.00015769598	0.0014812824	0.0011619991	0.0069036465	0.022779902	0.37235093	0.54394895	0.051209535
v	3.966517e-06	0.00033799387	0.000730392	0.00049421244	0.0005861218	0.005705421	0.36093175	0.5109375	0.120272614
à	3.9195893e-05	0.0005098138	0.002013741	0.0017695801	0.0024699462	0.004425271	0.09254129	0.70932174	0.18690945
l	1.712861e-05	5.3486416e-05	0.0010056113	0.001050481	0.00094417064	0.0017669087	0.14914705	0.75959384	0.086421244
o	0.00035747176	0.0005250575	0.009673306	0.0062082387	0.005914273	0.0016153941	0.016281342	0.65320385	0.3062211
n	6.4300666e-06	0.0003307337	0.001208216	0.0006423049	0.0007434227	0.00067658426	0.07505283	0.4718759	0.44946367
t	4.141643e-05	0.00021296176	0.0017201204	0.00032579375	0.0010163313	0.00019147094	0.015181631	0.8362912	0.14501898
a	9.9438286e-05	0.0020975277	0.0065078842	0.004901604	0.0036201612	0.0024606592	0.2881429	0.28135493	0.41081488
</S>	0.0009288714	0.004497185	0.102428615	0.021582233	0.026624283	0.0004979122	0.035356842	0.5400659	0.26801825
