 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.67705464	0.16923843	0.0108200135	0.008973067	0.008940723	0.0089274775	0.008919227	0.0089184195	0.008919397	0.008918237	0.008917773	0.008917445	0.0089324135	0.008919704	0.00891745	0.0089185685	0.008927474	0.008927933	0.008991557
d	0.24035218	0.5511589	0.025150629	0.011826968	0.0116070425	0.011367989	0.011573526	0.011587392	0.011572277	0.011480572	0.01106686	0.01141752	0.010763471	0.011594572	0.011493123	0.011581699	0.011379047	0.01136491	0.011661281
i	0.19896863	0.5493954	0.036197852	0.014930425	0.014253642	0.0128025245	0.014496518	0.014637083	0.014503812	0.013713269	0.0108076455	0.013194236	0.008824082	0.01470514	0.013792902	0.01458013	0.01285295	0.012764925	0.014578899
k	0.1333318	0.40801203	0.17227006	0.019744646	0.018394839	0.01772524	0.0178344	0.017825503	0.017815322	0.0177651	0.017534673	0.017729443	0.017360643	0.017825872	0.01777	0.017818721	0.017706389	0.01769995	0.0178354
ì	0.03857033	0.28992286	0.2442801	0.033654157	0.030187141	0.023104543	0.03125964	0.032045063	0.03130504	0.02718465	0.016149104	0.024771968	0.008319078	0.032428544	0.027542407	0.03163883	0.02326422	0.022786377	0.031585943
m	0.06500327	0.18672752	0.48916367	0.039580185	0.015005657	0.005174969	0.022113407	0.02881714	0.022416394	0.008829348	0.002987733	0.0062480965	0.0024106589	0.0333643	0.0094510205	0.026048675	0.005282264	0.0051273787	0.026248435
m	0.03718637	0.27422288	0.19802558	0.06602889	0.016405841	0.008854692	0.031557795	0.06339682	0.032661654	0.0114882635	0.007442206	0.009580909	0.0046210214	0.11586492	0.011974001	0.046443496	0.008911273	0.008736463	0.04659697
u	0.09518912	0.13802305	0.07633216	0.08838016	0.023547668	0.01194671	0.04729515	0.09096175	0.048929814	0.016201107	0.009692576	0.0131309675	0.008972444	0.152625	0.017017875	0.06878274	0.012082488	0.0118913585	0.06899777
e	0.016917797	0.06490971	0.5303819	0.047996514	0.029843543	0.022264317	0.02265508	0.022480706	0.022426069	0.022234498	0.021392696	0.02209583	0.020785384	0.02245268	0.022245089	0.022426054	0.022010993	0.02198669	0.022494527
m	0.00392713	0.040759645	0.4401133	0.24529105	0.074029475	0.015071257	0.01566319	0.0145818135	0.014391442	0.014020637	0.012575172	0.013738652	0.011646956	0.014372406	0.013995823	0.014322798	0.013583079	0.013545656	0.014370623
à	0.000823902	0.004982863	0.3710235	0.15848461	0.06495063	0.02512648	0.03599341	0.036295105	0.035165373	0.029579887	0.016143674	0.026434591	0.008489545	0.036676776	0.030031059	0.035616882	0.024559544	0.024020545	0.03560165
n	0.006945043	0.016066233	0.14792326	0.55398893	0.11861759	0.005151745	0.019726558	0.021228705	0.016864095	0.007205745	0.0023186568	0.0050828713	0.0018131548	0.023155564	0.0076225405	0.018867075	0.004275988	0.0041386867	0.01900753
a	0.0010250537	0.0076698842	0.28265268	0.5247865	0.06797432	0.002942821	0.013743069	0.01769058	0.01192007	0.0039244364	0.0015821053	0.0028184864	0.0012069587	0.021786233	0.004163674	0.01463576	0.0024375934	0.0023665326	0.014673326
m	0.0002089342	0.0013267159	0.0518333	0.40372148	0.39827874	0.028159343	0.025363555	0.009826872	0.008390791	0.007903642	0.0069876625	0.0072975443	0.0066428324	0.0074326284	0.007316798	0.0074008135	0.0071981396	0.0071895667	0.0075206333
u	0.00023812224	0.0005873422	0.00809665	0.37730762	0.33404583	0.019148003	0.032677013	0.028381022	0.0261644	0.019109437	0.007868254	0.0157458	0.0029475654	0.027919846	0.01942816	0.026397383	0.014013041	0.013511809	0.026412724
o	0.00021190624	0.0008682432	0.02921231	0.1732872	0.5111894	0.06269856	0.05761888	0.018699026	0.015295884	0.014293145	0.0127299605	0.012981621	0.012290362	0.013028968	0.0129262665	0.012964993	0.012856504	0.012808726	0.014037988
c	4.340017e-05	7.426441e-05	0.0025893897	0.094423875	0.39273646	0.182248	0.1742041	0.031445585	0.018065311	0.014162091	0.008517117	0.009983546	0.00692403	0.010631253	0.010104023	0.010468004	0.009616049	0.009517081	0.014246436
i	3.370992e-05	0.00030409507	0.004269744	0.061597776	0.2541362	0.12727031	0.17732146	0.054706454	0.049329437	0.03333828	0.0106146205	0.02313612	0.00081824185	0.049708795	0.029822152	0.043544482	0.019166524	0.016750254	0.04413139
ù	5.492144e-05	9.983036e-05	0.002808487	0.04438075	0.15026465	0.2529907	0.32669452	0.058636498	0.028399102	0.021301985	0.013020338	0.012843022	0.011868928	0.012308774	0.012115623	0.011972799	0.012166355	0.0120229535	0.016049799
r	4.5570574e-05	4.2667627e-05	0.001862741	0.10551843	0.117629446	0.08611982	0.39997151	0.15411678	0.038596127	0.008316104	0.0021759733	0.0030149855	0.0016747675	0.029318735	0.003803369	0.015311877	0.0025085278	0.0032454515	0.02672709
i	1.7542457e-05	3.097404e-05	0.0009403746	0.0674239	0.168557	0.19423735	0.2921841	0.14002766	0.03265949	0.012886346	0.005062422	0.0049840547	0.00033172287	0.043878622	0.0046977876	0.009619719	0.0040931716	0.0046375515	0.013730192
m	4.021072e-05	2.9529345e-05	0.0002349729	0.008266397	0.037222285	0.16658863	0.36438152	0.22320578	0.1001189	0.0468138	0.0043848613	0.0067095878	0.0021265885	0.00832382	0.0056896647	0.007195168	0.0040848237	0.004189562	0.0103939315
u	8.016698e-05	0.00024900713	0.0007633267	0.0032136426	0.024757413	0.09331568	0.3389777	0.20612125	0.08568122	0.024859508	0.0065082717	0.012041722	0.0005162452	0.06710887	0.017378915	0.049029212	0.009680872	0.008373783	0.051343095
e	2.8307859e-05	2.6406165e-05	0.00010010566	0.0031126696	0.01921759	0.09261388	0.29354	0.25526685	0.15102059	0.09791029	0.016231265	0.012762295	0.009229082	0.008592277	0.0077037234	0.0073399413	0.0071469056	0.006857868	0.011300015
m	3.407698e-05	3.1200525e-05	5.4273143e-05	0.00048241988	0.003923161	0.059694096	0.112966925	0.26092273	0.22851297	0.1803871	0.031690996	0.027935803	0.010028812	0.014567212	0.012965008	0.012028382	0.010188847	0.009623198	0.023962764
à	2.6739277e-05	4.5623758e-05	0.00062165555	0.0018694408	0.010610749	0.035486296	0.16300961	0.22584583	0.19197701	0.12846464	0.017734446	0.030751703	0.00056287076	0.05649834	0.032279655	0.036937863	0.015939945	0.008593883	0.0427436
n	3.4292847e-05	1.3580447e-05	7.816939e-05	0.004653289	0.0055046496	0.01368705	0.12859644	0.4230517	0.26055676	0.07204559	0.008305185	0.0073524765	0.0027534354	0.034530014	0.0032890397	0.0123765	0.0017322255	0.002264154	0.019175453
a	4.0208624e-06	6.4325363e-06	6.5113e-05	0.0008564847	0.0028031971	0.036718283	0.1422344	0.46538922	0.21481557	0.06398023	0.008053587	0.006197681	0.00026811412	0.034158044	0.0031177304	0.010458127	0.0017415608	0.0013925858	0.007739518
m	5.256709e-05	2.1456945e-05	2.690552e-05	0.00011575171	0.0012216226	0.025877157	0.03694242	0.17678583	0.20154108	0.21579172	0.116354965	0.09642273	0.042659424	0.029930076	0.0172517	0.014480399	0.008000016	0.006088739	0.010435478
u	7.851915e-05	5.540383e-05	0.00046460805	0.001220223	0.0033241287	0.008079166	0.09987446	0.21624984	0.26461944	0.15058222	0.025775174	0.030103775	0.0011167078	0.05863054	0.028764397	0.037728142	0.0127477795	0.005639551	0.05494591
c	2.9507173e-05	2.138301e-05	2.3571096e-05	7.1978706e-05	0.0008660888	0.029461337	0.024172796	0.08343494	0.18092419	0.24363524	0.15526456	0.11668816	0.058233917	0.032926384	0.023576442	0.0178228	0.011937865	0.007895598	0.013013311
