 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.7182633	0.1884517	0.025355125	0.028677296	0.00975991	0.0075439536	0.011830341	0.010118351
n	0.64535886	0.18546183	0.053510506	0.02343365	0.023526667	0.022646237	0.022651434	0.023410844
è	0.048986673	0.024652867	0.42551968	0.011596363	0.14409977	0.10984457	0.10364426	0.13165578
r	0.0329479	0.12731007	0.7038553	0.010895199	0.07985435	0.010653474	0.011639453	0.022844227
k	0.015978843	0.031001646	0.78019434	0.0030174714	0.12422468	0.013029131	0.0128117	0.019742126
e	0.071930386	0.23510805	0.36488864	0.029842021	0.2048468	0.028254652	0.02865359	0.03647586
s	0.023128483	0.10102034	0.54304004	0.21348643	0.03601464	0.02714084	0.026308302	0.029860998
e	0.00367968	0.01149655	0.67365205	0.10148835	0.07464069	0.040034134	0.03929243	0.055716146
s	0.019147906	0.019459637	0.14778408	0.7102401	0.04312505	0.02226405	0.01876567	0.019213501
e	0.0014877258	0.004186532	0.20485173	0.20354457	0.25924498	0.116135985	0.08704817	0.12350026
s	0.0039752326	0.0017121198	0.02709146	0.7319368	0.14330834	0.040166654	0.024341082	0.02746822
e	0.00019849217	0.0007129568	0.0041948156	0.22577837	0.55264956	0.117200285	0.02368786	0.07557766
t	0.00048774018	0.0002958043	0.014936548	0.34227973	0.37535602	0.16017868	0.044734314	0.061731204
t	0.00021091507	0.00042064043	0.0026988117	0.42252046	0.40305895	0.124471016	0.007987462	0.038631793
à	1.1564894e-05	0.00018364805	0.0033524295	0.0116788875	0.8064437	0.04990782	0.022341833	0.10608016
s	0.00141599	0.0025271508	0.015277048	0.044631515	0.6897359	0.17335355	0.049867485	0.023191331
t	4.192458e-05	0.00030201796	0.00016940848	0.03162834	0.78429186	0.1661794	0.008660841	0.0087262625
e	0.00012358175	0.0003993605	0.006894342	0.01001631	0.81144035	0.10819227	0.03409376	0.028839966
a	0.00015227962	0.00014941178	0.003817926	0.0037595015	0.02760473	0.79090065	0.062674485	0.11094102
n	5.063418e-06	8.184723e-06	0.0022025313	0.0016992368	0.04020459	0.6593947	0.16451757	0.13196814
k	2.8351328e-06	2.0554241e-06	0.00013738405	0.0011732515	0.018113993	0.9108608	0.027212534	0.04249714
ò	3.970721e-05	0.00030198434	0.00095208414	0.007653192	0.1356837	0.4870345	0.07030327	0.29803148
r	0.0001340349	0.00057591306	0.0016495538	0.030406613	0.08216659	0.12503509	0.6570558	0.10297642
a	1.5928008e-05	1.2201577e-05	5.91404e-05	0.0009293029	0.02652027	0.74670064	0.20907728	0.016685212
m	5.044438e-05	2.86558e-05	0.0005885567	0.02399665	0.0052796165	0.08954181	0.68872744	0.19178684
a	0.00015911792	6.0756764e-05	0.001979823	0.003438937	0.075804606	0.32070503	0.26603293	0.3318188
r	3.6424288e-05	1.3377021e-05	0.0007820649	0.0103246365	0.0022589143	0.04349284	0.65505856	0.28803313
è	8.6512766e-05	1.2913034e-05	0.00033513448	0.0012463905	0.0052361446	0.015742965	0.13823746	0.83910257
o	1.7439406e-05	1.2733416e-05	0.00023901458	0.00040828812	0.012559329	0.0025237256	0.59732115	0.38691825
</S>	1.6468503e-05	6.019526e-06	0.0010783167	0.00074772746	0.012113457	0.0017320322	0.11050203	0.87380403
