 	mi	si	gonfiò	il	dito	</S>
m	0.7503418	0.21425444	0.01340933	0.009190881	0.009293374	0.0035102551
u	0.04654554	0.49556142	0.035641752	0.12241919	0.15087843	0.14895365
p	0.24562755	0.27750036	0.2981611	0.06584307	0.056356426	0.0565116
r	0.026075086	0.055290733	0.094900616	0.12808214	0.36027825	0.33537313
ì	0.027297923	0.21415254	0.5207281	0.09898077	0.06999687	0.06884375
s	0.062928036	0.03784805	0.36022463	0.36770797	0.100702964	0.07058833
t	0.00534127	0.06173046	0.16340594	0.49895796	0.15642466	0.11413967
i	0.0026766125	0.03545621	0.11658915	0.13135996	0.40480238	0.30911574
t	0.002468473	0.0040131384	0.15158314	0.653008	0.08719929	0.101727955
o	0.00018322002	0.00054901565	0.00927862	0.65073246	0.18313271	0.15612407
d	0.0014309926	0.008137629	0.016916448	0.21765952	0.6061262	0.14972922
à	0.000115354596	5.55535e-05	0.0044938857	0.0074618375	0.8254344	0.16243896
t	3.725262e-05	0.00039806237	0.0031387927	0.04132957	0.84470564	0.11039059
t	0.0005551831	0.00033565925	0.00396212	0.020364366	0.8737156	0.101067096
i	0.00060975004	0.0007593834	0.003906932	0.022002494	0.38376534	0.5889561
l	0.0019274383	0.0012015144	0.0043926234	0.034943614	0.6960504	0.2614844
o	0.00040966773	0.00016560116	0.0012677046	0.0011063139	0.07203827	0.92501247
</S>	0.0017810045	0.0019915209	0.004826272	0.015650313	0.1634575	0.81229335
