 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.76089764	0.054395247	0.020719953	0.020702962	0.02040771	0.020443382	0.020412998	0.020440964	0.020491257	0.020545617	0.020542301
a	0.63972646	0.23101689	0.01446908	0.014504032	0.014009553	0.014503441	0.014340453	0.014290812	0.014504897	0.014209686	0.014424678
p	0.22256571	0.520836	0.035138573	0.02780096	0.027629035	0.027683545	0.027662622	0.027656378	0.027682206	0.027649784	0.02769531
e	0.07090714	0.6850116	0.022632357	0.032876745	0.019384203	0.032212056	0.026808988	0.025442233	0.03225763	0.023382073	0.02908501
d	0.16336077	0.39529622	0.09758349	0.04357705	0.04284993	0.04288302	0.042857334	0.04284868	0.04287704	0.042858917	0.043007504
ì	0.07144302	0.34332407	0.107602745	0.07106208	0.041519113	0.06913338	0.05798075	0.055002302	0.069671206	0.050626684	0.06263464
a	0.06279278	0.38122123	0.22215404	0.06004048	0.02338299	0.05245313	0.03751487	0.03446529	0.051923502	0.030622624	0.043429054
m	0.017389756	0.031470045	0.7726606	0.032168828	0.0205334	0.02124837	0.020821696	0.02069365	0.021181725	0.020633232	0.02119862
i	0.008276008	0.009968959	0.5217227	0.07274427	0.035501022	0.06791491	0.05533243	0.05168834	0.06986187	0.04679218	0.060197372
n	0.017835567	0.011690836	0.73166054	0.045359388	0.02816411	0.02737006	0.027280258	0.02723106	0.027227737	0.027438963	0.028741447
c	0.001664789	0.0015878773	0.77408594	0.06228002	0.015279254	0.02666986	0.023348056	0.021853197	0.028474081	0.020286703	0.024470324
i	0.011455932	0.0038049284	0.24686489	0.046102114	0.04885723	0.13367602	0.08687998	0.0786103	0.13353798	0.070963375	0.13924725
à	0.014957314	0.0036621864	0.5217168	0.10514993	0.05630444	0.04992922	0.049184866	0.049114406	0.0490333	0.049311526	0.051636085
è	0.0022420362	0.0011607003	0.22139972	0.5969129	0.0175454	0.04042335	0.021114044	0.018181197	0.03707135	0.016150206	0.027799046
r	9.868706e-05	0.00022563146	0.04461097	0.85621595	0.0108724395	0.031306982	0.0060647987	0.0051639257	0.02599997	0.009009019	0.010431561
k	5.5843087e-05	0.00037283017	0.10886441	0.761504	0.015162426	0.04329721	0.009046598	0.0073179295	0.03346286	0.008294966	0.012620924
u	0.0001955332	0.00026537688	0.019836202	0.8182729	0.0170948	0.053887498	0.011450973	0.010006393	0.042054076	0.012381337	0.014554912
t	0.00034526628	0.0006569447	0.02396911	0.09816741	0.56092143	0.1053547	0.0510065	0.035447206	0.03248175	0.037792645	0.053857055
t	0.00022087291	0.00038913861	0.03994617	0.06504854	0.49335802	0.08647254	0.06641311	0.05425959	0.0581659	0.06539662	0.07032947
e	0.00024764947	0.00065827824	0.003987783	0.03817291	0.2592052	0.157565	0.08018908	0.060806148	0.11204688	0.106249176	0.18087189
n	0.00017795569	0.0004991514	0.00558064	0.008729973	0.5953844	0.08842648	0.048405863	0.028230824	0.02041513	0.09544541	0.108704165
d	3.459081e-05	0.0005200601	0.0030758635	0.0044572037	0.43327886	0.1966054	0.085036606	0.05698285	0.07137932	0.05997377	0.088655524
i	0.00021596368	0.00061886874	0.01190507	0.020653429	0.44277623	0.23143889	0.072974816	0.053775575	0.03636412	0.06305468	0.06622236
m	0.00013560915	0.00025913605	0.008836018	0.0025698754	0.38483727	0.27344495	0.13205522	0.10562493	0.017777415	0.044435505	0.030024052
è	6.687174e-05	0.0066250563	0.0023095175	0.004066729	0.035819694	0.4380148	0.055742364	0.04640618	0.21788865	0.10575523	0.08730494
n	0.00012307198	0.0002419046	0.0056443107	0.040154252	0.09384494	0.47246823	0.090771645	0.13870046	0.06979493	0.042149223	0.046107024
i	7.645877e-06	6.151406e-05	0.00010811953	0.0014403363	0.07248155	0.6653973	0.10243609	0.088849574	0.050059136	0.007245938	0.011912725
à	0.00015600567	0.00013399555	0.0027362048	0.0012259298	0.13729163	0.13060796	0.20631045	0.38634413	0.060401432	0.046939097	0.027853189
t	6.454415e-05	0.00032860241	0.0005010742	0.0066272174	0.049480677	0.41334227	0.09897833	0.12277119	0.13184987	0.06696743	0.109088816
t	0.00010869016	0.0021851624	0.00043358223	0.0024498613	0.0062660007	0.16924858	0.19954377	0.16539583	0.32049403	0.09229281	0.041581683
o	0.00010823027	0.0024361904	0.0017804955	0.0036897545	0.052819178	0.1510919	0.12201353	0.20755546	0.26483327	0.10967745	0.08399451
n	0.0008700217	0.003072209	0.0022962256	0.005583364	0.0355754	0.047243495	0.13257538	0.2679208	0.19251363	0.20721866	0.10513085
c	8.007482e-05	0.007801595	0.0005027629	0.0014295956	0.00246934	0.035191476	0.072450094	0.29086548	0.28932294	0.18836212	0.11152457
i	0.00042208974	0.026547972	0.0031571065	0.004290001	0.045527592	0.08924699	0.17534782	0.08698915	0.08901307	0.28599134	0.1934669
ù	0.00044774657	0.00047039392	0.00057083956	0.00026537382	0.019342348	0.006264423	0.04988166	0.065622374	0.12926938	0.57229745	0.15556799
r	0.00022442923	0.0036782548	0.00068060926	0.0029756	0.0038591146	0.0287056	0.019483346	0.11676023	0.46533144	0.19885197	0.15944935
