 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.78151387	0.065230444	0.03164409	0.023995794	0.022077851	0.02268788	0.029082203	0.02376795
n	0.8474947	0.08518739	0.0052098925	0.0047931536	0.018859245	0.010574491	0.016498774	0.011382312
a	0.55393034	0.32009122	0.021823533	0.016369717	0.02324149	0.020753486	0.022672089	0.021118166
v	0.19450113	0.61739844	0.06919196	0.025741948	0.023407362	0.023252578	0.02326231	0.023244249
o	0.011349207	0.5808452	0.10422153	0.05811636	0.06252683	0.060240492	0.062169965	0.06053039
r	0.055197153	0.32436407	0.39599016	0.061177038	0.04160763	0.040592037	0.04056165	0.040510245
à	0.004992291	0.47646064	0.36704478	0.0360014	0.031806655	0.026666507	0.029953968	0.027073763
s	0.07966335	0.28772482	0.39674813	0.068247914	0.059741486	0.028810108	0.049550362	0.029513797
o	0.0028189572	0.558749	0.32007408	0.037764292	0.02863561	0.014534079	0.02211207	0.015311909
o	0.0002467505	0.030093215	0.52151126	0.37308753	0.030433053	0.015720444	0.014729057	0.014178731
t	0.000107873246	0.0015137095	0.19122061	0.64774436	0.08149232	0.025718594	0.023459734	0.028742755
s	0.00015023249	0.002198188	0.16829099	0.6985861	0.061924517	0.024917925	0.022989163	0.020942852
o	0.0012498876	0.024168586	0.23818874	0.31946126	0.13259974	0.08402666	0.097768575	0.10253652
m	0.0003289384	0.0046749543	0.15739387	0.31436983	0.26491535	0.07918576	0.06337143	0.11575979
ì	0.0015007285	0.0011923771	0.010456228	0.058970828	0.35813025	0.13534582	0.33707976	0.09732405
k	0.001944451	0.022962462	0.054227643	0.0684678	0.66309416	0.07816758	0.07751894	0.03361696
u	0.0010338183	0.002280048	0.02341798	0.11536343	0.7368806	0.049431935	0.05002113	0.021571063
à	0.00016726082	0.0014761019	0.034013513	0.08007525	0.5069953	0.32678035	0.030601313	0.019890932
i	0.00075237674	0.00060499785	0.0017049791	0.016681358	0.5613964	0.26576924	0.11495905	0.038131572
k	0.000600312	0.0006947069	0.0019729931	0.015255932	0.19786796	0.5037391	0.1110351	0.16883384
u	0.00017558964	0.00025354774	0.0009781548	0.0046652895	0.07951816	0.55589837	0.2704769	0.08803399
à	0.0012999544	0.0013317829	0.0031194622	0.018105552	0.026975393	0.46459046	0.21755326	0.26702413
i	0.007838287	0.0010201233	0.00040975655	0.000951719	0.029616572	0.19343346	0.6328864	0.13384375
m	0.0009801	0.0011135205	0.00073756394	0.0016570092	0.009579725	0.24716969	0.33703658	0.40172583
è	0.0010322522	0.00068334595	0.00043683872	0.00067548687	0.009872574	0.09793453	0.6483784	0.24098651
r	0.0022545455	0.0004669099	0.00035502974	0.0012880551	0.0074578803	0.032202724	0.85427636	0.10169845
i	0.0023871753	0.00040612565	0.0002207149	0.00026614184	0.0031814985	0.17945786	0.5368167	0.27726376
</S>	0.00024993488	0.00018271226	7.8052966e-05	0.00010090378	0.00044996943	0.005793925	0.3448859	0.64825857
