 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.7555803	0.044651676	0.032175217	0.026183879	0.02676551	0.030565688	0.025398932	0.028791597	0.029887214
a	0.31407616	0.14097783	0.0802839	0.05053364	0.081945725	0.081115484	0.082492605	0.08417581	0.08439883
n	0.6255979	0.2691125	0.015423797	0.014854813	0.0150033515	0.0149907265	0.014996081	0.015008185	0.015012681
o	0.19986933	0.44672585	0.02560957	0.020481355	0.057033762	0.058026034	0.061842866	0.06412911	0.06628203
n	0.25287616	0.65496725	0.01535771	0.012982071	0.01277334	0.012716608	0.012721164	0.012785661	0.012820044
ì	0.046190143	0.1582575	0.017716609	0.0358948	0.08711404	0.13622735	0.17703441	0.14070553	0.20085962
s	0.06501096	0.67724794	0.07215202	0.0060622944	0.02622013	0.021944124	0.027689053	0.059968274	0.04370514
o	0.10112994	0.63317215	0.068348624	0.009870424	0.029871128	0.025236536	0.032128196	0.04952735	0.05071564
n	0.045209263	0.6338565	0.16087377	0.05717437	0.022121005	0.020260075	0.02006045	0.020361166	0.020083401
t	0.005523343	0.34023204	0.20513958	0.15355186	0.060890164	0.05706023	0.05820484	0.059413478	0.059984464
a	0.004144993	0.43339205	0.16989249	0.01621409	0.066994	0.058697503	0.0687194	0.09042729	0.09151824
t	0.0013564156	0.055479795	0.62915474	0.18332914	0.033363532	0.024330808	0.023421863	0.024193317	0.025370378
e	7.205711e-05	0.0048002717	0.15408057	0.09639662	0.09687393	0.11280539	0.15585497	0.16166496	0.21745127
s	0.0026060336	0.05565001	0.6096178	0.2152119	0.044701077	0.020524979	0.017455097	0.017442722	0.016790334
m	3.3273307e-05	0.0023522414	0.16653194	0.3152132	0.12113682	0.083817475	0.10109629	0.0815799	0.12823884
à	0.000120662145	0.0024908024	0.023249391	0.12966338	0.07130195	0.0760663	0.10949921	0.2075335	0.38007486
n	0.0011664083	0.041549213	0.64390653	0.107806034	0.103429854	0.021719113	0.019043226	0.032287147	0.029092494
t	0.00025860197	0.0012801451	0.46815452	0.2962388	0.1419771	0.023274329	0.017123604	0.025168033	0.026524795
e	0.00049589534	0.0060613314	0.4631012	0.17637362	0.11330681	0.04429456	0.04313149	0.09839865	0.054836504
ì	0.00033927424	0.0044131093	0.036795218	0.070495516	0.55703413	0.1291474	0.057287093	0.06539179	0.07909648
t	0.00039753833	0.0016856142	0.13487287	0.1899167	0.46445328	0.106731966	0.027527468	0.050238475	0.024176179
s	0.00029606986	6.5395354e-05	0.011259039	0.26418528	0.34884676	0.13452587	0.06930469	0.077049725	0.09446719
e	0.00016161741	0.0002278875	0.0317315	0.116857305	0.4644122	0.1463944	0.05127389	0.16337137	0.025569852
r	0.00030448733	0.0009836642	0.0119090965	0.013596458	0.25329357	0.35102507	0.1338493	0.167937	0.067101344
e	1.4171325e-05	4.6150664e-05	0.0013444085	0.01936625	0.28898287	0.25121853	0.11867194	0.19481833	0.12553743
k	0.00023840256	0.0002433758	0.001279644	0.011381241	0.07439868	0.34818235	0.4230343	0.11209811	0.029143902
a	9.584583e-06	4.6822337e-05	0.0002488113	0.0016332833	0.04417824	0.31953746	0.38106433	0.1175402	0.13574135
n	0.00033436532	0.00023664263	0.00093250116	0.0069973483	0.020439787	0.23273586	0.56928825	0.13001063	0.03902455
a	5.2407926e-05	8.011774e-05	0.0004497965	0.0012256898	0.015595099	0.18714927	0.4695031	0.082893655	0.24305084
v	0.00043584674	0.00023073373	0.00061380124	0.0020461439	0.0038402593	0.051652007	0.3155851	0.48909402	0.13650207
r	0.00025913052	0.00018348744	0.00069959444	0.0009896536	0.002639372	0.036542185	0.28700578	0.097076535	0.5746043
è	1.5493964e-05	2.5549101e-05	5.5385623e-05	0.00070123444	0.0037228947	0.078464925	0.32987592	0.44316363	0.14397496
t	0.00029809668	6.6660036e-06	2.69451e-05	0.0010046229	0.0006433481	0.013667901	0.07439462	0.33247006	0.5774877
s	0.00067438505	3.875159e-05	0.0003705794	0.0009001191	0.0025949473	0.017888006	0.07760679	0.05329173	0.8466347
i	0.0002030399	4.5448014e-05	4.498352e-05	0.0045410395	0.003112493	0.021741014	0.21702912	0.2567073	0.49657547
</S>	0.0005709228	0.00013456275	0.00035302446	0.0036169116	0.003099928	0.020614468	0.18718591	0.1071191	0.6773052
