 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.74864537	0.19624063	0.007661706	0.007755173	0.004734563	0.004343826	0.0043194513	0.0043663327	0.0043470208	0.004343397	0.0043159756	0.004372823	0.0045537124
n	0.48500425	0.33476797	0.032262783	0.015911266	0.015729312	0.01529321	0.011580054	0.013577464	0.0153039545	0.015310399	0.015274608	0.014671907	0.015312838
ì	0.03362342	0.22766727	0.06863864	0.008779372	0.09085088	0.08803061	0.020036148	0.03772361	0.091568574	0.092298664	0.09003877	0.06267537	0.088068694
c	0.05278791	0.22498633	0.37733406	0.022651916	0.052571837	0.035473157	0.0040586134	0.0048471196	0.06433279	0.07082369	0.04626143	0.007569998	0.036301177
h	0.016165579	0.05218123	0.032058317	0.0026916922	0.09222446	0.06944156	0.01885932	0.01914386	0.21326916	0.28049412	0.10698137	0.023067867	0.07342148
a	0.05660879	0.18798313	0.43891612	0.03241176	0.050143044	0.03791709	0.0033818716	0.0051589916	0.047633555	0.04923401	0.042025797	0.01079304	0.037792854
n	0.040379666	0.14196816	0.5242987	0.13605608	0.06897837	0.015393812	0.008854825	0.009731825	0.010974497	0.01098115	0.010950923	0.010497637	0.010934367
d	0.0024879714	0.022640247	0.30085385	0.03683046	0.20377965	0.07699076	0.015944187	0.02878258	0.06691691	0.067479715	0.06592721	0.046817746	0.06454871
ì	0.00074791716	0.0067448867	0.16793256	0.014135979	0.19865415	0.07597981	0.010306797	0.01130032	0.15151913	0.17512007	0.097201675	0.016058229	0.074298486
s	0.00605793	0.016449077	0.16692716	0.2468306	0.36590344	0.03690012	0.007187608	0.0059006303	0.043134224	0.0638962	0.019336075	0.00756068	0.013916202
o	0.0014098665	0.009972369	0.20159447	0.06867027	0.5111456	0.045219168	0.0049326546	0.0041152346	0.04687042	0.059598926	0.024485275	0.0049341745	0.017051518
n	0.0029134594	0.0038658606	0.056694515	0.367968	0.38236105	0.11966392	0.015574283	0.0075849677	0.008834664	0.008855938	0.00874428	0.00822487	0.008714097
t	1.460216e-05	0.00044928564	0.0056529976	0.05270681	0.65307623	0.2036867	0.009623573	0.0065256846	0.014608915	0.014839311	0.014448723	0.010224705	0.014142455
a	2.602745e-05	0.0006186662	0.018791435	0.09683029	0.6333553	0.093118966	0.0034586915	0.003782332	0.038551457	0.04022424	0.033106994	0.0076652803	0.03047025
i	9.3781906e-05	0.00041111908	0.004684045	0.14954086	0.29137632	0.41487086	0.03853373	0.010807364	0.018253215	0.018171344	0.017839242	0.014660231	0.020757794
k	1.7096516e-05	0.00028373214	0.0035542892	0.07082903	0.20718823	0.52385837	0.055376172	0.010167179	0.025801858	0.025143683	0.02508529	0.017429993	0.035265096
i	2.7763683e-06	3.4261204e-05	0.00017933792	0.00871665	0.05922131	0.6765752	0.060172487	0.0052026194	0.022427596	0.062065024	0.0529456	0.01307478	0.039382327
a	0.00026684548	0.002889757	0.0069131893	0.02460503	0.052552927	0.37597096	0.38942975	0.03793945	0.02123468	0.021996109	0.019827338	0.021263348	0.025110632
t	6.3083867e-06	0.00020220866	0.0013721172	0.0052656974	0.028390024	0.3715978	0.31131807	0.06374468	0.03995669	0.040973157	0.036735334	0.03866303	0.061774876
è	0.00013221693	0.0013699488	0.0013891715	0.033598784	0.04048592	0.30911797	0.16389726	0.008939552	0.019991305	0.21764179	0.13563083	0.015529018	0.05227618
r	0.00011039	0.0025003864	0.007187977	0.012557161	0.10525207	0.26107755	0.14905973	0.048851907	0.1211039	0.1559966	0.06471652	0.018745303	0.052840494
a	0.00015282948	0.0013402395	6.827947e-05	0.003210565	0.011135826	0.24253136	0.57803816	0.03982607	0.021526175	0.057159945	0.016107854	0.01715841	0.011744286
m	9.7935575e-05	0.00204194	0.0017003263	0.008410986	0.01195596	0.09497985	0.11367863	0.418941	0.095875025	0.14236312	0.04158861	0.037649192	0.03071747
u	7.3621624e-05	0.00036867463	0.00029886194	0.0009365034	0.0013721937	0.05968357	0.38686183	0.05824729	0.060269896	0.18032515	0.12716596	0.020803567	0.10359284
