 	ora	ho	finito	di	scrivere	</S>
à	0.9693822	0.019341134	0.0018480896	0.0031842918	0.0032925594	0.0029517845
r	0.71495646	0.23979023	0.0061834417	0.015505191	0.004065473	0.01949916
t	0.43483806	0.5130163	0.017283784	0.014143016	0.003942786	0.016776007
e	0.34423518	0.48507187	0.020208927	0.053830776	0.012912315	0.08374082
s	0.0140298195	0.69128567	0.24188048	0.01824336	0.017012171	0.017548572
p	0.0051853303	0.7156097	0.17343089	0.040424183	0.023305293	0.04204461
ì	0.026328465	0.55003786	0.17743762	0.0992048	0.028189281	0.11880202
c	0.12760414	0.31402934	0.4555379	0.052665785	0.013364626	0.036798302
c	0.0070709367	0.4713603	0.4478952	0.028416384	0.006729043	0.038528197
e	0.0441514	0.76492584	0.051562116	0.04488398	0.016696934	0.07777977
t	0.012504952	0.07953417	0.52913743	0.24008961	0.071914375	0.06681947
s	0.0035624634	0.16293193	0.37791047	0.29194716	0.03426584	0.12938215
a	0.0040003513	0.161313	0.38720453	0.25599286	0.044997487	0.14649178
t	0.0013481786	0.06292491	0.078503445	0.6189675	0.1494521	0.0888039
s	0.00072298665	0.0037170178	0.20980999	0.6916832	0.024205308	0.0698615
e	0.0011640068	0.012138687	0.08248657	0.46316785	0.08263488	0.35840794
g	0.0004381633	0.008839164	0.023036402	0.5320949	0.29675162	0.13883978
r	0.0011654882	0.00092875236	0.031057477	0.38217044	0.19734192	0.38733593
à	0.00250713	0.0041065454	0.04254757	0.34774524	0.49702382	0.10606973
t	0.005583893	0.008151562	0.0046845484	0.30426437	0.4330508	0.24426487
s	0.03292315	0.0028253905	0.02139039	0.29918814	0.4218541	0.22181879
i	0.008066701	0.0060783764	0.048451122	0.41364327	0.32221776	0.20154276
</S>	0.010959778	0.0069284746	0.059600383	0.13972008	0.14647606	0.63631517
