 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.5997184	0.3126415	0.015286374	0.009378155	0.00905441	0.008828973	0.008659056	0.008700859	0.008804288	0.009868236	0.009059736
n	0.41156766	0.28559703	0.11439489	0.026654035	0.023360256	0.023229452	0.023154007	0.023192352	0.022724831	0.02277635	0.023349108
è	0.012725872	0.011446895	0.46930084	0.085805506	0.06203765	0.06433393	0.06267433	0.06318439	0.052570265	0.053364985	0.06255531
r	0.013685949	0.04378762	0.6747405	0.08463196	0.027345624	0.04429463	0.02771991	0.03635157	0.0075187935	0.008095823	0.031827614
k	0.0036826502	0.012681292	0.65236646	0.16264214	0.019730596	0.05668305	0.020324118	0.033837024	0.006090073	0.0063535585	0.02560908
e	0.034772824	0.095491946	0.34093395	0.17298445	0.036772735	0.1302331	0.039574873	0.068454966	0.015021826	0.015372926	0.05038649
s	0.029048193	0.073486365	0.37922904	0.32102057	0.039005168	0.028039128	0.02696055	0.027003977	0.024509724	0.024703735	0.026993448
e	0.0013708652	0.003176592	0.4833075	0.28348762	0.042954735	0.036778484	0.033759832	0.035010654	0.022558259	0.023286087	0.034309365
k	0.022328682	0.017539915	0.13796072	0.6257913	0.08731866	0.021435658	0.018238949	0.017529557	0.017083164	0.017123451	0.017649978
a	7.447284e-05	0.00034624484	0.023642272	0.7611585	0.07835074	0.029864268	0.025100013	0.024984999	0.015882468	0.01635254	0.024243435
i	0.013545856	0.006739206	0.036014643	0.28508902	0.47875145	0.047684416	0.02887078	0.026038324	0.025105298	0.0252879	0.026873168
m	4.9350136e-05	5.536766e-05	0.0014229569	0.08328663	0.7140728	0.08699875	0.030192904	0.020511953	0.017644959	0.018872311	0.026892047
è	1.1703471e-05	4.4307744e-05	0.0013152751	0.061481375	0.5140264	0.14652345	0.08514778	0.07329075	0.02576823	0.026382677	0.06600801
r	0.00051857	0.00037263814	0.01587755	0.14222324	0.43654215	0.26404178	0.048370026	0.0423623	0.0074063963	0.008387763	0.03389753
i	1.6546754e-05	0.0002820916	0.00067356316	0.25940052	0.3641646	0.32418123	0.021343723	0.013608991	0.003528182	0.003729303	0.009071266
è	0.000512882	0.000466177	0.001172974	0.012570702	0.33428758	0.3835273	0.1762315	0.034057558	0.019954456	0.018110776	0.019108148
s	8.302553e-06	9.119928e-06	0.00028586516	0.004660332	0.17914495	0.5839714	0.15527603	0.0407761	0.0066859806	0.009095808	0.0200862
s	9.5344683e-07	3.2589737e-06	0.0003265727	0.012245152	0.22012979	0.5659523	0.15923496	0.024421297	0.0029632943	0.0037042063	0.011018238
u	1.0734393e-05	2.5442941e-05	0.0003062523	0.006562942	0.18487065	0.6023336	0.0788166	0.07374048	0.009301918	0.011710771	0.032320604
m	0.000116774776	8.50778e-05	0.0008316677	0.0024201015	0.048546713	0.1473561	0.31002674	0.20092341	0.05114589	0.07022265	0.16832495
u	5.9487847e-06	3.4698028e-06	0.0022563986	0.015069846	0.019120282	0.17263179	0.47155336	0.11938014	0.024436282	0.037884638	0.13765782
a	5.973723e-05	5.0283645e-05	0.00030699398	0.003029785	0.056933153	0.08220303	0.2838924	0.38536388	0.090337336	0.044055447	0.053767957
v	1.0768724e-06	1.328353e-06	0.00017102342	0.0006932763	0.005950794	0.01735073	0.10520873	0.6165728	0.11313154	0.0765605	0.064358205
ò	7.711414e-06	2.254452e-06	0.00032919794	0.0019429295	0.0026711905	0.035969634	0.29008958	0.42645875	0.07549211	0.047938146	0.1190985
r	5.4734624e-06	5.9681006e-06	0.00047706373	0.003856785	0.02909498	0.1086234	0.09097847	0.5488672	0.10977138	0.048214335	0.060104966
a	3.9209353e-05	4.0333284e-06	0.00012859005	0.0023482868	0.0012517378	0.08019005	0.15103497	0.37549126	0.2521486	0.108554736	0.02880848
s	3.4310324e-06	1.2037109e-06	0.00040936636	0.00062550494	0.0016502672	0.004625425	0.03620374	0.3016754	0.3058898	0.2684711	0.080444805
o	5.8671403e-06	5.5246903e-07	0.0005350291	0.0008663591	0.0019389532	0.011791757	0.13151832	0.3451439	0.23458786	0.18930587	0.084305555
t	1.4372892e-05	3.558402e-06	0.0005383283	0.00073455664	0.0011446094	0.0016623653	0.011802092	0.049116164	0.23299061	0.5223408	0.17965262
o	1.2492722e-05	9.253091e-07	0.00023462556	0.0006159519	0.00056862325	0.0021705765	0.051735885	0.14086495	0.43431535	0.27584726	0.09363337
t	1.0070727e-05	2.2196396e-06	0.00047487664	0.00042435143	0.0006657135	0.0009278381	0.0046071415	0.035577044	0.17125633	0.5935248	0.1925297
s	0.00011585628	6.9240778e-06	0.00042581878	0.0014559099	0.00041449012	0.002898973	0.021904979	0.05289535	0.34582326	0.39513868	0.17891979
o	1.1452596e-05	1.0795513e-05	0.00066030014	0.0020456598	0.000819517	0.0025056875	0.012575668	0.17937434	0.15293966	0.32795238	0.32110456
m	0.00049578835	3.853754e-05	0.010259831	0.04306377	0.004824257	0.01828302	0.030583702	0.047526956	0.12291206	0.3391927	0.38281938
ì	0.0006898422	0.0006492955	0.00064587465	0.004472764	0.0006482666	0.009542975	0.01008951	0.011332686	0.04626377	0.53177834	0.3838867
</S>	0.00013323501	2.781636e-05	0.00013175551	0.0022542442	9.545926e-05	0.0042402856	0.0030553767	0.012604505	0.03304084	0.8421078	0.102308735
