 	avete	fatto	già	le	verdure	</S>
i	0.5854138	0.124057576	0.06766129	0.025413003	0.13302761	0.06442679
k	0.21641703	0.6691461	0.036953963	0.024319284	0.02208126	0.031082312
à	0.101702265	0.76430714	0.036039747	0.027248735	0.011321756	0.05938041
m	0.2111077	0.23871228	0.3204678	0.13469934	0.020513786	0.07449909
a	0.30867872	0.17545807	0.30078435	0.17311433	0.02229602	0.019668514
t	0.09328958	0.26120758	0.3261567	0.11212195	0.09469818	0.11252605
o	0.010596598	0.34746754	0.3139983	0.19179605	0.025907619	0.110233806
g	0.032665677	0.1677408	0.103037745	0.3713921	0.18001167	0.14515199
i	0.002134273	0.005408431	0.119452484	0.75316554	0.060198177	0.059641097
à	0.010770967	0.07406327	0.022303255	0.44494846	0.37385935	0.07405468
t	0.0025007082	0.0031437916	0.054350432	0.57445383	0.3214189	0.04413239
a	0.00032391542	0.00028735696	0.043827545	0.6080314	0.3436926	0.0038371964
l	0.00065554207	0.0046118833	0.0032532916	0.028434398	0.8479883	0.11505665
à	0.002065726	0.00016665354	0.02028174	0.3604732	0.550069	0.06694369
c	0.00021805205	0.00012673195	0.023771595	0.023976432	0.9297772	0.02212993
h	0.00011609431	0.00021258101	0.013897705	0.047475502	0.9095452	0.02875291
a	0.00041251953	0.0019924508	0.07003687	0.15020978	0.746052	0.031296376
n	0.015648942	0.0030677011	0.014883324	0.0755764	0.17542328	0.71540034
a	0.006610855	0.0004983805	0.029671922	0.14274827	0.4456992	0.37477133
</S>	0.009958837	0.0058248676	0.09422098	0.028637057	0.10615506	0.7552032
