 	tutto	il	cibo	vuole	girato	</S>
ò	0.88470626	0.069780074	0.006700476	0.010976875	0.020233672	0.00760247
l	0.6014208	0.2979219	0.03553227	0.026258077	0.010162105	0.028704798
o	0.23148201	0.60186565	0.09704942	0.026634699	0.015571245	0.027397063
o	0.07093564	0.48576337	0.3742583	0.023985237	0.022607222	0.022450177
m	0.00336881	0.12339991	0.7421996	0.049640197	0.041204587	0.040186882
a	0.014216144	0.13414331	0.5423481	0.1052037	0.09729239	0.10679634
r	0.024905168	0.26612946	0.39412776	0.12557788	0.09856135	0.090698354
ì	0.0068701943	0.04395896	0.623604	0.18204953	0.04722098	0.09629632
o	0.09017664	0.063329436	0.25245252	0.4647983	0.04971741	0.079525754
t	0.000944643	0.0070827357	0.06728909	0.8010845	0.07924179	0.04435727
è	0.00061331165	0.0019258333	0.03454556	0.81341773	0.099992186	0.049505305
l	0.015499933	0.020560177	0.053806	0.81823325	0.0562309	0.03566975
i	0.004207656	0.0011494976	0.01596066	0.85393524	0.06653386	0.05821315
v	0.0005263616	0.0008198213	0.0011212727	0.20760474	0.7475494	0.042378385
o	0.001117007	0.00021411953	0.0014641704	0.06080858	0.7742814	0.16211477
t	0.003965678	0.0036487351	0.0033455943	0.06882779	0.41549444	0.50471777
i	0.0013073505	6.0666163e-05	0.0003201163	0.008312795	0.87641674	0.113582306
m	0.0036917063	0.0026093486	0.0008369025	0.019897243	0.25485882	0.718106
m	0.001302042	0.00016630549	0.0011595763	0.0042325216	0.12677214	0.86636746
è	0.0025623895	0.0008396205	0.008318973	0.05275872	0.73705596	0.19846432
n	0.0023712318	0.001621726	0.009151641	0.054929204	0.44870505	0.48322108
o	0.021510271	0.0028149756	0.005086792	0.036816996	0.69348323	0.24028774
</S>	0.00031693565	0.00039918974	0.0039981687	0.018499527	0.09451147	0.8822747
