 	non	aveva	dove	a	stare	</S>
e	0.8763137	0.073428646	0.019176373	0.0037487939	0.015372853	0.011959615
n	0.6808657	0.18133533	0.04895909	0.03051445	0.028608087	0.029717335
ì	0.06359993	0.5175996	0.19606334	0.05267035	0.060246207	0.10982066
c	0.013763982	0.72891104	0.19869971	0.02117212	0.0065155444	0.030937554
h	0.018962055	0.11408091	0.3125756	0.029918855	0.019705763	0.50475687
e	0.0053499304	0.3872085	0.48391676	0.055123694	0.018585185	0.049815975
p	0.009123144	0.06135397	0.6484548	0.2527751	0.014974145	0.013318951
u	9.8315424e-05	0.0031274583	0.69325775	0.22096013	0.02441218	0.058144137
s	0.0077393427	0.014534713	0.1760383	0.71180737	0.058732957	0.031147404
t	6.65417e-05	0.0020544939	0.25631607	0.5795293	0.052281972	0.109751694
a	6.398092e-05	0.0035218499	0.17858778	0.6324976	0.054583974	0.13074479
s	0.0012813758	0.005302645	0.037896957	0.35275525	0.45268574	0.150078
ì	2.2390132e-05	0.00027223685	0.01059425	0.062478554	0.12844178	0.7981908
</S>	0.00017103677	0.0029532472	0.079219036	0.08736546	0.39182842	0.43846276
