 	qui	dentro	vuole	un	tappeto	</S>
e	0.78297675	0.060130805	0.033500005	0.030815873	0.04880053	0.043776054
t	0.34690973	0.26912677	0.104738764	0.09036078	0.09547227	0.09339167
t	0.5768714	0.07088367	0.094187886	0.09019035	0.07868523	0.08918147
ù	0.15920117	0.05670387	0.19680089	0.17037272	0.19839324	0.21852814
m	0.005751365	0.76403856	0.05843316	0.020587204	0.11250034	0.038689356
è	0.023489393	0.45852607	0.098221935	0.0332879	0.30417043	0.08230433
s	0.0058489623	0.7302437	0.1797332	0.020286003	0.039067414	0.0248207
a	0.012607545	0.3982811	0.4206998	0.03930792	0.079832256	0.04927141
t	0.0023196707	0.027220696	0.87769514	0.062441375	0.013118121	0.017205067
è	0.000363023	0.0051259035	0.8269906	0.0916822	0.025924563	0.049913667
l	0.00043568257	0.019696455	0.8348525	0.069591574	0.053972367	0.021451384
i	8.68185e-05	0.0025458601	0.60211396	0.2545783	0.09327062	0.047404453
è	0.0008137911	0.00061341154	0.053491805	0.8760188	0.037810534	0.03125165
n	3.6113124e-05	0.00058265985	0.037830528	0.849169	0.029004198	0.08337743
a	6.3051455e-05	0.0010686086	0.012560135	0.92122203	0.015457697	0.049628496
t	0.0005815139	0.0005915031	0.0052303197	0.73326594	0.035793386	0.22453727
a	0.0014072359	0.0030333383	0.0037435677	0.8266097	0.029588759	0.13561743
p	0.0016989688	0.0018479828	0.0043346435	0.17934102	0.01978015	0.79299724
p	0.0009767272	0.019202776	0.0029433859	0.10478262	0.12060567	0.7514888
è	0.029440021	0.045149002	0.04286996	0.37628752	0.042119715	0.46413383
t	0.0007622068	0.012466474	0.0049395543	0.020860057	0.0204906	0.9404811
o	0.00023383382	0.02239253	0.003453598	0.05514575	0.56055695	0.35821736
</S>	0.0006646164	0.0017872042	0.0006751331	0.0068041757	0.005723781	0.98434514
