 	la	pasta	vuole	sale	</S>
i	0.88232344	0.05641535	0.01366824	0.031863984	0.015728898
p	0.4356551	0.47970808	0.02967402	0.027441483	0.027521327
à	0.3337883	0.37986368	0.08784467	0.093884565	0.1046188
s	0.0636688	0.7686887	0.07443204	0.04624592	0.046964567
t	0.100929305	0.82469666	0.04585404	0.0141617535	0.014358158
a	0.030042045	0.733013	0.10875552	0.060090367	0.0680991
ì	0.009189259	0.07111934	0.7965256	0.07259923	0.050566487
t	0.002277204	0.06860489	0.8674437	0.04235991	0.01931434
e	0.00081578724	0.013411511	0.8984459	0.059331317	0.027995469
l	0.006097555	0.0030031183	0.40946168	0.47235978	0.109077856
e	0.00023895585	0.002072409	0.13253687	0.6021268	0.26302496
à	0.0023699082	0.0012218313	0.026326733	0.85155916	0.11852239
l	8.306125e-05	0.0011512808	0.010567781	0.9205159	0.06768203
a	1.6243932e-05	0.0008830599	0.004640408	0.94785506	0.04660526
</S>	0.0015758203	0.0041908533	0.0029924142	0.35614374	0.63509715
