 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.82561994	0.045922045	0.021212172	0.020731322	0.021009302	0.021340601	0.021171767	0.022992888
p	0.5028548	0.27133402	0.045967698	0.03464198	0.03232016	0.037393328	0.037554953	0.037933018
e	0.25444898	0.51557815	0.055809714	0.0123746805	0.0073337676	0.047310222	0.04361495	0.06352959
t	0.21639523	0.538202	0.05654722	0.04046704	0.036089763	0.0374009	0.037387658	0.037510216
à	0.05370591	0.707039	0.071508616	0.010376013	0.0023618836	0.044706985	0.041081198	0.06922044
c	0.098398305	0.6556959	0.10078884	0.008823959	0.0059707314	0.0338291	0.0307831	0.065709986
i	0.08007575	0.80771685	0.02531306	0.008783261	0.0044404855	0.012494353	0.011405215	0.049771033
a	0.05241805	0.13020936	0.5679556	0.12252141	0.030550374	0.03213602	0.032026723	0.03218245
k	0.004389491	0.0044466956	0.75672954	0.17876093	0.010140742	0.014273819	0.016636098	0.014622685
è	0.001128272	0.0013995996	0.8114442	0.12331852	0.0008894526	0.018741801	0.01984261	0.023235582
c	0.037713178	0.043885782	0.70304126	0.07576341	0.006047589	0.024127014	0.04011029	0.06931151
c	0.00072570075	0.0035927994	0.6318119	0.2526667	0.0016337308	0.018518101	0.023066042	0.06798504
i	0.014138995	0.011986287	0.36903927	0.15802607	0.040244356	0.08586064	0.08381587	0.23688848
a	0.0028382924	0.0007079654	0.3397858	0.5081465	0.044365656	0.037685085	0.0331639	0.03330668
a	0.0012819027	0.0004979432	0.21829778	0.4361272	0.15502635	0.09767637	0.048195526	0.042896904
n	0.00020552163	0.00031081296	0.14507316	0.14027181	0.27019253	0.16260207	0.19309562	0.08824843
d	0.0002568455	0.0015785397	0.113336146	0.22404504	0.041207537	0.18949568	0.17050849	0.2595717
ì	8.771145e-05	0.0027161832	0.10268453	0.026834363	0.006306348	0.09991704	0.27002048	0.49143335
n	0.00101942	0.0011951907	0.0701114	0.04717311	0.29454485	0.35079533	0.15149578	0.083664946
n	3.495223e-05	0.0012312095	0.04669134	0.34787956	0.08731223	0.3277239	0.101405	0.08772185
u	0.0005934198	0.0018275325	0.21882121	0.09331995	0.1789759	0.18675089	0.22116372	0.0985474
n	0.00023452162	0.0007757388	0.011529229	0.0019151659	0.10962742	0.41746208	0.35873896	0.09971689
e	3.852528e-05	0.0025661704	0.010912673	0.004574687	0.01780638	0.5700323	0.16849445	0.22557482
i	0.00025394114	0.00033728697	0.0120384535	0.023376238	0.12917511	0.22924858	0.5594802	0.046090182
g	6.57774e-05	0.00029280104	0.0022046303	0.00071155233	0.01257246	0.2504464	0.64727247	0.08643388
e	6.886863e-05	0.002956656	0.0015322147	0.0006662785	0.0073305317	0.16255058	0.5643809	0.260514
n	0.00030852342	0.00031045222	0.001701378	0.0048776222	0.03371176	0.062818654	0.80999714	0.08627447
i	0.0007313548	0.005251988	0.00026536194	0.00019983255	0.0055885157	0.019087272	0.16419189	0.8046838
t	0.0006276012	0.0003080246	0.0007545261	0.000997386	0.007403509	0.031728357	0.67520255	0.28297806
ò	0.00024353039	0.0010001328	6.771481e-05	3.682226e-05	0.0012826358	0.009865404	0.121104024	0.86639965
r	7.1886e-05	0.00073553016	0.00018541401	0.0003442787	0.0007740042	0.036134128	0.16697665	0.79477805
i	0.00020236504	0.00061699934	6.217676e-05	0.00012953869	0.006352093	0.008535289	0.2862942	0.6978074
</S>	0.00015780845	0.0030273618	7.8127036e-05	8.903246e-05	0.00013382394	0.008264314	0.14194186	0.8463078
