 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.8572791	0.03889436	0.018666023	0.017052941	0.016706293	0.01671918	0.016884385	0.01779767
s	0.44040713	0.36142093	0.04363426	0.031048343	0.030695178	0.030615803	0.030681599	0.031496786
ò	0.6132443	0.07174509	0.09202062	0.04339297	0.046051893	0.044310465	0.044625506	0.04460911
z	0.5526575	0.18714337	0.049689215	0.028217394	0.05312097	0.039029937	0.049528856	0.04061274
i	0.43463436	0.027722586	0.055316884	0.041433595	0.15617232	0.07684345	0.12466855	0.08320836
m	0.042198498	0.66149616	0.22439337	0.018849792	0.013413513	0.01321113	0.013216851	0.013220699
i	0.028232237	0.037092257	0.3293866	0.10657342	0.13512576	0.11744163	0.1264379	0.11971023
m	0.018162046	0.24143311	0.54517883	0.080248185	0.02978142	0.028333362	0.028320657	0.02854239
i	0.005953939	0.006114322	0.51906997	0.08071603	0.1163498	0.08086428	0.10419945	0.08673221
l	0.008965008	0.12129707	0.32462826	0.3753417	0.048586853	0.04027765	0.040053032	0.040850367
ì	0.0011586054	0.0027712088	0.4464365	0.41477793	0.033444226	0.031392843	0.037550464	0.032468192
s	0.00534396	0.007321306	0.048012283	0.62682354	0.17980738	0.0328977	0.06873374	0.031060124
i	0.0072306185	0.0053575896	0.31759098	0.43233126	0.15679075	0.019435957	0.041304216	0.019958677
a	0.0006289524	0.013248534	0.03958194	0.66902465	0.19903637	0.029939776	0.025933497	0.022606324
t	0.00090221845	0.0012968852	0.0065201134	0.52127564	0.22873735	0.10174212	0.060248166	0.07927752
s	0.0002778868	0.00043340135	0.03321201	0.681129	0.11731689	0.07616344	0.041855276	0.049612094
è	0.0005438082	0.00013070411	0.016600223	0.35392895	0.24328303	0.09797635	0.108870074	0.17866686
t	0.0053577297	0.0015726646	0.0065858383	0.042231802	0.73455524	0.06189331	0.11812337	0.02967999
ù	0.0077767367	0.00028843613	0.0068016457	0.07415952	0.78394425	0.046183355	0.059921924	0.020924082
o	0.0013332316	0.0003793598	0.0018988668	0.025075302	0.73755467	0.14907123	0.07303277	0.011654572
m	0.00047434625	0.00010993702	0.00062304386	0.013668148	0.1368783	0.6973822	0.09708303	0.05378102
e	0.0034650126	8.973795e-05	0.0052023544	0.010563707	0.036927793	0.42057893	0.29271093	0.2304615
t	0.0012696601	0.0024281	0.0063072895	0.023389468	0.007568895	0.46083504	0.22818097	0.27002046
i	0.0017676722	7.97638e-05	0.0015822565	0.0015950752	0.021359235	0.6620521	0.15516345	0.15640041
n	0.0012354995	0.00075499975	0.0031988968	0.0028805216	0.0011443088	0.13266876	0.41340813	0.4447088
A	0.005245146	0.000104400846	0.00026349936	0.0003481879	0.019361673	0.07908943	0.56376946	0.33181816
n	0.0010124509	0.000457971	0.002279111	0.00070080254	0.013778714	0.080866225	0.42301595	0.47788876
n	0.00767112	0.0010496828	0.0025892179	0.00095305435	0.014835637	0.03988522	0.647764	0.285252
a	0.0056683635	0.00020177728	0.0030339637	0.0003747719	0.004617061	0.068207376	0.50963485	0.40826187
</S>	0.032185048	0.00035424213	0.010972531	0.0023638608	0.016040135	0.065010436	0.568728	0.3043458
