 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.80428654	0.072839744	0.04067257	0.0059276037	0.005505717	0.005450962	0.005473335	0.005411044	0.005405533	0.0054029357	0.005415797	0.005403915	0.0054853195	0.0054040877	0.0054061133	0.0054080263	0.0055231457	0.0055776685
m	0.22627679	0.5024178	0.10370604	0.017146109	0.010673265	0.011542427	0.010441113	0.011219649	0.011223215	0.011044146	0.011219193	0.01122177	0.009571514	0.011225727	0.01111752	0.00887114	0.009775684	0.01130698
e	0.17518333	0.5049603	0.010794247	0.03190341	0.004033809	0.029519474	0.006859673	0.029363923	0.030133469	0.016981322	0.030079324	0.030200176	0.006021061	0.0304154	0.02533796	0.004425404	0.0067988336	0.026988832
s	0.093410775	0.38947964	0.30250165	0.033710558	0.02571623	0.012954844	0.01196327	0.011977317	0.011937667	0.011908626	0.011934819	0.0119352	0.011629699	0.011935883	0.011917704	0.011476407	0.011670691	0.011938979
s	0.050165832	0.5110113	0.047159255	0.09917961	0.014967737	0.034822635	0.0048034326	0.030630844	0.03116466	0.010233945	0.031224292	0.0312488	0.006135867	0.031513628	0.026263535	0.004560546	0.0069929436	0.02792119
è	0.027138244	0.3831258	0.03145951	0.12598284	0.009146492	0.052205883	0.003492	0.042903792	0.059786554	0.02937844	0.057279836	0.061605472	0.0038656178	0.06782906	0.015234152	0.00367433	0.0039893067	0.021902684
r	0.012483654	0.058793128	0.11077365	0.55368745	0.030406674	0.03586691	0.0027751883	0.016021881	0.028995607	0.035984524	0.026324285	0.030903453	0.0022813734	0.038586535	0.0048948866	0.0022342636	0.0023801515	0.0066063483
e	0.014805146	0.11646119	0.025566034	0.45328757	0.09411655	0.035137743	0.0018949287	0.017361177	0.038107406	0.030232538	0.03273232	0.04255699	0.005115886	0.06616147	0.0073343245	0.005232034	0.0053067636	0.008589871
m	0.021102427	0.06565356	0.17465524	0.44539675	0.13591406	0.06139073	0.01117645	0.010071003	0.008763267	0.008669975	0.008682106	0.008691537	0.0049561053	0.008703328	0.008364629	0.0039843917	0.005285173	0.0085392175
u	0.0009205879	0.008471183	0.0045940746	0.54475147	0.07735251	0.083714575	0.0021155446	0.03820311	0.03899687	0.016356494	0.038725533	0.039130863	0.0038732465	0.03987463	0.025742661	0.0032198902	0.0043955124	0.029561318
p	0.004184082	0.023895022	0.06928408	0.25531387	0.19463122	0.28410408	0.049919803	0.018347114	0.010780497	0.00896855	0.010410289	0.010398842	0.00958449	0.010407518	0.010351762	0.009135137	0.00965447	0.010629108
e	0.00010166876	0.00053357106	0.0015918472	0.11797447	0.13933541	0.45979053	0.0014404036	0.052847214	0.036324646	0.008929096	0.044346575	0.03823685	0.0028049287	0.042077586	0.021184545	0.0029368543	0.0034655575	0.026078219
n	0.00065613835	0.0064108204	0.026338724	0.08089683	0.12747873	0.42950046	0.18523893	0.047340047	0.011346776	0.007898997	0.009991741	0.009976473	0.00893217	0.009989086	0.009907789	0.008319765	0.008985529	0.0107909925
a	0.00015480242	0.0011083437	0.0044505442	0.046194084	0.104427405	0.34619364	0.018493613	0.23444864	0.025548054	0.016001038	0.05592819	0.022394096	0.0028642751	0.027570223	0.042931035	0.0052555026	0.0061960425	0.03984051
m	0.00013340008	0.0009750029	0.0064258263	0.0149571	0.048164435	0.27943578	0.3644074	0.19450442	0.014885523	0.00872508	0.00890249	0.008874321	0.00657764	0.008896941	0.00868369	0.0054271175	0.0067258957	0.013297935
i	4.8287842e-05	0.00012324919	0.00038323106	0.010970552	0.04472022	0.1089286	0.028913379	0.3222108	0.057633456	0.0597744	0.11939747	0.04477569	0.002839668	0.056344822	0.06696705	0.012664957	0.009483812	0.05382037
