 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.91795963	0.013860544	0.011282705	0.011500201	0.011593516	0.011211757	0.011211137	0.011380537
a	0.8758106	0.017397115	0.01922136	0.011116571	0.019159313	0.018964378	0.019157194	0.019173391
k	0.59889036	0.16545954	0.04010503	0.03860859	0.039239526	0.039214462	0.039236214	0.0392463
à	0.29843667	0.33301628	0.07705546	0.009512127	0.07217485	0.06599265	0.07151832	0.07229363
j	0.06289765	0.7922512	0.034480453	0.0030113955	0.027474036	0.024066284	0.028206425	0.027612535
o	0.43645325	0.46408838	0.025874311	0.0015031365	0.019170716	0.014180505	0.019339254	0.019390443
t	0.067935735	0.77247626	0.03936563	0.026010992	0.023674821	0.023470648	0.023537029	0.023528825
r	0.08713817	0.476706	0.10789869	0.031074455	0.07526809	0.072572865	0.07468935	0.0746524
a	0.07333759	0.7230675	0.058170922	0.003508208	0.037248697	0.029990217	0.03722708	0.03744976
v	0.043994714	0.19403976	0.42100546	0.1374503	0.05299832	0.050230995	0.05013119	0.050149255
ù	0.002250143	0.024239356	0.374571	0.023712665	0.15216142	0.12752776	0.14623806	0.14929959
d	0.017263437	0.06677627	0.71187395	0.029235607	0.04785448	0.030204529	0.05464065	0.042151075
i	0.001594758	0.016540617	0.8317205	0.0258948	0.038247	0.020385986	0.032723833	0.032892525
a	0.0011102506	0.0011452725	0.28264308	0.61736524	0.04643539	0.017415823	0.01694365	0.016941186
i	0.00019385782	0.00038856888	0.05926919	0.70324785	0.1277835	0.033627212	0.041444827	0.034044992
g	0.00013953097	0.00018049883	0.014926583	0.4465402	0.25309893	0.068046965	0.12981276	0.08725455
r	8.520442e-05	0.00090747216	0.0137341935	0.038628407	0.6749546	0.12094765	0.070787504	0.07995504
à	0.00017542491	0.00025432315	0.033971865	0.10475002	0.54070586	0.13086751	0.08916421	0.1001108
f	0.0003871301	0.00096213847	0.13211232	0.026649702	0.47247794	0.13896339	0.14193958	0.08650775
u	0.00010167405	0.01067153	0.009217335	0.0321349	0.6257103	0.1852389	0.085764274	0.051161118
t	0.0014861644	0.00035185157	0.02927601	0.09182087	0.1817664	0.48756626	0.1424128	0.06531966
t	0.00040950044	0.0012344469	0.0035207528	0.010417546	0.27234283	0.4417427	0.17710291	0.09322931
e	0.00022960202	0.0010600017	0.0030014482	0.005576125	0.041350525	0.43829304	0.36063316	0.14985606
a	0.0011824297	0.0008668187	0.0055804807	0.003151984	0.008157569	0.40421456	0.4336697	0.14317644
t	0.0003952272	0.0005702917	0.0022533557	0.0006889474	0.0071751224	0.28720987	0.48719645	0.21451068
s	0.00555207	0.0017312542	0.00091570115	0.0013610221	0.06412588	0.5189713	0.16630311	0.2410397
è	0.000112266374	0.0011092157	0.0019449313	0.0010315351	0.020163009	0.4600418	0.3387128	0.17688443
n	0.0010596937	0.017894164	0.0015063792	0.0022112415	0.028641155	0.29300204	0.55051875	0.10516656
ì	0.0022009246	0.0032376684	0.0057015256	0.000584651	0.016370015	0.17642058	0.41979378	0.3756908
t	0.00067550683	0.016795613	0.0018893384	0.0019186472	0.007661719	0.094993345	0.6332216	0.24284422
t	0.00178508	0.003877076	0.022586672	0.0014183295	0.08365427	0.108944856	0.30654088	0.4711928
a	0.00071175664	0.0037709712	0.0014659445	0.00026790204	0.0024437208	0.12547228	0.7142117	0.15165564
</S>	0.013282893	0.104334824	0.02053115	0.00014115832	0.09301976	0.20828292	0.31709525	0.24331206
