 	i	bambini	non	si	vestono	da	soli	</S>
t	0.83374214	0.038717005	0.020083318	0.028715793	0.01834626	0.018230323	0.019324375	0.022840874
a	0.75795406	0.16252244	0.011649931	0.011145857	0.009039586	0.015970018	0.015839886	0.015878223
p	0.29405484	0.50082403	0.037768688	0.034515835	0.032540094	0.033452738	0.033425342	0.033418458
e	0.12387176	0.7962964	0.002090442	0.0033153049	0.0011995862	0.025776552	0.023378108	0.02407175
t	0.22862175	0.40524507	0.089231215	0.06554459	0.052586894	0.0530162	0.052945927	0.052808348
ì	0.042388722	0.8428959	0.0027275234	0.004319379	0.0007523464	0.029247526	0.037809897	0.03985875
a	0.12094225	0.57993305	0.08246021	0.018609595	0.008351919	0.070799075	0.059277885	0.059625965
e	0.045749187	0.032815058	0.61149305	0.21234226	0.022982778	0.025329903	0.025039917	0.024247754
n	0.0027146498	0.0010488094	0.5608676	0.34711754	0.026818475	0.021220274	0.020789802	0.019422844
i	0.005227632	0.0041346187	0.21340136	0.5647467	0.005044106	0.015965877	0.06508304	0.12639669
n	0.0040367027	0.00045003882	0.3042852	0.5476957	0.09442057	0.017474065	0.01760741	0.014030301
d	0.0015902601	0.0028886052	0.3469643	0.35529724	0.03361163	0.034803748	0.10261829	0.1222259
ì	0.0007502438	0.00993727	0.06128462	0.1162278	0.021052632	0.1902833	0.23028469	0.37017944
n	0.0070660966	0.009941791	0.06138583	0.100024685	0.4691648	0.18465419	0.14751427	0.020248419
n	0.0002966345	0.0035191951	0.12860093	0.44359452	0.09538496	0.09812947	0.17370372	0.056770522
o	0.005076046	0.006912685	0.020396063	0.1358252	0.22595632	0.33202982	0.22489005	0.048913833
t	0.0006565837	0.0012036996	0.0057199043	0.004115804	0.22492687	0.5183475	0.21310414	0.031925436
t	6.1322346e-05	0.0011832294	0.0014230006	0.0031514503	0.019329257	0.23922247	0.63341683	0.102212444
e	0.00028261327	0.0014481229	0.0011513194	0.0047190045	0.02120877	0.64246345	0.25846478	0.07026197
m	0.0005567783	0.0027354555	0.0038875712	0.002417058	0.09470458	0.60778105	0.19933705	0.088580504
a	0.00022047065	0.040552318	0.0079341475	0.012404272	0.038222373	0.22113907	0.3584549	0.32107243
n	0.00057642476	0.00076217524	0.013577243	0.025692157	0.19812158	0.39226726	0.24310897	0.12589414
e	0.00016157734	0.014440087	0.0037889471	0.011689192	0.017989088	0.1550064	0.3165678	0.48035684
c	0.0005730677	0.000598964	0.004261298	0.02338438	0.030823382	0.092529565	0.10942744	0.7384019
h	0.00050672324	0.06264882	0.004618485	0.0037476288	0.0108003635	0.06923667	0.046070967	0.80237037
à	6.765427e-05	0.00077299675	0.0001895651	0.00037771513	0.00059600006	0.013249253	0.06273553	0.9220112
t	0.00010224038	0.0024234306	0.0009450137	0.003330305	0.0014615457	0.06451382	0.07830803	0.84891564
u	0.0001140533	0.0005874649	0.0025330028	0.0049001114	0.0031703645	0.008988054	0.025798514	0.95390856
</S>	0.00027290545	0.00024898825	0.00048570594	0.0021550583	0.000831086	0.017357167	0.086442	0.892207
