 	mi	si	gonfiò	il	dito	</S>
m	0.7503418	0.21425444	0.01340933	0.009190881	0.009293374	0.0035102551
u	0.04654554	0.49556142	0.035641752	0.12241919	0.15087843	0.14895365
b	0.24562755	0.27750036	0.2981611	0.06584307	0.056356426	0.0565116
r	0.025127558	0.03987056	0.06573296	0.058324203	0.44158593	0.36935884
i	0.027614241	0.21285038	0.5200743	0.098297976	0.07087828	0.07028481
s	0.04933258	0.098974675	0.56129366	0.24425605	0.02460802	0.021535063
t	0.013238282	0.015274895	0.22049525	0.358606	0.24561283	0.1467728
ì	0.0012651754	0.005585014	0.027098164	0.21794295	0.27174735	0.47636133
o	0.009254517	0.0138040325	0.044586968	0.36025518	0.47888568	0.09321358
d	0.00089518935	0.0025602835	0.052128542	0.5878376	0.2630513	0.09352712
à	0.0001550671	0.00013651606	0.0049116546	0.01797341	0.9287914	0.04803196
t	9.2960516e-05	0.0014416281	0.006980941	0.08095399	0.87604105	0.034489527
t	0.00041881175	0.00025755557	0.0062841624	0.030235218	0.91266936	0.050134823
i	0.00032895498	0.0007445184	0.0045965733	0.049085345	0.70022637	0.24501824
l	0.00034410856	0.0011582263	0.0047823195	0.057860486	0.6949497	0.24090515
o	0.00027233627	9.6480304e-05	0.0010464946	0.0007891465	0.15070812	0.8470874
</S>	0.0013490545	0.0028820026	0.0034443026	0.011161142	0.09999115	0.8811723
