 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.6440311	0.032875393	0.032887354	0.03223028	0.032211497	0.03216526	0.032180004	0.032168318	0.03216273	0.032151956	0.032499835	0.032436285
ù	0.57756513	0.032185305	0.03927792	0.037784237	0.03947104	0.039205804	0.03896381	0.039423984	0.03945862	0.03891443	0.039069325	0.038680367
s	0.84437585	0.018302083	0.0158372	0.010156576	0.015086377	0.014094164	0.013309473	0.014902419	0.01502827	0.013108384	0.013584177	0.012215055
o	0.85660064	0.018771725	0.015693009	0.00761577	0.01452569	0.012882217	0.011676646	0.01421125	0.014427398	0.011385356	0.012075598	0.010134735
t	0.77914023	0.048144314	0.019952327	0.017829502	0.016906355	0.01688005	0.01685768	0.016866162	0.016866118	0.016848486	0.016857874	0.016850889
r	0.4808558	0.0579141	0.049666356	0.043656956	0.04687485	0.046187628	0.045137804	0.046705227	0.046883944	0.045517784	0.045942854	0.044656686
a	0.73619145	0.04538243	0.027803075	0.014801632	0.024536297	0.022319732	0.02062385	0.024098944	0.024385154	0.020214276	0.021238476	0.018404704
v	0.13063465	0.48525056	0.0727438	0.04461334	0.033732284	0.033498894	0.03324956	0.03329758	0.03329392	0.033204157	0.033246234	0.033235036
ù	0.009206509	0.1596008	0.10813937	0.06099092	0.09311238	0.084329806	0.075720556	0.091002874	0.09257616	0.07631267	0.08012373	0.06888421
d	0.022296557	0.6990776	0.11387914	0.018846765	0.022371313	0.018407708	0.01603986	0.020988548	0.021429822	0.01521079	0.01812358	0.013328362
i	0.009849997	0.6023035	0.19442667	0.018072642	0.03095861	0.02212633	0.017191201	0.027995426	0.02920051	0.016291443	0.018712156	0.012871554
ì	0.0011491847	0.22767872	0.4406345	0.19338733	0.020538688	0.018006476	0.016718682	0.016592152	0.0165249	0.015406639	0.016521508	0.016841365
r	0.00032027691	0.141302	0.7065031	0.0650906	0.02146101	0.010554081	0.0060374644	0.012307081	0.013112523	0.005887907	0.013069735	0.0043542623
t	0.0044612284	0.10683903	0.6599868	0.08551329	0.036068857	0.016875414	0.009482968	0.022056153	0.024076084	0.009393279	0.018587217	0.0066596163
e	0.0008017641	0.18182492	0.6213384	0.044182	0.035886627	0.013589615	0.010073196	0.023973018	0.028958969	0.010134039	0.020370346	0.008867047
g	0.0004728751	0.018188093	0.03949609	0.6784951	0.05561171	0.040473573	0.025144015	0.026124932	0.025772724	0.022361444	0.02709253	0.040766943
r	0.0004216593	0.005935989	0.01757691	0.58534455	0.082303144	0.060861487	0.03958473	0.046819292	0.047058087	0.03770917	0.041984063	0.03440093
a	0.00010485306	0.01863188	0.12320591	0.6226319	0.08833359	0.046714373	0.018173931	0.018251654	0.0175154	0.013936208	0.01684709	0.015653258
m	0.00013421687	0.0020059207	0.006822189	0.3770957	0.33375505	0.17721236	0.026726391	0.017972888	0.013740342	0.008498748	0.014540202	0.021495894
m	0.001091136	0.00063200475	0.0017128538	0.18448013	0.31052583	0.17813294	0.030862981	0.07152847	0.07981935	0.047835827	0.055488035	0.03789042
è	0.00034697997	0.007192968	0.015231104	0.13450381	0.105640486	0.13650176	0.06640118	0.09526256	0.093392566	0.067450844	0.12356437	0.15451142
n	8.9084875e-05	0.016723087	0.09437744	0.03652062	0.5116456	0.22943969	0.024890527	0.03210187	0.025408288	0.006374796	0.014275534	0.008153384
o	6.245074e-05	0.0011333534	0.0055624754	0.046002675	0.5960456	0.27357987	0.020932896	0.024466446	0.01632333	0.0055519496	0.006391471	0.003947464
p	5.898324e-05	0.0018432395	0.006669273	0.05767541	0.35605916	0.24064577	0.20149665	0.080180354	0.025711967	0.003978957	0.011838207	0.0138420025
o	0.00083351176	0.0006849889	0.0012544269	0.0093024075	0.38906115	0.31514114	0.0596738	0.08212312	0.057527106	0.01753197	0.03762636	0.02923993
d	6.148031e-05	0.00042106764	0.0005499595	0.036054205	0.11847506	0.17596716	0.4239531	0.15227933	0.04397509	0.0047122743	0.02051098	0.023040352
d	0.00018247929	0.00013032995	0.00026571745	0.0029437076	0.18394653	0.33689126	0.12962186	0.21067268	0.07477238	0.023984559	0.022889594	0.013698935
h	0.00013773538	0.00029081613	0.0017217777	0.00526825	0.12150269	0.32770437	0.36647826	0.08785803	0.024790945	0.012843759	0.026564272	0.02483911
ù	4.9553415e-05	0.00040332138	0.0007723451	0.0042383666	0.214242	0.13499318	0.279583	0.26041725	0.07231634	0.0029702082	0.019753758	0.0102606835
c	4.3099833e-05	0.00050712074	0.002028096	0.0049795546	0.07812195	0.09805822	0.3722386	0.2862896	0.13481465	0.007630476	0.012658794	0.0026298116
h	0.0003550575	0.00039218352	0.0019749491	0.0048258617	0.119135015	0.24723044	0.14664853	0.2371025	0.12700075	0.049434863	0.037320107	0.028579766
r	5.9349746e-05	0.00034927204	0.0022003318	0.004783412	0.14431216	0.09784043	0.2631996	0.33115408	0.12984902	0.0044896137	0.015897986	0.005864782
ò	3.0217712e-05	0.00025629695	0.00028804617	0.0014204772	0.060656637	0.033329174	0.22586827	0.3814071	0.26650053	0.008961457	0.016530914	0.0047508455
n	5.9755763e-05	0.0005560758	0.0006281464	0.001073992	0.029353384	0.02737355	0.26513863	0.3360086	0.29511857	0.02203337	0.016634198	0.006021703
u	0.00029072212	0.00067888113	0.0010436951	0.0020804384	0.060901113	0.09859317	0.13353467	0.3331498	0.31101736	0.026715927	0.026349034	0.0056451713
a	0.00011358119	0.000106305466	0.00012353603	0.0032573058	0.005869786	0.048755802	0.41403234	0.18912941	0.16027625	0.090960026	0.06904706	0.018328555
m	0.00015503207	0.00044940796	0.00029667406	0.0016193999	0.01067045	0.04148131	0.35692063	0.21913016	0.18191653	0.057065614	0.08919295	0.041101817
p	0.0021996286	0.0008079281	0.0007525488	0.0012758271	0.008769871	0.030708596	0.13378324	0.3689829	0.27959862	0.035923425	0.08232327	0.05487415
