 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.9464814	0.014835041	0.0067254715	0.0060977833	0.006276713	0.0061047077	0.007188094	0.0062907594
u	0.8015795	0.06128679	0.024466705	0.022773191	0.023860393	0.020222688	0.02148663	0.024324149
à	0.27293772	0.5541994	0.02910006	0.028896865	0.028756035	0.028659673	0.028691197	0.028758992
i	0.1458006	0.7663746	0.026223753	0.011216217	0.016630055	0.0056476076	0.007637559	0.020469598
m	0.03013413	0.79997176	0.032862343	0.029252725	0.027615586	0.025801303	0.0264969	0.027865207
è	0.034590695	0.47832155	0.07565527	0.0826089	0.09819431	0.056589093	0.06805571	0.10598449
r	0.112139024	0.35811225	0.17228127	0.07177963	0.09462895	0.032817792	0.044253074	0.11398803
i	0.028746234	0.7814835	0.11297695	0.012208997	0.019092811	0.0058990195	0.0071539995	0.032438524
n	0.009128877	0.10370997	0.43282974	0.20563644	0.06815328	0.05975894	0.05979904	0.060983744
g	0.004335106	0.06485799	0.25685453	0.2619103	0.119316354	0.084169105	0.0944554	0.1141012
h	0.0062385607	0.05385678	0.106115654	0.20673043	0.19573434	0.1006414	0.124774925	0.20590785
ì	0.0015057047	0.022000365	0.6252116	0.14498308	0.073935576	0.018940918	0.02527237	0.0881504
z	0.00025687166	0.0017282314	0.86427605	0.096585624	0.014966692	0.0037640578	0.005887202	0.01253524
i	0.009779006	0.04227008	0.42342755	0.33466202	0.07181954	0.015494684	0.02045237	0.08209477
n	0.00042439965	0.0010829505	0.08484204	0.75990814	0.08839993	0.023020597	0.02043086	0.021891078
a	0.00021082546	0.0005158123	0.015335926	0.7894014	0.11866326	0.023464346	0.024883598	0.027524827
v	0.00039658224	0.0004754455	0.010279551	0.49987754	0.3977757	0.04131215	0.021832967	0.02805003
o	0.0010118377	0.0022203843	0.004019897	0.33827883	0.42540103	0.06203522	0.064743385	0.102289446
r	0.0006164578	0.0010025353	0.02772609	0.25439408	0.46070233	0.1556849	0.045623984	0.054249622
à	0.00061700185	0.00062774046	0.001886367	0.15130796	0.71499413	0.056215346	0.030454608	0.04389682
s	0.0051928866	0.00479905	0.05087323	0.059361476	0.44746506	0.27924567	0.067310706	0.08575192
o	0.0035081469	0.0053294823	0.011077012	0.08109106	0.6837447	0.13022557	0.04010605	0.044917952
m	0.0008677363	0.00035550797	0.001362431	0.016004432	0.27994224	0.48429337	0.16265853	0.054515813
e	0.009550987	0.021839386	0.014474797	0.031659923	0.1449835	0.29753512	0.13201535	0.34794098
o	0.0022410194	0.0006425587	0.0018301896	0.040758613	0.18350752	0.3054461	0.3406	0.124974
t	0.004101592	0.0014231232	0.0013259333	0.0033920154	0.029011605	0.19912112	0.58978754	0.17183708
s	0.0013189751	0.0019158233	0.0018788181	0.0006462319	0.013381594	0.40385088	0.51598173	0.06102597
o	0.003466018	0.0045209727	0.0066377735	0.0061539756	0.12583494	0.13347365	0.38610843	0.33380425
m	0.11838715	0.06270107	0.013529344	0.015633179	0.021149509	0.12585935	0.3194697	0.32327068
ì	0.0016556418	0.0016643131	0.020216793	0.0012083997	0.003960428	0.034069385	0.45600066	0.4812244
</S>	0.0016558755	0.0056580547	0.0052536814	0.0012583663	0.02004841	0.04182867	0.767883	0.15641391
