 	non	mi	aspetti	che	non	vengo	</S>
m	0.8259113	0.15466535	0.0024259086	0.001715578	0.0048591536	0.008157735	0.0022650878
ì	0.0526906	0.023193562	0.16106756	0.22385234	0.08289561	0.23281597	0.2234844
m	0.116826005	0.56258446	0.07831839	0.08331756	0.010765161	0.08339519	0.06479329
e	0.022472374	0.07889077	0.14129505	0.20319958	0.012646939	0.42898163	0.11251362
m	0.13965453	0.68458253	0.039977383	0.05339398	0.02927017	0.026624242	0.026497236
ì	0.005617371	0.016067732	0.06203078	0.24214414	0.0058111046	0.39480892	0.27352
n	0.020895699	0.054322246	0.2773019	0.5053656	0.012484938	0.07931641	0.05031314
e	0.0014161941	0.00394147	0.2452596	0.6281229	0.010955258	0.069658786	0.04064574
k	0.0030862526	0.008442001	0.23243223	0.58700264	0.13475175	0.018938866	0.015346265
a	8.430832e-05	0.00063072814	0.09576305	0.76229376	0.022657424	0.05921882	0.05935204
e	0.00094739103	0.0021126287	0.08482391	0.39671093	0.44484583	0.044710007	0.025849368
n	4.662508e-05	5.3935273e-05	0.031386368	0.12047824	0.6402134	0.09857075	0.10925076
è	0.0005619265	0.0046696216	0.005737147	0.013489794	0.12275997	0.8160797	0.036701836
r	2.6534919e-05	7.9686986e-05	0.0062317243	0.02056725	0.011064118	0.9419818	0.020048855
k	0.0005148726	0.001535683	0.010169086	0.021729607	0.04188586	0.8913139	0.032850984
u	9.0829235e-05	0.0002539641	0.01193637	0.045831528	0.035530247	0.782526	0.123830974
m	0.00067307334	0.0003595021	0.010551376	0.008606232	0.015084809	0.095953986	0.868771
e	0.00038643187	0.0005980732	0.023662891	0.005382626	0.0011764754	0.2943727	0.67442083
</S>	0.0011385214	0.0018248098	0.0073771714	0.0047772103	0.0693059	0.10073338	0.814843
