 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.95773476	0.027130026	0.00467544	0.001835855	0.0017106136	0.0017848775	0.0028424463	0.0022859618
ì	0.4440007	0.03413407	0.13966253	0.11381739	0.0701181	0.03685406	0.010268321	0.15114492
n	0.41333234	0.3783146	0.105227105	0.03506903	0.0134920925	0.0064972835	0.002677207	0.04539032
i	0.5347675	0.26287517	0.11786231	0.027728328	0.009353918	0.0045150346	0.0022398091	0.0406579
e	0.07474397	0.6576082	0.1998195	0.019426364	0.016680008	0.011224501	0.008786277	0.0117111765
n	0.0051466487	0.4298718	0.434091	0.059693865	0.03672586	0.012666616	0.005672525	0.016131716
è	0.049791988	0.10162496	0.7324763	0.010878373	0.06699115	0.014560527	0.0010673995	0.022609266
r	0.26761916	0.013323719	0.604724	0.071800426	0.014017086	0.0016704688	0.0017601786	0.025084876
k	0.010018985	0.0064843353	0.9011615	0.01056639	0.04348121	0.0032279433	0.0005515776	0.024508066
o	0.00859842	0.006415702	0.84003633	0.05504599	0.02507787	0.007376611	0.007150018	0.050299015
t	0.0004383636	0.003943608	0.017965555	0.776691	0.17330484	0.011241512	0.0016927305	0.014722323
t	0.0019212981	0.00036974472	0.010291446	0.47621498	0.47102597	0.012410365	0.0013587516	0.02640741
e	0.0029495899	0.00051188085	0.07540803	0.7141283	0.09885756	0.006292563	0.005479836	0.09637221
e	0.000770783	0.0012509205	0.005531492	0.64417	0.2557234	0.031400654	0.007438048	0.053714823
t	0.0010419075	0.0002123552	0.010822774	0.53414744	0.22060528	0.113719516	0.010857315	0.108593464
u	0.002001271	0.003313741	0.001977448	0.06701882	0.66190624	0.20466661	0.0011102797	0.05800559
s	0.008104686	0.0036433316	0.020864176	0.19416285	0.15370183	0.4577969	0.095601246	0.06612509
m	0.024965337	0.0021457016	0.0072805188	0.065076455	0.089333	0.49905527	0.030017346	0.28212637
è	0.00054474897	9.767452e-05	0.0037770343	0.008807349	0.023696547	0.15519339	0.012366008	0.7955172
n	0.018492581	0.0006378651	0.15145059	0.10546146	0.06153611	0.2306713	0.14775926	0.28399083
o	0.00059452944	0.00018477946	0.004354537	0.006026711	0.113461874	0.7110628	0.009499485	0.15481532
m	0.008121589	0.0013683937	0.0051409863	0.05778925	0.062097043	0.19471762	0.31224668	0.35851848
e	0.0013247612	0.00022209487	0.0019636897	0.00035045567	0.001790936	0.31277147	0.23270276	0.44887382
t	0.0029363409	0.0003961879	0.001047304	0.011933967	0.04846	0.10890945	0.4216671	0.40464962
r	0.0024955235	0.00020127732	0.0012675682	0.00016102186	9.268965e-05	0.022281298	0.4422262	0.53127444
ò	0.00065088336	2.4396013e-05	0.0006104878	0.0004938349	0.004975624	0.028733492	0.035959415	0.92855185
m	5.0763476e-05	6.332733e-05	0.00016958105	1.33622e-05	0.00039489512	0.042148314	0.18763934	0.7695204
e	0.00021256148	9.563443e-05	0.0005968528	0.0002117245	0.0004649411	0.00553888	0.90499026	0.08788923
</S>	0.00042532297	0.00011431163	0.0012361432	0.00044303783	0.00495316	0.01780067	0.0295342	0.94549316
