 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.95842785	0.0069132876	0.004223079	0.003784785	0.0037920438	0.0037991637	0.0037739673	0.0037764206	0.0037822288	0.0038839874	0.0038431115
r	0.820953	0.034499615	0.024081338	0.02017378	0.01634307	0.014477288	0.022240242	0.017559173	0.009593479	0.0031804447	0.016898494
t	0.7766031	0.046354406	0.037577115	0.023127148	0.019022916	0.017219909	0.024167933	0.020121029	0.012139534	0.0041846456	0.019482354
e	0.51735544	0.028857853	0.06705843	0.07233293	0.047157697	0.03768358	0.09617747	0.05470158	0.020501357	0.0078683775	0.050305214
n	0.022880755	0.6304017	0.13476928	0.030699056	0.026236422	0.02597689	0.02604762	0.025998278	0.02584196	0.02514708	0.02600106
a	0.011522492	0.11676811	0.21577989	0.095201924	0.08612817	0.08421693	0.08965395	0.08698168	0.07741154	0.049988642	0.086346686
i	0.005597069	0.51459235	0.37157184	0.028549537	0.012051363	0.011353757	0.011351059	0.011307698	0.011255495	0.01102573	0.011344113
v	0.00034319717	0.23640773	0.5874837	0.068351045	0.017023508	0.015059434	0.014738791	0.014962703	0.014785449	0.013984587	0.016859904
ò	0.0005786624	0.015623074	0.676733	0.120258994	0.032174606	0.030932654	0.014418196	0.032360632	0.028477296	0.017700167	0.030742709
s	0.0042513413	0.10521226	0.574062	0.23538156	0.017520478	0.010758242	0.01823597	0.013202993	0.0064990246	0.0021769835	0.012699108
t	0.0008205403	0.008492621	0.6656872	0.26120088	0.014901324	0.008012673	0.015132811	0.010240773	0.0044580568	0.0015100734	0.009543043
e	0.0042937207	0.0035993005	0.6757268	0.14627862	0.020484911	0.014328032	0.0778486	0.022654997	0.00868125	0.0056011193	0.020502727
s	0.0016528574	0.036000747	0.104306206	0.45261246	0.110494696	0.051812496	0.040691674	0.048786405	0.045392547	0.033474773	0.07477514
t	0.00089480943	0.0017030773	0.2210169	0.53677535	0.06845692	0.035129726	0.029000614	0.038413692	0.02370215	0.008195629	0.036711104
u	0.0007174618	0.0009836194	0.16565616	0.6557038	0.03732315	0.018404989	0.049177043	0.026932897	0.009499424	0.0041889385	0.03141253
d	0.0004298421	0.017603494	0.014963291	0.3605737	0.2762587	0.05872594	0.04431663	0.04720506	0.04477569	0.034822468	0.100325115
i	0.0010543815	0.00021996646	0.018037267	0.50734246	0.2516591	0.051115714	0.023725385	0.06500745	0.022231866	0.008353486	0.05125294
è	0.00011372061	0.005968433	0.009619876	0.22419514	0.56328607	0.07669269	0.042212535	0.019040937	0.01819951	0.017649364	0.023021724
o	0.0007042875	0.00017010616	0.00555437	0.19697331	0.5752426	0.06948443	0.098699786	0.017037762	0.0065726903	0.0039389497	0.025621789
n	0.00011986317	0.00013437308	0.0008088501	0.058960848	0.44141906	0.36266786	0.030452985	0.023843875	0.021176543	0.016812924	0.043602794
a	0.0010333705	0.00020227405	0.0010971789	0.08467994	0.3117453	0.42150038	0.053396154	0.058354873	0.0326183	0.009405097	0.025967147
n	0.00069332717	0.0005687459	0.00050591317	0.0040971623	0.17687517	0.58372283	0.08830506	0.050685216	0.032298587	0.03251613	0.029731836
a	0.0023937733	0.00031374182	0.000666401	0.050168026	0.10686825	0.54453176	0.12928633	0.088657714	0.038719516	0.008955603	0.029438855
m	0.0013727663	0.00039904544	0.0005844364	0.0025277203	0.07917842	0.53171086	0.055052835	0.15085302	0.07176216	0.067418285	0.039140355
à	0.0050270976	0.00060173654	0.0011762939	0.020316673	0.020556174	0.17909457	0.5409536	0.08606132	0.03488992	0.010783831	0.100538805
s	0.006124934	0.00015112509	0.0009378458	0.012834255	0.10950809	0.22298557	0.4202384	0.14318982	0.025939032	0.016062608	0.042028308
o	0.0074474746	0.000111801266	0.00068669306	0.013956769	0.09877408	0.52397054	0.23714903	0.07620007	0.013002373	0.00710887	0.021592287
n	0.0011422563	0.0003293754	0.0003149373	0.0008466715	0.013106004	0.20660031	0.020288374	0.4830326	0.17077427	0.06589201	0.03767314
a	0.0024079753	0.00014911147	0.000311882	0.0023905674	0.020528827	0.34071904	0.18655942	0.2529859	0.09634138	0.032623217	0.06498268
d	0.0016295537	0.00012118381	0.00029522055	0.0006708106	0.0034469403	0.03917996	0.006444598	0.27722353	0.4446915	0.16551208	0.060784638
