 	si	è	rotta	la	coppa	</S>
e	0.92408	0.040216923	0.011390141	0.0043063285	0.013047129	0.0069594774
g	0.21506488	0.48996788	0.20570228	0.033864655	0.027500248	0.027900089
l	0.0069972365	0.1665155	0.45730177	0.06831973	0.27206436	0.028801383
à	0.018907739	0.16225977	0.6573147	0.06786546	0.048759643	0.04489268
s	0.006705304	0.03338209	0.36887395	0.45135286	0.09887312	0.040812623
t	0.0019518305	0.014663677	0.31054357	0.48289385	0.16238979	0.02755724
i	0.01090054	0.026974175	0.23460484	0.3719482	0.25860682	0.09696537
e	0.002631317	0.009526555	0.030386562	0.8816848	0.020855922	0.0549149
c	0.0021818362	0.004825214	0.020510763	0.5488767	0.2338672	0.18973824
ò	5.5790533e-05	0.0007187704	0.0005859785	0.053017247	0.90476966	0.04085253
p	0.0010613163	0.0007092572	0.0008990184	0.043750558	0.8595897	0.09399018
p	0.00011832341	0.00024520466	0.00054190005	0.023097571	0.5980526	0.3779444
a	0.00015679693	0.000117434014	9.7910684e-05	0.006810058	0.98480725	0.008010493
</S>	0.00042393236	0.0030823783	0.0028335103	0.020236596	0.041352477	0.9320711
