 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.8839999	0.028645575	0.009735908	0.009071022	0.008976006	0.009287871	0.039960537	0.010323219
g	0.69563603	0.20330678	0.033571232	0.010722824	0.027821127	0.0039469646	0.0027561455	0.02223894
r	0.31777003	0.5084636	0.05951109	0.022740886	0.04107721	0.009227541	0.0052713533	0.035938203
a	0.30588576	0.58084196	0.04213722	0.016180962	0.021166334	0.008313332	0.005579495	0.01989498
t	0.066491716	0.5709294	0.2945783	0.02165654	0.012099406	0.011477672	0.011202696	0.011564264
s	0.020023935	0.64158803	0.22178802	0.032410625	0.028386487	0.021817641	0.007967819	0.026017562
a	0.10007931	0.27387112	0.3515898	0.04891659	0.10810441	0.016576272	0.010208676	0.09065377
è	0.050645843	0.1888003	0.45357803	0.0981124	0.0585216	0.04989001	0.04527765	0.055174176
n	0.016242912	0.02626702	0.7724562	0.09682363	0.055812962	0.004017144	0.0029322316	0.025447885
a	0.0055186427	0.028920397	0.75175214	0.12710635	0.057747707	0.0040882733	0.0010969783	0.023769466
n	0.002957777	0.014338565	0.10872105	0.665424	0.10342308	0.047182456	0.033318184	0.024634894
g	0.00019726677	0.0027252468	0.049818765	0.7680431	0.12669362	0.025875272	0.0030763191	0.02357044
r	0.0033288675	0.044104714	0.0898657	0.5628256	0.13417065	0.050593775	0.02711199	0.08799866
à	0.0015354503	0.009391532	0.09194259	0.29964563	0.5409045	0.022702362	0.006578279	0.02729965
m	0.0053281966	0.0064675515	0.06811198	0.07322272	0.78002477	0.046570644	0.008373422	0.011900662
m	0.00020612784	0.00043175975	0.0016538806	0.028911093	0.89524835	0.051282104	0.003241685	0.019024998
a	0.035640195	0.038278006	0.08077537	0.42954832	0.24105592	0.018976005	0.044413067	0.11131317
u	0.00088556646	0.0018016116	0.005952748	0.13834116	0.19276856	0.5285489	0.1137788	0.017922683
d	0.0007174537	0.001791324	0.0015561733	0.060398113	0.09240713	0.32936049	0.38286301	0.13090627
e	0.0006709415	0.000296581	0.00034526305	0.025729312	0.0328226	0.7856649	0.045361865	0.10910847
r	0.000577698	0.00056885555	0.00035892756	0.013943327	0.010483335	0.08780461	0.73226005	0.15400317
f	0.005318411	0.0003229333	0.00026543572	0.0018234096	0.023239605	0.27300876	0.36761633	0.32840517
ù	0.0010584818	0.00052884355	0.0016227437	0.017591009	0.044821408	0.11752811	0.052409217	0.76444024
m	0.0021333105	0.0004993637	0.00028680274	0.0012165959	0.017661596	0.008467445	0.5075683	0.46216664
m	0.00022027073	0.00012170677	0.0002768326	0.0006479308	0.004892662	0.033772502	0.6740731	0.28599498
u	0.0037991365	0.0040319543	0.0075639384	0.049639523	0.24550919	0.4370793	0.09259134	0.15978561
</S>	0.00053771905	0.0004236391	0.0003750118	0.0013338542	0.0007162678	0.009825461	0.15883818	0.8279499
