 	se	vieni	a	casa	ogni	sabato	</S>
a	0.75126433	0.17578769	0.021059865	0.0069808294	0.0105159525	0.025529293	0.008862036
n	0.2833553	0.4883201	0.121428184	0.03134172	0.02501452	0.024998512	0.025541656
è	0.013851798	0.022710314	0.44703943	0.16659215	0.111007065	0.12767507	0.111124195
r	0.013747234	0.024742303	0.65163374	0.14104488	0.036256798	0.078661606	0.053913504
t	0.0029794525	0.014473564	0.51672626	0.26887336	0.023160452	0.123386666	0.050400287
i	0.019600652	0.04936479	0.32801795	0.19509228	0.046840616	0.25111374	0.10997003
è	0.023141362	0.046346463	0.44243088	0.42634907	0.022931607	0.019288052	0.019512612
s	0.0018605009	0.006952724	0.18308719	0.73117065	0.01583035	0.041096296	0.020002339
s	0.0002297776	0.0005758462	0.09277515	0.83217	0.017675947	0.037310675	0.019262535
u	0.0007854632	0.0015889014	0.08220058	0.77424985	0.030721812	0.0626137	0.047839724
k	0.001689112	0.0036126398	0.03552692	0.25313365	0.4955757	0.0681546	0.14230734
u	1.8349398e-05	0.00015920149	0.0045721396	0.13748133	0.5077702	0.1876394	0.16235936
à	0.010465962	0.012291895	0.015312753	0.09944275	0.7702459	0.037798125	0.054442603
i	8.81108e-06	2.9784453e-05	0.0011922955	0.020546805	0.7386009	0.16331726	0.07630412
s	2.4621157e-05	2.362673e-05	0.00130924	0.010360955	0.55664784	0.19162486	0.24000883
à	1.512993e-06	1.6318468e-06	9.563957e-05	0.00078688405	0.2848332	0.6785167	0.03576438
m	5.881132e-06	1.3699247e-05	0.0002168824	0.005452251	0.028006447	0.9430574	0.023247479
b	4.9262155e-05	0.000100678495	7.943479e-05	0.0021862804	0.03821662	0.89751273	0.061854992
a	3.995323e-05	0.00013517305	0.00059032545	0.02719985	0.11982234	0.7831816	0.069030754
</S>	1.3044585e-05	1.637197e-05	0.00052914803	0.00059008214	0.0039293496	0.18578863	0.8091334
