 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.44578877	0.100954436	0.06385368	0.05674196	0.05517548	0.055184107	0.055057265	0.055057947	0.05634904	0.05583729
s	0.7083019	0.05452267	0.03815856	0.04716578	0.033294484	0.02245332	0.040758908	0.012579742	0.0032459192	0.03951868
e	0.8136904	0.05007794	0.020828914	0.021444557	0.019495042	0.01710249	0.020636624	0.013189366	0.0030792078	0.02045552
l	0.69690186	0.1569567	0.020160789	0.018161034	0.018119624	0.018077815	0.018105458	0.018025668	0.017377907	0.018113114
a	0.6746034	0.15191816	0.024956584	0.023141496	0.022777816	0.022306029	0.022987219	0.021410827	0.012960044	0.022938542
n	0.21090107	0.5580175	0.04092511	0.027634414	0.02743769	0.02726637	0.027308868	0.027153518	0.02596856	0.027386988
a	0.082185715	0.5627292	0.07280651	0.04621025	0.04392129	0.042145833	0.04519344	0.040676832	0.01952444	0.04460656
v	0.073402524	0.48703697	0.16118956	0.041864205	0.040611766	0.039583422	0.03960973	0.03922007	0.036910664	0.040571082
r	0.007852111	0.13372308	0.26833826	0.10734551	0.09755889	0.08627353	0.103929006	0.07452572	0.018978022	0.10147585
ì	0.042647723	0.46350443	0.2601068	0.04642029	0.040136117	0.033794966	0.040947072	0.025687203	0.0059531746	0.04080227
k	0.006609423	0.12878552	0.72406435	0.057024844	0.022252675	0.009713402	0.022982303	0.004963153	0.0019078555	0.021696532
o	0.004969613	0.059664585	0.717763	0.08583273	0.028679738	0.0131442435	0.041268583	0.007344136	0.0037719707	0.03756144
a	0.005089358	0.086618654	0.5207523	0.14198242	0.0742351	0.038769864	0.03476736	0.033893634	0.031200984	0.032690275
f	0.00059444946	0.004390458	0.3550243	0.20869233	0.20755614	0.054507844	0.041672625	0.037045494	0.037186395	0.053329945
ù	0.00082315295	0.0021657462	0.2624097	0.21364596	0.20666495	0.074356236	0.0712935	0.06578597	0.03785233	0.06500251
r	0.00101888	0.03670862	0.2179589	0.41021785	0.20587084	0.023341442	0.0466274	0.008714978	0.0057986886	0.043742433
n	0.0011696052	0.0015537493	0.23769404	0.56966114	0.12930779	0.010936977	0.024984997	0.0039174515	0.0025834218	0.01819078
o	0.00013819027	0.00054906186	0.04294609	0.75982165	0.11892723	0.015209078	0.02752036	0.0072513195	0.00824517	0.019391814
k	0.00070672546	0.002241951	0.01473105	0.077911325	0.49165553	0.22387584	0.0626166	0.024642078	0.017872442	0.083746426
a	0.0015237273	0.0018211359	0.014306954	0.021937292	0.51108277	0.18074693	0.09765828	0.035797574	0.012873103	0.122252285
k	0.00013246655	0.00022815845	0.0073251287	0.033252705	0.31345737	0.43249786	0.123384	0.03782872	0.031287894	0.020605752
a	0.00062186405	0.00041960197	0.0016129304	0.017390182	0.41736826	0.29815096	0.16393407	0.03371456	0.006759335	0.060028214
n	0.00017307972	0.00022235651	0.0017747346	0.01198633	0.10289774	0.4756918	0.24773218	0.080276415	0.054210737	0.025034597
n	0.0005388007	0.0004212646	0.00073114043	0.010437701	0.21449964	0.38207078	0.2732859	0.066363156	0.0069972095	0.044654362
i	0.0004166088	0.00025027848	0.0011047206	0.024895865	0.13184299	0.41221312	0.27127075	0.071032315	0.01869862	0.0682747
u	0.00042658704	0.00034378504	0.0018655136	0.008055612	0.03286626	0.25364426	0.25737536	0.25231898	0.11196088	0.08114276
n	0.0007122922	0.00031827576	0.0012339408	0.012535424	0.05806907	0.16724043	0.40010008	0.10740535	0.064414844	0.18797033
r	0.0020974537	0.00062723	0.0010004861	0.003780946	0.010881564	0.10883282	0.1813417	0.55973214	0.041103423	0.0906022
ù	0.0013938583	0.00086819887	0.0011515623	0.0043991343	0.022017334	0.17355593	0.10051274	0.4958418	0.09282043	0.107438974
s	0.0042682244	0.00047226486	0.0016132169	0.013576035	0.005714577	0.02848457	0.15599468	0.20865147	0.3908761	0.19034886
t	0.001872845	0.003525441	0.003174698	0.029601522	0.007562523	0.039590444	0.10802574	0.3183489	0.3206989	0.16759893
i	0.0068444265	0.00043339617	0.00046491457	0.010107269	0.029778088	0.04523205	0.13049163	0.34031188	0.28817052	0.14816578
k	0.029661	0.003872605	0.003507706	0.04653243	0.02225026	0.03285815	0.1710226	0.35778484	0.1274537	0.20505673
o	0.0014883975	0.00062730204	0.0010610147	0.023221621	0.0020052525	0.01278812	0.02874618	0.28188106	0.3673773	0.2808038
k	0.0026639607	0.00097306515	0.0006441282	0.0009114642	0.0019201271	0.01431366	0.009522835	0.10275314	0.6818101	0.18448752
a	0.002494066	0.0023090737	0.0019136159	0.009657913	0.00096929114	0.0029308323	0.011247585	0.042760883	0.33463815	0.59107864
l	0.0037390734	0.0011293787	0.000714718	0.0008659036	0.0012424251	0.008044996	0.0043146736	0.05856876	0.70786256	0.21351744
ù	0.00071035	0.00065864035	0.0013025306	0.005719699	0.00016894238	0.00047720692	0.00299346	0.007756119	0.2769074	0.7033056
</S>	0.00084413984	0.00028760414	0.0002575344	0.008486067	0.00025580334	0.0006209403	0.0027758086	0.008364755	0.36633122	0.6117761
