 	avete	cucinato	le	verdure	</S>
i	0.72756875	0.148674	0.021733519	0.062058497	0.039965264
m	0.5845786	0.28889632	0.043965917	0.030184887	0.052374218
a	0.7923112	0.09053404	0.06524382	0.004658579	0.04725234
r	0.13303228	0.6557179	0.06381078	0.06829156	0.07914742
è	0.12128215	0.7758198	0.06755934	0.0077554383	0.027583366
t	0.022390107	0.8959181	0.06666109	0.00683989	0.0081908805
s	0.23469824	0.6524099	0.10301806	0.0049028834	0.0049708188
a	0.032635164	0.847073	0.06688422	0.02908861	0.024318993
t	0.0051168855	0.111272156	0.70221746	0.03125898	0.15013456
o	0.0054278676	0.03297713	0.77768975	0.050184987	0.13372028
l	0.012005784	0.020355554	0.56399214	0.21716769	0.18647888
a	0.0007438254	0.0018194767	0.91065896	0.07887298	0.007904766
l	0.00086090283	0.0015235888	0.06984132	0.5543674	0.37340677
à	0.0009345865	0.002414048	0.65299505	0.31985945	0.023796886
c	0.0001089334	0.0010055327	0.022896368	0.9629498	0.013039392
h	8.531762e-05	0.0012257638	0.097922534	0.8900697	0.010696625
a	0.0015803558	0.035453472	0.4773411	0.38889945	0.09672566
n	0.07612228	0.03602066	0.19241843	0.36078298	0.33465567
a	0.0012093126	0.0021410887	0.074959524	0.87582856	0.045861475
</S>	0.028314546	0.038434237	0.08192628	0.17829697	0.673028
