 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.9572223	0.01706434	0.0036646149	0.0030860638	0.003023394	0.0030310256	0.003025866	0.0030513627	0.0036054805	0.0032255778
l	0.30902967	0.4785215	0.062415723	0.023963463	0.021793416	0.021348203	0.02156789	0.02152467	0.017822629	0.02201278
ì	0.11422069	0.14543808	0.05137017	0.19876155	0.10733637	0.045605686	0.10038562	0.107562535	0.02380391	0.1055154
k	0.25624087	0.3671222	0.09327762	0.09461183	0.04446024	0.018607602	0.04680386	0.034407116	0.003793505	0.040675145
o	0.2124512	0.31531623	0.047441028	0.17196393	0.06130424	0.018582843	0.068838455	0.04291728	0.00638405	0.05480066
e	0.05348503	0.10348954	0.63261104	0.12984349	0.019660652	0.012700473	0.012230663	0.012269567	0.01139151	0.012318085
n	0.0029893527	0.058956545	0.56972164	0.23464982	0.06179932	0.016753811	0.014537763	0.014684797	0.010612798	0.015294118
p	0.0043237745	0.004102921	0.04503608	0.7894319	0.0853933	0.007155304	0.0157642	0.018507682	0.012554662	0.017730227
r	0.009984227	0.052226946	0.024048999	0.31049886	0.1604048	0.058886036	0.12510449	0.11713781	0.014223237	0.12748452
a	0.025742989	0.03553139	0.055788055	0.65277123	0.15058905	0.014235359	0.023754375	0.018731643	0.0019261397	0.020929722
t	0.014817896	0.12531775	0.17346404	0.11619321	0.43874854	0.041100483	0.02507707	0.022797978	0.02017195	0.022311093
ì	0.00018686966	0.001815643	0.001976537	0.7159298	0.2074419	0.0024741197	0.014709996	0.03273641	0.0024029315	0.020325825
m	0.009086236	0.0357029	0.012313713	0.07454588	0.7411983	0.040921256	0.03216774	0.021800252	0.0033121747	0.02895147
à	0.00017985287	0.0001905531	0.0034009065	0.8252355	0.13565972	0.0018828155	0.007971054	0.011990586	0.005926616	0.0075624045
i	0.0016607945	0.029011311	0.014375477	0.057866283	0.6695049	0.10989174	0.0686644	0.022567965	0.0031287188	0.023328435
n	0.00020349446	0.00049746386	0.0054579424	0.0018071249	0.21273467	0.5573343	0.16288798	0.041212663	0.0039268355	0.013937526
e	6.3128755e-05	6.137538e-05	0.00034930807	0.00462232	0.4043722	0.21702649	0.23750252	0.08812653	0.007173877	0.040702235
m	0.0005682244	0.0003213839	0.007825857	0.0024738535	0.04912362	0.46197513	0.27732804	0.10307209	0.051932875	0.045378897
m	0.00028790577	0.00014885633	6.155239e-05	0.021883339	0.014150376	0.044673737	0.589289	0.21632642	0.012603327	0.100575484
è	0.00016290844	0.00023514667	8.853437e-05	0.00417156	0.059602864	0.15294805	0.11182469	0.10159219	0.046120234	0.5232538
n	0.0002094188	0.000888481	0.0066198553	0.02802139	0.11390518	0.13976891	0.4218037	0.2140741	0.02484508	0.04986388
o	3.1942778e-05	6.806412e-05	9.166727e-05	0.0014568464	0.014918077	0.035982765	0.728377	0.19737297	0.007910198	0.013790441
m	0.00076861837	0.00019309256	0.0026602542	0.0012195007	0.011542789	0.11236723	0.24636841	0.33928287	0.24149732	0.044099998
i	0.00026277872	5.8083377e-05	1.09597795e-05	0.012197987	0.0017978451	0.007836084	0.19279554	0.44226	0.15340634	0.18937442
n	0.00096336944	0.00019017245	0.00059033796	0.0006461887	0.0024652851	0.062051143	0.07921613	0.1966844	0.5765982	0.080594756
a	0.002812454	7.609857e-05	1.0035968e-05	0.0064119115	0.00053635356	0.019617222	0.045920253	0.36833933	0.38410762	0.17216863
l	0.0009490973	0.00011953464	0.000117087664	0.0003992495	0.0008819498	0.008592307	0.011707192	0.051708788	0.7999144	0.12561037
i	0.0035939168	0.00016030265	1.0445461e-05	0.004224756	0.0002697608	0.0075465185	0.019324785	0.0718783	0.5313023	0.3616889
p	0.0006692885	9.5712916e-05	3.5485355e-05	0.0003051737	0.00050787587	0.002082392	0.0027389713	0.016162202	0.7933118	0.18409121
ù	0.0014784444	0.00028149507	4.548532e-05	0.0137036275	0.0010756169	0.0054554236	0.011948903	0.05100168	0.49351448	0.42149478
n	0.0001351233	1.2010146e-05	2.893504e-06	0.003739473	0.0002016223	0.0003727831	0.011853115	0.031393874	0.62505203	0.32723707
a	0.00021078109	9.747427e-05	2.002971e-05	0.0004432705	7.596714e-05	0.0007504118	0.002157321	0.012574215	0.7846551	0.19901547
</S>	0.0001933876	4.8341877e-05	3.390409e-06	0.00057252403	0.0001689724	0.0002588817	0.0007627173	0.008473816	0.3816035	0.60791445
