 	lo	sentii	ee	che	arrivava	</S>
t	0.86486137	0.031206388	0.010281032	0.016403629	0.06462192	0.01262552
o	0.81834793	0.10292395	0.021021087	0.0159692	0.020755617	0.020982167
n	0.1468332	0.73572344	0.039154146	0.02607016	0.026131656	0.026087463
ì	0.11654493	0.028875737	0.15142368	0.07499863	0.31099185	0.31716523
k	0.05068964	0.21190242	0.5166781	0.017256988	0.09258576	0.11088711
u	0.22249915	0.14889474	0.3354094	0.020883976	0.10202998	0.17028266
s	0.029270591	0.08879431	0.7920205	0.044223215	0.02484401	0.02084741
a	0.0059928196	0.07611072	0.83015174	0.03607069	0.026344383	0.025329573
e	0.010065266	0.05088304	0.7000205	0.19006726	0.02898276	0.019981252
e	0.0021051369	0.0052137356	0.16416137	0.7343177	0.059558228	0.03464373
k	0.0015307557	0.00252841	0.06920433	0.70396537	0.16033606	0.06243516
a	0.0010053933	0.0012012958	0.006415966	0.3750767	0.5576633	0.058637355
è	0.0041128867	0.0100486325	0.031423293	0.37104517	0.5191657	0.06420428
s	0.00075506535	9.444052e-05	0.0041255415	0.13735153	0.7580387	0.09963473
t	0.00014828183	2.563932e-05	0.000121609424	0.041289497	0.8689129	0.0895021
a	0.016552355	0.0019300255	0.028886726	0.1169026	0.33668646	0.49904186
z	0.014459296	0.0008999354	0.004224313	0.023828695	0.42877617	0.5278116
z	0.0006043612	2.5681136e-05	0.00035641826	0.003195693	0.16228119	0.8335367
e	0.0002976908	3.802456e-05	0.00013162804	0.0020693596	0.15120684	0.8462564
</S>	0.0062264344	0.00011886644	0.0005485664	0.005747592	0.42022946	0.5671291
