 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9075249	0.04347533	0.0105323475	0.008129606	0.0063750856	0.0068216133	0.008825075	0.008316166
s	0.40291056	0.4212281	0.040823452	0.026850307	0.023933746	0.025202954	0.02696297	0.032087814
o	0.03733638	0.70928	0.05053774	0.0370556	0.041891854	0.04128432	0.04212809	0.040485952
g	0.12546414	0.5562885	0.16580047	0.038150255	0.02857837	0.02761535	0.027694533	0.03040843
g	0.0076133804	0.41727057	0.14724639	0.064929575	0.09462484	0.09001427	0.09279859	0.08550238
è	0.007539676	0.10292071	0.057902627	0.06148472	0.053799976	0.12506153	0.21493725	0.3763535
s	0.07042562	0.1235803	0.31400046	0.18378502	0.04382958	0.06986279	0.07392686	0.12058934
t	0.010651379	0.1880729	0.3598394	0.1782773	0.13617785	0.04529079	0.041643053	0.04004725
e	0.036818456	0.14818233	0.22772557	0.13996601	0.05128676	0.094819166	0.0773055	0.22389619
k	0.0007269946	0.011345677	0.22154893	0.57340974	0.11566437	0.01886333	0.016607132	0.041833773
a	8.168967e-05	0.007942495	0.09215685	0.39918712	0.33062756	0.060806457	0.04808245	0.061115403
m	0.0034334117	0.026433757	0.22465205	0.2546599	0.35229608	0.055358816	0.025669571	0.057496376
b	0.00026225683	0.00014720825	0.0018492282	0.049432777	0.45411518	0.16738343	0.18892913	0.13788068
ì	0.0007439221	0.011173584	0.05325436	0.11332682	0.033876196	0.029320976	0.19972968	0.55857444
k	0.008108502	0.028411627	0.20642155	0.24402365	0.16800606	0.19646801	0.062286504	0.086274065
e	0.00022132683	0.0017140817	0.01698469	0.08361633	0.42444956	0.36305967	0.074377485	0.035576858
a	0.0003352811	0.0065168533	0.101658225	0.095576145	0.14614274	0.3522614	0.22287515	0.07463416
p	0.00031842937	0.0010986563	0.002835805	0.0058594807	0.04326925	0.17786615	0.5916447	0.17710762
ò	0.00021173568	4.0326533e-05	0.00011252963	0.0012266417	0.008803142	0.08860577	0.6430221	0.25797775
t	0.00036020152	4.2230164e-05	0.0001602637	0.0018928277	0.00724695	0.13203776	0.6866174	0.17164233
t	0.00026479896	4.7931884e-05	3.9306018e-05	0.00038799603	0.0039967876	0.110956654	0.63919336	0.24511316
u	4.054927e-05	2.5605706e-05	5.765044e-05	0.00077226746	0.004763695	0.10876578	0.7623399	0.123234585
</S>	0.0019462615	0.00040714155	0.00039676038	0.001023033	0.004495619	0.09664632	0.77491915	0.1201658
