 	credo	che	stanno	ancora	svegli	</S>
p	0.89504147	0.04864667	0.017363448	0.009562362	0.017444631	0.011941343
i	0.5780842	0.13318217	0.12814246	0.035771105	0.0064545595	0.118365556
s	0.56617767	0.23882458	0.05323139	0.05039933	0.040650357	0.050716724
t	0.79938066	0.16061328	0.020208685	0.0032358172	0.0008393631	0.015722217
è	0.7759113	0.10541401	0.06776303	0.0058871894	0.0035333429	0.041491225
o	0.20623378	0.68417686	0.069426164	0.004741358	0.002663679	0.032758158
k	0.042069383	0.83746266	0.08559138	0.017144773	0.0034786987	0.014253085
a	0.055424247	0.78291965	0.10998911	0.009583122	0.00061041006	0.041473567
s	0.049875934	0.2938512	0.43822783	0.1046593	0.047913052	0.06547275
t	0.0052132467	0.34910867	0.60305315	0.017440466	0.00030814056	0.024876263
è	0.026489248	0.44163612	0.37017077	0.026067343	0.005948006	0.12968849
o	0.033083566	0.06443296	0.84168077	0.02995875	0.0057527074	0.025091235
n	0.0022451556	0.049314838	0.52238286	0.388134	0.003067662	0.03485551
e	0.0009866368	0.0062909047	0.880803	0.08059351	0.00018604747	0.031139974
a	0.004545991	0.039221607	0.13604139	0.7633968	0.027279254	0.029514978
n	0.0019408592	0.0032854502	0.020372242	0.8802343	0.01015555	0.08401167
k	0.0025912325	0.0014732182	0.027856085	0.909153	0.0012685022	0.057658024
ò	0.0023343891	0.0056393365	0.13557045	0.38791636	0.003368028	0.46517146
r	0.01627717	0.07375379	0.40632048	0.23962943	0.16737366	0.09664548
a	0.00049522804	0.00038812924	0.024728071	0.9449174	0.015895203	0.013576096
a	0.006006249	0.028251845	0.0620862	0.3778763	0.2557415	0.27003792
t	0.0026333234	0.002948863	0.0043109963	0.049249314	0.20432927	0.7365282
s	0.007309375	0.0036955662	0.0050184475	0.01599019	0.42752883	0.5404576
ù	0.0053253914	0.0007517665	0.005875103	0.032480117	0.044478446	0.91108924
n	0.007357403	0.0023478116	0.022673357	0.044186506	0.7654828	0.15795216
n	0.00086852134	0.0005294792	0.0013971967	0.0068539926	0.8433257	0.14702506
i	0.004345996	0.0008424037	0.008719497	0.07154203	0.6024058	0.31214422
t	0.17769012	0.027766071	0.33219945	0.019751055	0.22600621	0.21658716
i	0.0054483223	0.0010182597	0.0033370578	0.0013694174	0.79285896	0.195968
</S>	0.00381843	0.0021411027	0.0036848742	0.0028978777	0.03148805	0.9559697
