 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.9689802	0.008160378	0.0034906662	0.0032010472	0.0031652688	0.0029293222	0.0029036044	0.0041754963	0.002994104
e	0.71484905	0.014921217	0.040948473	0.038931962	0.040178232	0.039201066	0.03413616	0.037292942	0.039540865
f	0.3473491	0.33459792	0.07755824	0.04246385	0.039703216	0.039608974	0.039523233	0.039577253	0.039618228
ò	0.2260111	0.5477101	0.07205522	0.03323262	0.028544346	0.025831498	0.017629199	0.022393355	0.026592532
r	0.05192897	0.6800959	0.1688441	0.024351852	0.021849297	0.017010273	0.0068898727	0.01126287	0.01776689
s	0.08956562	0.7351384	0.120860636	0.01921607	0.015009593	0.0071424586	0.0017968045	0.0032160536	0.008054282
i	0.04152155	0.7297783	0.08376963	0.017280597	0.060509212	0.023800397	0.0059237718	0.009976746	0.027439775
è	0.005504654	0.028276257	0.7219606	0.15560935	0.019889189	0.017496347	0.016699277	0.017100457	0.017463967
n	0.004147255	0.06538098	0.62655765	0.24194108	0.028457688	0.011755713	0.0032943762	0.005932139	0.012533129
a	0.0024306704	0.022820674	0.47708574	0.42066675	0.02896457	0.01477294	0.0063970536	0.010457886	0.016403725
m	0.0030573031	0.016721036	0.29665235	0.40504408	0.15134576	0.034964424	0.031297106	0.03020584	0.030712062
b	0.0005985419	0.0082239	0.041124046	0.7572105	0.03294175	0.0395943	0.027410587	0.040203784	0.05269257
ì	0.0033458462	0.040252443	0.123600096	0.2091181	0.0587584	0.15547654	0.071497016	0.12020187	0.21774964
k	0.0049567074	0.035933323	0.1593088	0.107477225	0.57874864	0.05086731	0.013224399	0.018033052	0.03145059
e	0.0005956995	0.0045072706	0.089871906	0.3550441	0.49789318	0.025530564	0.0049296594	0.006642166	0.014985506
à	0.0009861864	0.0037667546	0.055281855	0.06518335	0.49560064	0.2338557	0.09366977	0.027316153	0.024339622
t	0.00023318293	0.0054388097	0.010263082	0.031095982	0.38049123	0.42892286	0.062642224	0.027501678	0.053410888
t	0.00057894696	0.029394161	0.0022615213	0.07561299	0.45691812	0.24155125	0.077928066	0.043302197	0.07245277
i	0.00044442958	0.019172255	0.014376456	0.041683182	0.30858126	0.36953986	0.062917896	0.07917682	0.104107864
f	0.0012479449	0.002485685	0.0025024763	0.006154404	0.023653999	0.49559152	0.3032318	0.04780027	0.117331915
i	0.00024563973	0.011531429	0.0007930966	0.002384252	0.04310153	0.29522425	0.21970516	0.08531186	0.3417028
n	0.000580663	0.0003825206	0.00084980344	0.00258743	0.0018607035	0.42212763	0.39701644	0.1338708	0.040724006
è	0.00024908766	0.0020549458	9.9495766e-05	0.00023635924	0.013590485	0.12220012	0.48559415	0.25750673	0.11846854
s	0.0008364407	0.018612286	0.00035692612	0.0014483576	0.007428292	0.14380671	0.14059657	0.5872277	0.09968665
t	0.00052136416	0.026309641	0.000113673435	0.0003913585	0.2018855	0.021793853	0.26152438	0.34848505	0.1389751
r	0.0010477457	0.041086633	0.00017142885	0.0015387343	0.0565723	0.036981266	0.2709933	0.34875268	0.2428559
a	0.0003014914	0.0089687565	0.0002208166	0.0025718962	0.06101207	0.061835144	0.2984916	0.1950923	0.37150592
o	0.00030395188	0.00094709714	0.00035712152	0.0007831344	0.005091773	0.046750374	0.24891987	0.39824897	0.2985976
l	0.00067316194	0.0007644357	0.0002875046	0.0007906806	0.0036893762	0.077532336	0.2879546	0.49575558	0.13255231
à	0.0006922739	0.0007644876	3.084023e-05	0.0001004877	0.0014132789	0.003908678	0.10607595	0.7482319	0.13878208
d	0.00010815378	0.007640482	1.9848116e-05	0.00019774988	0.012989125	0.001921832	0.012140232	0.54237914	0.42260352
r	0.0016395644	0.008138022	0.00034939166	0.0003788446	0.01988338	0.0075824186	0.020325396	0.35391453	0.58778846
o	0.00016042934	0.005124785	1.9026425e-05	0.00013803205	0.0071592876	0.00067395996	0.0076191765	0.41759226	0.56151307
</S>	0.004034102	0.010931367	0.0007186789	0.004006279	0.04581944	0.0027814524	0.008011275	0.5158192	0.4078782
