 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.65297174	0.24455515	0.032288488	0.026421163	0.011309606	0.009745218	0.0114657935	0.011242909
n	0.5529167	0.23799546	0.071206026	0.028093936	0.027404951	0.027639218	0.02710086	0.027642801
è	0.037541054	0.02919399	0.44294003	0.0071007735	0.009521893	0.17525312	0.13263288	0.16581632
r	0.021431994	0.08625099	0.7374547	0.009357885	0.036429454	0.060151875	0.013533029	0.035390005
t	0.009232785	0.02833886	0.80331045	0.0022666655	0.0027871318	0.10015212	0.015530826	0.038381103
i	0.042220615	0.17406616	0.39416113	0.03244111	0.04363899	0.19232027	0.047387898	0.07376376
s	0.03226032	0.07962396	0.545247	0.21881609	0.033856865	0.032651033	0.027173007	0.03037167
t	0.001959083	0.007250526	0.65661883	0.04499498	0.02239631	0.11167988	0.060319077	0.094781384
e	0.0047389	0.010834733	0.5208482	0.058301542	0.068648234	0.19376656	0.037898637	0.10496319
s	0.0037481275	0.007952498	0.040640887	0.7946396	0.056187693	0.038754776	0.027846849	0.03022958
e	0.00050747365	0.005146596	0.18992981	0.106891215	0.024514543	0.40462223	0.07148031	0.19690779
t	0.0068811784	0.0052181967	0.026357852	0.55924785	0.25818557	0.09810399	0.024554446	0.021450946
t	0.00018682283	0.0006709257	0.0034708355	0.14303045	0.0720269	0.6313704	0.034669682	0.114573985
à	9.309122e-05	0.0007381904	0.036860775	0.029764606	0.031288505	0.4997901	0.08455144	0.3169133
e	0.004446746	0.008761752	0.05132023	0.08196454	0.45452288	0.32935274	0.04473059	0.024900569
v	7.021515e-05	7.0425056e-05	0.0036090172	0.02201341	0.70491856	0.20138825	0.03966886	0.028261226
ò	1.0429108e-05	1.7798791e-05	0.00020283143	0.005374557	0.18637237	0.6676308	0.06123031	0.07916091
s	0.0001494834	0.00031871017	0.0047131563	0.013912762	0.17879453	0.7183348	0.07331951	0.010457078
t	9.104761e-06	2.1720502e-05	0.004316035	0.0049248966	0.05537453	0.6745439	0.21869488	0.04211495
e	7.796196e-05	8.859314e-05	0.002296183	0.0029943462	0.040141825	0.46992138	0.4468283	0.03765144
m	0.00011145124	0.00021370841	0.008134829	0.0018479978	0.10879255	0.11522749	0.45260328	0.3130687
a	1.8377164e-05	1.128094e-05	0.003731668	0.0008145634	0.0108045805	0.16732235	0.48147234	0.33582485
r	2.875843e-05	3.1877156e-05	0.002145301	0.010841753	0.0103625925	0.022778803	0.82185274	0.13195816
è	2.899438e-05	3.6155204e-06	0.00048234855	0.0010414259	0.0155042345	0.0472244	0.76900524	0.16670978
o	4.0374316e-06	3.8651665e-06	0.00017073208	0.00010883059	0.0004482428	0.015213364	0.76072794	0.22332294
</S>	2.4677895e-06	1.7135874e-06	0.00030058986	7.220457e-05	0.00028880785	0.01726282	0.15750368	0.8245677
