 	io	voglio	che	Maria	venga	qui	</S>
e	0.90251046	0.044584863	0.012591915	0.0055274125	0.015358897	0.011992029	0.0074344263
v	0.5419739	0.23933184	0.055293262	0.04071818	0.040380884	0.04045789	0.041844066
ò	0.06864904	0.39972317	0.108701356	0.09501754	0.10485679	0.110911675	0.11214047
t	0.19900566	0.6363405	0.06261274	0.03317408	0.019349756	0.024349408	0.025167843
è	0.006861945	0.8138918	0.05949035	0.039149854	0.02227676	0.02873591	0.029593334
l	0.080835246	0.6108389	0.24053548	0.024840191	0.012226492	0.015192828	0.015530735
o	0.0022597632	0.7200018	0.22086678	0.022516804	0.009346043	0.012297349	0.012711471
n	0.02242875	0.2412727	0.63402694	0.067225404	0.012485391	0.011162173	0.011398595
a	0.00050632725	0.039048478	0.80363214	0.06873294	0.029479878	0.030223636	0.02837652
r	0.0046320213	0.014731903	0.24602531	0.6493295	0.042831253	0.016553568	0.025896411
t	0.0008641431	0.016274983	0.46558383	0.3512071	0.058959056	0.061584074	0.04552678
i	0.002120198	0.053162593	0.23489186	0.29124326	0.12778863	0.15021479	0.1405787
e	0.0024355215	0.0042358213	0.07912316	0.6782917	0.15390615	0.04192009	0.040087555
M	9.436492e-05	0.00090065016	0.018529737	0.0672677	0.62281895	0.095794626	0.19459401
a	0.0031819497	0.0021986275	0.013738756	0.043580607	0.3518596	0.3433871	0.24205336
r	0.0031119168	0.017335659	0.13309368	0.2168053	0.29089528	0.11336726	0.22539085
ì	0.00034331396	0.00035917643	0.00069607695	0.03542797	0.28512758	0.6201351	0.057910804
a	0.00022840152	0.0065923175	0.011065485	0.3009851	0.38423064	0.25754398	0.03935409
e	8.431923e-05	0.0007146512	0.0018847442	0.005502034	0.42807063	0.33118942	0.23255423
t	6.3532214e-05	0.0004582533	0.0004778131	0.0018126499	0.071522884	0.6241979	0.301467
t	0.00017885573	6.296289e-05	6.3626205e-05	0.00017090117	0.14084002	0.81545734	0.043226324
ù	0.00045036545	0.0005853314	0.0005392922	0.0053754207	0.114382155	0.46779826	0.41086918
</S>	0.000111478694	0.00021562597	0.00013654774	0.00030786902	0.020550173	0.8145105	0.16416779
