 	forse	stanno	ancora	svegli	</S>
f	0.8144422	0.060362946	0.029955126	0.055625103	0.039614573
ò	0.5172837	0.20296827	0.08817909	0.011857787	0.17971118
r	0.9068331	0.061167106	0.0047870628	0.0016473491	0.025565373
s	0.9474509	0.042822562	0.0013240391	0.0008631464	0.007539382
i	0.93112886	0.04909969	0.0026766367	0.001910054	0.015184699
s	0.082387	0.79526687	0.068394594	0.010501604	0.043449797
t	0.18144993	0.7157749	0.03776806	0.0039954972	0.061011624
è	0.29089096	0.4612264	0.038265493	0.012341675	0.19727543
o	0.09836989	0.8649456	0.0184931	0.004087223	0.014104121
n	0.0038287574	0.45592594	0.5084041	0.0032415458	0.028599735
e	0.040567867	0.7598748	0.14848742	0.00069980347	0.050370082
a	0.0036743744	0.06647092	0.8712744	0.024754414	0.03382594
n	0.0025324207	0.0064469194	0.9040232	0.0077254362	0.0792721
k	0.013546198	0.015390837	0.8982933	0.0011365187	0.071633175
ò	0.02085798	0.08074864	0.29535037	0.0068170247	0.596226
r	0.09494218	0.3455818	0.22034118	0.2532234	0.08591149
a	0.005707034	0.016530205	0.9501728	0.0106804045	0.01690955
a	0.0050249128	0.036227457	0.2875783	0.36060804	0.31056127
t	0.0074017597	0.0032383138	0.010981712	0.19500354	0.78337467
s	0.0128064575	0.0041829343	0.004727913	0.30886856	0.66941416
ù	0.03339463	0.008856472	0.013869875	0.058966264	0.8849127
n	0.07464127	0.01901671	0.044631485	0.7117272	0.14998336
n	0.0025419479	0.00053036347	0.0039624	0.7409342	0.25203106
i	0.03128395	0.007400434	0.06154815	0.43430346	0.46546406
t	0.20606066	0.3475376	0.017602323	0.21768624	0.21111318
i	0.012469067	0.003870152	0.0009606899	0.7303166	0.2523836
</S>	0.018947972	0.0058555785	0.0027597703	0.039503224	0.93293345
