 	le	ragazze	vogliono	guardate	</S>
t	0.80348504	0.12655906	0.028230818	0.021781543	0.01994356
a	0.9063816	0.032402325	0.023919063	0.013295663	0.02400137
k	0.6852443	0.18140994	0.045700643	0.04303114	0.04461393
o	0.30748594	0.54448074	0.06656522	0.00769371	0.07377441
r	0.12152165	0.6817089	0.0708861	0.061958693	0.06392479
à	0.07520915	0.87597245	0.022209702	0.0025739754	0.024034793
s	0.08211016	0.6834128	0.12287363	0.014002491	0.09760089
i	0.1301628	0.8126189	0.040708136	0.0019561155	0.014553983
a	0.07223398	0.22437257	0.51461786	0.092228696	0.09654692
t	0.0037155747	0.017511353	0.7135401	0.14426655	0.12096647
è	0.0006577959	0.1341157	0.77503246	0.031119226	0.059074767
l	0.03499637	0.18950434	0.6849261	0.013851662	0.07672161
o	0.0019433378	0.063606575	0.8795183	0.010611672	0.044320177
n	0.0012997627	0.005170962	0.26021984	0.6638751	0.06943433
e	0.0015380499	0.02437127	0.29961628	0.28651565	0.38795874
k	0.0026699386	0.026785608	0.03910952	0.84828025	0.083154686
a	0.0018944861	0.012476959	0.055762038	0.35821456	0.571652
n	0.0037565357	0.04646021	0.02088836	0.74478716	0.18410769
o	0.0035172007	0.010682158	0.022498623	0.48929486	0.47400716
n	0.0021940758	0.007817185	0.0062440787	0.5010416	0.48270303
i	0.0021604802	0.003973324	0.009491823	0.25910115	0.72527325
m	0.0026356673	0.0060646893	0.0063708564	0.39010748	0.59482133
m	0.0015386596	0.0036530357	0.012653351	0.12545343	0.85670155
è	0.015827317	0.061646115	0.07217791	0.06329669	0.7870519
n	0.0020448668	0.0052248733	0.0825063	0.21266335	0.6975606
a	0.013141099	0.043034334	0.05189189	0.5095665	0.38236618
</S>	0.0012972762	0.0025479556	0.024306523	0.025961874	0.9458863
