 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.6431514	0.04449482	0.043846153	0.044414904	0.04364369	0.043410774	0.04349758	0.04869705	0.044843506
ù	0.58428776	0.04405376	0.055831153	0.036720894	0.0565382	0.05474819	0.05621766	0.05593428	0.055668116
t	0.89631444	0.018006893	0.013983954	0.0020817022	0.016010482	0.011281514	0.01495722	0.014071888	0.013291857
t	0.8763651	0.028171698	0.013827859	0.0017963408	0.024302352	0.008597962	0.018757522	0.015279508	0.012901582
o	0.782443	0.06325625	0.019154316	0.004013522	0.04943519	0.011284551	0.030518472	0.022189517	0.017705265
t	0.5687136	0.07071029	0.06250742	0.04402072	0.051110946	0.050440796	0.050932188	0.05082321	0.05074082
r	0.29629344	0.07799569	0.100668214	0.014070179	0.12007277	0.07994276	0.110800765	0.10342108	0.09673505
a	0.8412102	0.045072448	0.022461608	0.0021566874	0.022703152	0.012398004	0.0199546	0.01785266	0.016190723
v	0.08835491	0.4812345	0.22148101	0.050162558	0.032270193	0.031837914	0.031586073	0.031544186	0.03152863
ù	0.011605811	0.12031915	0.28752074	0.01793051	0.13451613	0.08508624	0.12309291	0.11430513	0.10562339
d	0.012703815	0.6413477	0.27554625	0.005773156	0.016933933	0.009113854	0.014046658	0.013131248	0.011403411
i	0.00839471	0.42935932	0.4378009	0.009087009	0.035701793	0.012944934	0.026370304	0.021875232	0.018465789
e	0.0004343179	0.14353827	0.5281869	0.25945005	0.017771503	0.014715263	0.012099996	0.011867372	0.01193631
e	0.00016693799	0.012649401	0.5047126	0.39201996	0.030002838	0.020424295	0.012726871	0.013221571	0.014075427
t	0.00011893437	0.0052315057	0.21925586	0.5161475	0.08740905	0.054876752	0.028605517	0.036167584	0.052187365
o	0.0003836853	0.0026928498	0.068753704	0.45936432	0.15791017	0.08123298	0.05640413	0.109516785	0.06374147
n	0.00032949602	0.02215938	0.2121606	0.2938499	0.1694648	0.14513451	0.043858673	0.042350534	0.07069205
è	0.00062223984	0.0009410153	0.018239759	0.07814953	0.3848948	0.16695444	0.10991507	0.1493099	0.09097323
g	0.000839618	0.011456338	0.04482542	0.016199162	0.6231133	0.13345152	0.0907982	0.058984026	0.020332465
r	0.00076840015	0.0029788057	0.0038625705	0.075341776	0.62526435	0.18518093	0.04800766	0.040654037	0.017941482
a	0.0003024778	0.016172323	0.06649324	0.012396306	0.50767434	0.24499579	0.07573795	0.05371463	0.022512915
t	0.00024894573	0.0042483797	0.0050954847	0.020723125	0.17592394	0.45421234	0.19412278	0.06779922	0.07762574
s	0.00041497473	0.00053106324	0.00064450386	0.013342958	0.10731775	0.6093992	0.12844944	0.088895686	0.051004443
e	0.0010480955	0.0038867511	0.010778228	0.018155422	0.12064229	0.34227657	0.20268767	0.14961013	0.1509148
è	0.0008324102	0.007654742	0.004262017	0.0047718016	0.016666386	0.106210634	0.36120236	0.31536117	0.1830385
n	0.0017889615	0.011340069	0.00097390614	0.005837686	0.049031068	0.10892522	0.53171825	0.18904041	0.101344354
a	0.0004731651	0.0029150634	0.00016437148	0.0032038356	0.039931238	0.15416622	0.5254255	0.22972116	0.043999452
p	0.0002728366	0.00035422752	0.0007843245	0.0042500803	0.0030175082	0.027985547	0.16652721	0.7167331	0.08007523
o	0.001930697	0.0060716653	0.00021446071	0.00052598777	0.009279264	0.04121312	0.35323173	0.30464622	0.2828869
è	0.00041792495	0.0003335061	0.0007418377	0.005107275	0.0022679463	0.02202385	0.07557959	0.73096734	0.16256072
t	0.005320392	0.008136393	0.00011140629	0.00042713218	0.0036966656	0.004142447	0.11450248	0.63403106	0.22963206
a	0.0008085956	0.0028717732	9.280626e-05	0.00028988768	0.002645319	0.00631741	0.08875228	0.8040343	0.09418769
</S>	0.0027972434	0.00040080433	0.00042522128	0.0005964459	0.0006915457	0.0031929687	0.03178102	0.5416848	0.4184299
