 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.9296727	0.037305377	0.0041763214	0.0032917005	0.0031403739	0.0030274705	0.0030214856	0.0030775066	0.009884697	0.0034023966
n	0.5066548	0.29109702	0.05972782	0.022808392	0.020294804	0.020036377	0.020247027	0.01971753	0.01895488	0.020461291
è	0.03454246	0.637706	0.13949142	0.03503245	0.031105539	0.027083134	0.03132331	0.022437809	0.011149916	0.030128002
g	0.01918097	0.58273584	0.27647913	0.038894992	0.024413442	0.0076500033	0.02543349	0.0038092267	0.0021671888	0.01923577
r	0.0022214663	0.54325175	0.23402192	0.045546137	0.055810776	0.010910837	0.06379355	0.0060415235	0.0024097306	0.035992384
a	0.0102101425	0.48799616	0.37860075	0.051437274	0.020181365	0.0081991935	0.020252235	0.004183391	0.002163359	0.016776271
t	0.02497106	0.047997184	0.5257758	0.34232855	0.014044029	0.009321509	0.009221978	0.008843289	0.008313191	0.009183462
s	0.0009741519	0.008931643	0.52763027	0.35142258	0.026336566	0.019938214	0.021559482	0.017761525	0.0055864095	0.019859163
a	0.0003885627	0.04680271	0.33112526	0.341586	0.085533574	0.024126323	0.0857539	0.012044005	0.0059696776	0.06666998
m	0.008903767	0.015246844	0.16340154	0.5683174	0.05969766	0.03623439	0.040153205	0.03362611	0.026421981	0.04799709
à	0.00080794794	0.0037661681	0.028065646	0.2511657	0.26992387	0.056601696	0.25098416	0.034863308	0.0016541133	0.10216745
i	0.000992982	0.023383081	0.0583935	0.5092696	0.27327806	0.018599499	0.060017463	0.008268346	0.0049522836	0.042845216
è	0.0005324001	0.0007859664	0.019286228	0.2183753	0.62111	0.059829894	0.025045613	0.02015147	0.015031031	0.019852128
n	1.1148451e-05	0.0008909313	0.0016606101	0.041743394	0.8694393	0.015799908	0.04742293	0.003340454	0.0024552573	0.017235871
a	4.450055e-05	0.0005332842	0.0018082259	0.033105318	0.88408816	0.022461157	0.039623413	0.003234733	0.00046756354	0.014633715
g	0.0005070116	0.0004132244	0.0014088774	0.0054778387	0.2555061	0.58148164	0.059985727	0.050660864	0.02620663	0.018352162
r	6.296316e-05	0.00022676574	0.00081015786	0.003071623	0.19610801	0.48438832	0.17328005	0.06373353	0.0045798267	0.073738724
à	5.1670384e-05	0.00044665718	0.0037219871	0.011534787	0.32515344	0.40527672	0.13929485	0.05827239	0.01828262	0.03796489
m	3.8815026e-05	0.0009468169	0.00032340057	0.0011807918	0.10766882	0.10567351	0.70438606	0.054952804	0.009090283	0.015738707
m	0.00017475637	0.00040733026	0.00037872803	0.00039429532	0.039862562	0.04939741	0.84328586	0.034976833	0.0038345323	0.02728775
a	0.00037583278	0.0038762565	0.0033585257	0.0048827594	0.6406846	0.101187706	0.16316546	0.01155688	0.011112813	0.05979917
s	0.00071259117	0.00018286167	0.00082080445	0.00085441367	0.022338657	0.21891652	0.29334176	0.34551558	0.0904425	0.026874265
o	5.5265806e-05	0.0003366611	0.00016860578	0.00043040872	0.011025534	0.2997867	0.3859563	0.18554126	0.004771911	0.11192732
n	0.00033402198	0.00033202907	0.00066695036	0.0004464681	0.0014489024	0.13766293	0.05626442	0.18293849	0.50445896	0.11544677
a	0.00039649545	0.0011164652	0.0001722871	0.00014350757	0.0035658416	0.06619253	0.19867428	0.59454364	0.028993916	0.10620112
d	0.00014711804	0.00034851162	0.0003459248	0.00023902478	0.00061857136	0.08560622	0.010195677	0.07651123	0.70858073	0.117406994
e	0.0008541651	0.005618565	0.00075529807	0.0004125595	0.004098853	0.015748227	0.122418694	0.18001689	0.21289852	0.45717815
r	4.66037e-05	0.0003565681	0.0001439969	0.000120803925	0.00015933957	0.01941385	0.0015051996	0.019105446	0.7970312	0.16211689
f	0.00042880548	0.0044342508	0.00022765879	0.0001050049	0.000508675	0.0021518113	0.018564962	0.06485206	0.3730408	0.53568596
ò	0.00012739851	0.0011194398	0.00024555792	0.0004975594	0.0038288308	0.032116737	0.037014805	0.055914372	0.05445632	0.814679
m	8.430328e-05	0.0006358277	8.686819e-05	0.00018390275	0.0003601998	0.000866648	0.008745814	0.007933216	0.30359027	0.67751294
m	0.0002826462	0.00030042115	0.00014392585	0.00021919893	0.0007832575	0.0012398479	0.010023812	0.026037043	0.5552589	0.4057109
u	0.0008193807	0.002834011	0.0010395438	0.0006114252	0.005862147	0.4121742	0.21851406	0.2311881	0.04397191	0.08298526
</S>	0.00032543918	0.002597129	0.0006749149	0.0009703151	0.0007321149	0.005803949	0.0011280267	0.019352831	0.20286873	0.76554656
