 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.9072774	0.05457892	0.016142417	0.0031102668	0.0023000012	0.0022925164	0.0022629334	0.002248831	0.002258394	0.0022553196	0.0028287019	0.0024442652
n	0.31843916	0.3012368	0.29669192	0.006413094	0.010337256	0.010212379	0.01021746	0.010133585	0.010223658	0.010250113	0.0055043367	0.010340311
è	0.042369206	0.27660084	0.48335117	0.007829864	0.02731691	0.026334133	0.026642893	0.02461023	0.02680088	0.027570417	0.0027060418	0.02786735
n	0.025835183	0.54902685	0.28599155	0.030925827	0.020844845	0.011873088	0.012944142	0.0074143684	0.013708217	0.01794898	0.0014014522	0.02208556
a	0.004315293	0.33998117	0.40303227	0.058932446	0.035781015	0.021551931	0.023587145	0.013579997	0.024942398	0.032675322	0.0020751576	0.039545935
l	0.08161854	0.082938485	0.43072852	0.23985161	0.030471066	0.021260288	0.020640228	0.020446515	0.02060453	0.020664664	0.009972767	0.020802794
l	0.009363521	0.025878461	0.41382918	0.22216101	0.06233091	0.044566683	0.04351214	0.04211125	0.0434357	0.044422705	0.0051130885	0.043275397
i	0.002077195	0.058807787	0.14527208	0.29945633	0.10411176	0.047198027	0.052370712	0.02848438	0.05629345	0.08214243	0.007676018	0.11610979
m	0.04117446	0.07066668	0.15166958	0.06439392	0.19600196	0.079697445	0.07468192	0.0709151	0.0746446	0.075924546	0.011562313	0.08866744
o	0.00065123016	0.0069895755	0.00680287	0.37497503	0.04722181	0.064955935	0.08191425	0.05912301	0.09334403	0.1535577	0.001357901	0.109106615
n	0.014699446	0.008287837	0.07376038	0.17148508	0.40668604	0.06128606	0.046513174	0.0470633	0.04549241	0.045445263	0.031454746	0.047826234
ì	0.00036115327	0.002393428	0.0056469874	0.102472134	0.3807343	0.10034484	0.069767155	0.05532398	0.08054066	0.10533671	0.0014485337	0.09563015
s	0.00055913004	0.014501147	0.0051572514	0.021640765	0.83389074	0.04310623	0.012625883	0.0075390907	0.011582533	0.01942556	0.0031913326	0.026780365
u	0.0002853644	0.0005504988	0.004953166	0.17333153	0.68642336	0.04492433	0.014355488	0.009758326	0.0132145565	0.020741887	0.0017313047	0.029730223
m	0.0007781142	0.00066129706	0.004506838	0.00747635	0.7007598	0.19634806	0.021580074	0.02582663	0.013113965	0.012619031	0.002834489	0.01349534
e	0.00015342956	0.00039111162	0.000563497	0.0040860153	0.4632538	0.18266776	0.06988191	0.048998494	0.064831585	0.07627556	0.0032805563	0.085616276
m	0.0013104883	0.0005843481	0.0028600367	0.024460595	0.42463773	0.31829312	0.05700178	0.08204174	0.025294144	0.022531498	0.014552514	0.026431909
a	0.00014575152	0.00054768304	0.00014326166	0.012598701	0.09096984	0.31974143	0.09112418	0.107782744	0.09377059	0.15735722	0.0017872921	0.12403137
i	0.0010677736	0.0005606021	0.0012570611	0.023773545	0.2149472	0.27977565	0.108932555	0.2416141	0.0378244	0.030560726	0.020455841	0.03923054
t	1.170629e-05	5.1027895e-05	0.00013502722	0.000513498	0.033085227	0.23832387	0.32512826	0.3074564	0.042845488	0.0220704	0.003000572	0.027378576
u	0.00015372565	0.00011549865	5.4367963e-05	0.00093176344	0.016625563	0.16779853	0.11933109	0.59988534	0.036380015	0.04588128	0.00041958733	0.012423314
s	0.00012678161	0.00020935053	0.00025452822	0.0025662887	0.028344516	0.18120892	0.22937419	0.36331376	0.10166788	0.033770386	0.026184553	0.032978877
t	0.00020687445	0.0005194082	3.1884072e-05	0.0025432587	0.014945172	0.107238114	0.21357517	0.47140887	0.05834588	0.08330022	0.0025358044	0.04534938
a	3.8992434e-06	4.2071086e-05	8.1335565e-05	0.00096559594	0.017248616	0.102035075	0.14767331	0.288907	0.15166341	0.09592454	0.0059563685	0.18949881
c	2.965984e-05	0.0002930834	0.00059110345	0.00095327955	0.0053430744	0.16881429	0.27113155	0.15377724	0.26147518	0.074896395	0.014690537	0.04800469
i	0.0007526635	0.0016916173	0.00017406324	0.015339856	0.005194391	0.018298713	0.11104479	0.40861183	0.10837896	0.09179242	0.04241122	0.19630948
ù	4.025006e-05	0.00021044326	0.00028743467	0.000749036	0.0029352845	0.1288589	0.2069664	0.12483701	0.34389964	0.10861593	0.043189514	0.03941013
r	0.00018145256	0.00024830023	3.0443347e-05	0.00115073	0.0024536005	0.04610902	0.112957664	0.07656051	0.3063356	0.25333992	0.064847566	0.13578519
i	0.00189123	0.0014151669	0.00010231373	0.0023909016	0.0010103618	0.0055398694	0.053556323	0.2418404	0.17776631	0.24495001	0.21508427	0.054452818
a	2.2280477e-05	0.00048683534	0.000120561985	0.00025678886	0.0014230638	0.045087576	0.095985726	0.040807668	0.34389016	0.34406847	0.04608917	0.08176171
m	5.6164332e-05	0.0002947501	0.00027503193	0.00013941058	0.00042167725	0.0077108913	0.052782245	0.06278549	0.428216	0.3262083	0.0628827	0.05822739
a	9.8975856e-05	0.00064206857	4.194604e-05	0.000639821	0.0010296927	0.015089732	0.037765585	0.058993928	0.27698803	0.38822213	0.017807117	0.20268095
t	0.00011226152	0.00065141707	0.0005041717	0.00020421982	0.00038831416	0.013082608	0.07903393	0.043497153	0.23242158	0.32079917	0.18631122	0.122993916
e	0.0012072491	0.005309873	4.1568903e-05	0.00025739975	0.00036872886	0.002179418	0.0074057677	0.015991138	0.07163314	0.2709608	0.35234457	0.27230033
s	0.00012442457	0.0005941426	0.00042953622	0.00011570115	0.00025096966	0.0034425994	0.02168455	0.01703827	0.10154064	0.17098363	0.43602264	0.24777295
m	0.00034282962	0.0022584514	4.7834284e-05	3.617787e-05	9.6402306e-05	0.00042004263	0.000843825	0.0010053209	0.006509965	0.024499306	0.7189596	0.24498023
