 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.871534	0.018250123	0.017763235	0.015905663	0.015517285	0.015163395	0.015318078	0.015180099	0.015368055
a	0.837972	0.018195175	0.018315373	0.021004882	0.021031903	0.020620491	0.02085281	0.021009361	0.020998143
t	0.66227704	0.109131634	0.03651029	0.032117214	0.032005962	0.031972952	0.031985756	0.031996455	0.032002687
r	0.43264198	0.18093085	0.02928384	0.06225146	0.06126139	0.051318217	0.058691416	0.061838686	0.061782114
a	0.7010662	0.1249263	0.0072899866	0.029752413	0.0305182	0.021684876	0.025931034	0.029633911	0.029197067
v	0.21878828	0.55022085	0.07344106	0.027064415	0.026164124	0.026064133	0.026077416	0.026089972	0.026089698
ù	0.14881922	0.3939284	0.034944285	0.0754153	0.07576911	0.056603514	0.06662298	0.07436736	0.07352989
d	0.03312252	0.69800323	0.07068667	0.03830436	0.03530635	0.025849856	0.030295497	0.034718797	0.033712663
i	0.05867841	0.7761689	0.029854659	0.028111555	0.026919978	0.012989609	0.018396828	0.02490246	0.02397765
a	0.014869593	0.12841068	0.73298854	0.03540254	0.018544216	0.017534297	0.01739487	0.017426576	0.017428655
p	0.0007995713	0.012102245	0.8225329	0.07478591	0.02030142	0.01726211	0.01703823	0.017450096	0.017727511
l	0.0007888386	0.0033675234	0.71542925	0.062738	0.04574911	0.04067177	0.042926714	0.044206887	0.044121895
è	0.0034355952	0.03779634	0.33725977	0.14212924	0.10595149	0.06730689	0.08397945	0.10385822	0.11828308
o	0.007466963	0.18862559	0.06952089	0.49454722	0.081116825	0.020227652	0.029774362	0.061373416	0.047347
n	0.0005550424	0.0037002827	0.37901616	0.44984084	0.07268261	0.025542356	0.022813136	0.022925887	0.022923626
ò	9.133402e-05	0.0014853308	0.18659875	0.5962731	0.07728269	0.024078112	0.03535671	0.040102307	0.03873161
r	0.0011034965	0.0060682334	0.010467982	0.7070199	0.17101315	0.011310182	0.012285969	0.05171495	0.02901621
r	0.00058820436	0.00571342	0.08537184	0.62840974	0.20522588	0.007783645	0.009624125	0.03802927	0.019253843
i	0.0001971083	0.002927878	0.019207574	0.70589256	0.19501036	0.0080813905	0.0077339592	0.04134996	0.019599196
a	0.00028356595	0.0013473511	0.006800908	0.22709958	0.57282555	0.07902845	0.028858963	0.049578965	0.034176588
è	0.00035112418	0.0008754784	0.008816642	0.0894121	0.46263522	0.2233894	0.0520912	0.066236466	0.09619238
r	0.000571124	0.0004782622	0.000514402	0.05695129	0.6943306	0.053327326	0.021264153	0.079500176	0.09306276
k	0.0007010295	0.004139835	0.0040629297	0.0753686	0.7591356	0.04311947	0.020463282	0.058045615	0.034963597
u	0.0008825406	0.0015651854	0.000835207	0.020936562	0.697088	0.10423012	0.020914355	0.09549464	0.058053378
t	0.00036344008	0.00042524503	0.0009883557	0.009836982	0.17789829	0.5712053	0.0861903	0.078595	0.07449707
t	0.0033900847	0.0021126359	0.003139722	0.041818038	0.16819766	0.47500756	0.10684224	0.10085064	0.09864145
e	0.0033594505	0.0020981964	0.00033434594	0.011395507	0.055448763	0.2674282	0.05172471	0.29924104	0.30896983
g	0.0008393265	0.00049149967	0.00072217075	0.0054499707	0.021935506	0.6385318	0.13396332	0.115261964	0.08280446
r	0.00035223548	0.0076003927	0.0001665373	0.007007989	0.023514003	0.17531057	0.21039444	0.1666902	0.40896368
a	0.0008681261	0.00017905179	0.00039304336	0.0013709046	0.034295406	0.62845725	0.2031316	0.08513047	0.046174146
m	0.0036452133	0.00027095395	0.0008476382	0.0012468371	0.0035307496	0.23147221	0.27934173	0.34830257	0.13134213
m	0.000700053	0.032096315	0.00045692959	0.011378315	0.008260456	0.022145575	0.18503828	0.133627	0.60629714
è	0.0011024531	0.0034021433	0.00032909418	0.010310083	0.08751113	0.29853058	0.2253128	0.1993815	0.17412017
n	0.0016499246	0.0127018	0.00057834206	0.0029253603	0.033634074	0.052335966	0.1637305	0.6256247	0.1068193
a	0.00079652964	0.017992014	0.00034967146	0.00632551	0.013187213	0.036258537	0.3113619	0.42805296	0.18567565
s	0.00069715513	0.00046632046	0.00070033304	0.0007891482	0.0028921338	0.023711726	0.16398998	0.56118304	0.24557015
i	0.0010442897	0.003831391	0.00011433491	0.004756882	0.0019625095	0.009319547	0.17916223	0.08172639	0.7180825
n	0.0073434077	0.00076932204	0.0018116573	0.0014105844	0.002596249	0.011562868	0.035682037	0.5455024	0.3933214
ì	0.0023083251	0.0035166887	0.000102100494	0.0027445813	0.0016834907	0.0019368582	0.032492287	0.12939319	0.8258225
t	0.00031312736	0.009503522	0.00019416839	0.0008694292	0.0021815486	0.0023852652	0.08286273	0.4943877	0.40730256
t	0.0006595814	0.010913255	0.0011411791	0.0120800845	0.010981372	0.0015563804	0.10288368	0.1706179	0.6891666
a	0.0015521424	0.0076084617	0.0006637161	0.0009968106	0.0016134963	0.0047905287	0.05504498	0.7016855	0.22604442
</S>	0.031170918	0.048213214	0.010066489	0.079047926	0.020970576	0.0028750198	0.15375939	0.3233183	0.33057812
