 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.7643892	0.077442266	0.037951156	0.026204696	0.026653858	0.03882053	0.02853831
n	0.8701831	0.077175416	0.004727227	0.0057659643	0.01340106	0.016041338	0.012705899
a	0.5588213	0.33239865	0.019877233	0.017983066	0.023362169	0.024406709	0.023150992
v	0.19122016	0.6491521	0.06528258	0.024890548	0.023202373	0.023142353	0.023109745
o	0.011702406	0.6111135	0.10772401	0.0652564	0.06773536	0.06899646	0.067471825
r	0.050624713	0.3406667	0.40809113	0.06154351	0.04679089	0.04629443	0.04598857
à	0.00512937	0.45184153	0.3956478	0.041876536	0.035200596	0.036413677	0.033890415
s	0.080089554	0.28016636	0.42036745	0.0694759	0.051780973	0.058496226	0.03962359
o	0.0030515227	0.5170021	0.36314166	0.0436391	0.024399932	0.027459783	0.021305984
o	0.00025703412	0.030956315	0.6076628	0.2967234	0.028353417	0.018993234	0.017053789
s	0.00018414826	0.0019381923	0.22658655	0.62525386	0.0669673	0.03766689	0.041403152
s	0.00015216845	0.0021576819	0.20556673	0.6915169	0.04939441	0.028373497	0.022838721
o	0.00097219937	0.027199956	0.26580653	0.40050468	0.10714968	0.1001326	0.09823433
m	0.00044188288	0.0037906559	0.095281996	0.43366456	0.23277867	0.08918546	0.14485683
ì	0.0013184464	0.0010877609	0.009503045	0.10903601	0.22175446	0.5248075	0.13249274
k	0.0053049396	0.033025753	0.07737745	0.096893825	0.58121324	0.15698901	0.04919577
a	0.001548753	0.0018992422	0.029642701	0.22531237	0.43223563	0.25548992	0.053871334
m	0.0004829959	0.0021631785	0.042961676	0.1255223	0.6275063	0.13562004	0.06574352
è	0.0028599552	0.002380668	0.0013662423	0.0089308685	0.13697009	0.57975996	0.2677322
r	0.003981401	0.006287635	0.021023974	0.039941177	0.36246973	0.50278825	0.06350778
i	0.0005564581	0.0001337067	0.0005121981	0.0063245213	0.11728099	0.84570014	0.029491961
</S>	0.000955351	0.00079651014	0.0009740287	0.005666695	0.04926619	0.5190871	0.4232541
